tss-1r_m1_shsc	Epoch	ns	1.0e-9&gt;s	Time Line	Start Time for the record		support_data											
tss-1r_m1_shsc	Epoch_Start	ns	1.0e-9&gt;s	Time Resolution	Start time = Epoch - value		support_data											
tss-1r_m1_shsc	Epoch_End	ns	1.0e-9&gt;s	Time Resolution	End time = Epoch + value		support_data											
tss-1r_m1_shsc	FDS3_FDS4_Status	Dimensionless	na	FDS3/FDS4 Status	FDS3/FDS4 Status		data											
tss-1r_m1_shsc	Data_Quality_FDS3_FDS4_Status	Dimensionless	na	Data_Quality_FDS3_FDS4_Status	Data Quality Indicator for FDS3/FDS4 Status		data											
tss-1r_m1_shsc	FDS3_FDS4_Sun	Dimensionless	na	FDS3/FDS4 Sun	FDS3/FDS4 Sun Presence		data											
tss-1r_m1_shsc	Data_Quality_FDS3_FDS4_Sun	Dimensionless	na	Data_Quality_FDS3_FDS4_Sun	Data Quality Indicator for FDS3/FDS4 Sun		data											
