tss-1r_m1_rpem	Epoch	ns	1.0e-9&gt;s	Time Line	Start Time for the record		support_data											
tss-1r_m1_rpem	Epoch_Start	ns	1.0e-9&gt;s	Time Resolution	Start time = Epoch - value		support_data											
tss-1r_m1_rpem	Epoch_End	ns	1.0e-9&gt;s	Time Resolution	End time = Epoch + value		support_data											
tss-1r_m1_rpem	Dif_Elec_1_telemetry_raw		na	Dif/Elec	Detector Current		data											
tss-1r_m1_rpem	Dif_Elec_2_current_amps	A	na	Dif/Elec	Detector Current		data											
tss-1r_m1_rpem	Data_Quality_Dif_Elec		na	Data_Quality_Dif_Elec	Data Quality Indicator for Dif/Elec		data											
