solo_l2_mag-rtn-burst	EPOCH	ns	1.0E-9&gt;s	EPOCH (Time)	Epoch encoded as Terrestrial Time on rotating Earth geoid, ns since J2000		support_data											
solo_l2_mag-rtn-burst	B_RTN	nT	1.0E-9&gt;T	B RTN	Magnetic field vector in RTN coordinates		data											
solo_l2_mag-rtn-burst	LBL1_B_RTN			Axis Label for B in RTN coordinates	Axis label for magnetic field vectors		metadata											
solo_l2_mag-rtn-burst	REP1_B_RTN			Vector representation for B	Vector representation for magnetic field vectors		support_data											
solo_l2_mag-rtn-burst	VECTOR_TIME_RESOLUTION			Cadence	Number of mag field vectors per second		metadata											
solo_l2_mag-rtn-burst	VECTOR_RANGE			Range	Magnetic field vector components&apos; range		metadata											
solo_l2_mag-rtn-burst	QUALITY_BITMASK			Quality bitmask	Detailed information about the quality of the magnetic field vector		metadata											
solo_l2_mag-rtn-burst	QUALITY_FLAG			Quality flag	High level information about the quality of the magnetic field vector		metadata											
