NASA/NumericalData/POLAR/TIDE/H0_CDF	2023	NASA Space Physics Data Facility	Moore, Thomas, E.; Craven, Paul, D.	T.E. Moore, and P.D. Craven
NASA/NumericalData/POLAR/TIDE/H1_CDF	2023	NASA Space Physics Data Facility	Moore, Thomas, E.; Craven, Paul, D.	T.E. Moore, and P.D. Craven
NASA/NumericalData/POLAR/UVI/L1_CDF	2023	NASA Space Physics Data Facility	Parks, George, K.	G.K. Parks
