psp_isois-epihi_l2-het-rates10	NASA/NumericalData/ParkerSolarProbe/ISOIS/EPI-Hi/HET/Level2/Rates/PT10S	https://doi.org/10.48322/6b2f-mx69	2020-01-01T00:00:00	NASA Space Physics Data Facility	McComas, David J.	PSP Integrated Science Investigation of the Sun, Energetic Particle Instrument-Hi (ISOIS EPI-Hi) High Energy Telescope (HET) Rates, Level 2 (L2), 10 s Data
psp_isois-epihi_l2-het-rates300	NASA/NumericalData/ParkerSolarProbe/ISOIS/EPI-Hi/HET/Level2/Rates/PT5M	https://doi.org/10.48322/jwkm-bn55	2020-01-01T00:00:00	NASA Space Physics Data Facility	McComas, David J.	PSP Integrated Science Investigation of the Sun, Energetic Particle Instrument-Hi (ISOIS EPI-Hi) High Energy Telescope (HET) Rates, Level 2 (L2), 5 min Data
psp_isois-epihi_l2-het-rates3600	NASA/NumericalData/ParkerSolarProbe/ISOIS/EPI-Hi/HET/Level2/Rates/PT1H	https://doi.org/10.48322/ahkk-d044	2020-01-01T00:00:00	NASA Space Physics Data Facility	McComas, David J.	PSP Integrated Science Investigation of the Sun, Energetic Particle Instrument-Hi (ISOIS EPI-Hi) High Energy Telescope (HET) Rates, Level 2 (L2), 1 h Data
psp_isois-epihi_l2-het-rates60	NASA/NumericalData/ParkerSolarProbe/ISOIS/EPI-Hi/HET/Level2/Rates/PT1M	https://doi.org/10.48322/7gr7-1791	2020-01-01T00:00:00	NASA Space Physics Data Facility	McComas, David J.	PSP Integrated Science Investigation of the Sun, Energetic Particle Instrument-Hi (ISOIS EPI-Hi) High Energy Telescope (HET) Rates, Level 2 (L2), 1 min Data
psp_isois-epihi_l2-let1-rates10	NASA/NumericalData/ParkerSolarProbe/ISOIS/EPI-Hi/LET1/Level2/Rates/PT10S	https://doi.org/10.48322/nez9-cx16	2020-01-01T00:00:00	NASA Space Physics Data Facility	McComas, David J.	PSP Integrated Science Investigation of the Sun, Energetic Particle Instrument-Hi (ISOIS EPI-Hi) Low Energy Telescope 1 (LET1) Rates, Level 2 (L2), 10 s Data
psp_isois-epihi_l2-let1-rates300	NASA/NumericalData/ParkerSolarProbe/ISOIS/EPI-Hi/LET1/Level2/Rates/PT5M	https://doi.org/10.48322/53vk-b987	2020-01-01T00:00:00	NASA Space Physics Data Facility	McComas, David J.	PSP Integrated Science Investigation of the Sun, Energetic Particle Instrument-Hi (ISOIS EPI-Hi) Low Energy Telescope 1 (LET1) Rates, Level 2 (L2), 5 min Data
psp_isois-epihi_l2-let1-rates3600	NASA/NumericalData/ParkerSolarProbe/ISOIS/EPI-Hi/LET1/Level2/Rates/PT1H	https://doi.org/10.48322/xkhj-qx02	2020-01-01T00:00:00	NASA Space Physics Data Facility	McComas, David J.	PSP Integrated Science Investigation of the Sun, Energetic Particle Instrument-Hi (ISOIS EPI-Hi) Low Energy Telescope 1 (LET1) Rates, Level 2 (L2), 1 h Data
psp_isois-epihi_l2-let1-rates60	NASA/NumericalData/ParkerSolarProbe/ISOIS/EPI-Hi/LET1/Level2/Rates/PT1M	https://doi.org/10.48322/97te-0132	2020-01-01T00:00:00	NASA Space Physics Data Facility	McComas, David J.	PSP Integrated Science Investigation of the Sun, Energetic Particle Instrument-Hi (ISOIS EPI-Hi) Low Energy Telescope 1 (LET1) Rates, Level 2 (L2), 1 min Data
psp_isois-epihi_l2-let2-rates10	NASA/NumericalData/ParkerSolarProbe/ISOIS/EPI-Hi/LET2/Level2/Rates/PT10S	https://doi.org/10.48322/7853-6s02	2020-01-01T00:00:00	NASA Space Physics Data Facility	McComas, David J.	PSP Integrated Science Investigation of the Sun, Energetic Particle Instrument-Hi (ISOIS EPI-Hi) Low Energy Telescope 2 (LET2) Rates, Level 2 (L2), 10 s Data
psp_isois-epihi_l2-let2-rates300	NASA/NumericalData/ParkerSolarProbe/ISOIS/EPI-Hi/LET2/Level2/Rates/PT5M	https://doi.org/10.48322/k5z7-rv23	2020-01-01T00:00:00	NASA Space Physics Data Facility	McComas, David J.	PSP Integrated Science Investigation of the Sun, Energetic Particle Instrument-Hi (ISOIS EPI-Hi) Low Energy Telescope 2 (LET2) Rates, Level 2 (L2), 5 min Data
psp_isois-epihi_l2-let2-rates3600	NASA/NumericalData/ParkerSolarProbe/ISOIS/EPI-Hi/LET2/Level2/Rates/PT1H	https://doi.org/10.48322/2xj3-hj37	2020-01-01T00:00:00	NASA Space Physics Data Facility	McComas, David J.	PSP Integrated Science Investigation of the Sun, Energetic Particle Instrument-Hi (ISOIS EPI-Hi) Low Energy Telescope 2 (LET2) Rates, Level 2 (L2), 1 h Data
psp_isois-epihi_l2-let2-rates60	NASA/NumericalData/ParkerSolarProbe/ISOIS/EPI-Hi/LET2/Level2/Rates/PT1M	https://doi.org/10.48322/54ew-zj36	2020-01-01T00:00:00	NASA Space Physics Data Facility	McComas, David J.	PSP Integrated Science Investigation of the Sun, Energetic Particle Instrument-Hi (ISOIS EPI-Hi) Low Energy Telescope 2 (LET2) Rates, Level 2 (L2), 1 min Data
psp_isois-epihi_l2-second-rates	NASA/NumericalData/ParkerSolarProbe/ISOIS/EPI-Hi/Level2/MergedRates/PT1S	https://doi.org/10.48322/8ng6-5z57	2020-01-01T00:00:00	NASA Space Physics Data Facility	McComas, David J.	PSP Integrated Science Investigation of the Sun, Energetic Particle Instrument-Hi (ISOIS EPI-Hi) Merged Rates, Level 2 (L2), 1 s Data
psp_isois-epilo_l2-ic	NASA/NumericalData/ParkerSolarProbe/ISOIS/EPI-Lo/Level2/IonComposition/PT1M	https://doi.org/10.48322/vrve-qw24	2020-01-01T00:00:00	NASA Space Physics Data Facility	McComas, David J.	PSP Integrated Science Investigation of the Sun, Energetic Particle Instrument-Lo (ISOIS EPI-Lo) Ion Composition, Level 2 (L2), 1 min Data
psp_isois-epilo_l2-pe	NASA/NumericalData/ParkerSolarProbe/ISOIS/EPI-Lo/Level2/ParticleEnergy/PT1S	https://doi.org/10.48322/rz8e-5y91	2020-01-01T00:00:00	NASA Space Physics Data Facility	McComas, David J.	PSP Integrated Science Investigation of the Sun, Energetic Particle Instrument-Lo (ISOIS EPI-Lo) Particle Energy, Level 2 (L2), 1 s Data
psp_isois_l2-ephem	NASA/NumericalData/ParkerSolarProbe/ISOIS/Merged/Level2/Ephemeris/PT1M	https://doi.org/10.48322/y0fb-3v04	2020-01-01T00:00:00	NASA Space Physics Data Facility	McComas, David J.	PSP Integrated Science Investigation of the Sun, Energetic Particle Instrument (ISOIS EPI) Merged Summary, Level 2 (L2), 1 min Data
psp_isois_l2-summary	NASA/NumericalData/ParkerSolarProbe/ISOIS/Merged/Level2/Summary/PT1M	https://doi.org/10.48322/mede-7j02	2020-01-01T00:00:00	NASA Space Physics Data Facility	McComas, David J.	PSP Integrated Science Investigation of the Sun, Energetic Particle Instrument (ISOIS EPI) Merged Summary, Level 2 (L2), 1 min Data
