OOO	psp_isois-epihi_l2-het-rates10	B_He_Rate
OOO	psp_isois-epihi_l2-het-rates10	Epoch
OOO	psp_isois-epihi_l2-het-rates10	He_ENERGY
OOO	psp_isois-epihi_l2-het-rates10	He_ENERGY_LABL
OOO	psp_isois-epihi_l2-het-rates10	Epoch_DELTA
OOO	psp_isois-epihi_l2-het-rates10	He_ENERGY_DELTAMINUS
OOO	psp_isois-epihi_l2-het-rates10	He_ENERGY_DELTAPLUS
OOO	psp_isois-epihi_l2-het-rates10	A_H_Flux
OOO	psp_isois-epihi_l2-het-rates10	A_H_Uncertainty
OOO	psp_isois-epihi_l2-het-rates10	H_ENERGY
OOO	psp_isois-epihi_l2-het-rates10	H_ENERGY_LABL
OOO	psp_isois-epihi_l2-het-rates10	H_ENERGY_DELTAMINUS
OOO	psp_isois-epihi_l2-het-rates10	H_ENERGY_DELTAPLUS
OOO	psp_isois-epihi_l2-het-rates10	B_H_Flux
OOO	psp_isois-epihi_l2-het-rates10	B_H_Uncertainty
OOO	psp_isois-epihi_l2-het-rates10	HCI_R
OOO	psp_isois-epihi_l2-het-rates10	B_He_Flux
OOO	psp_isois-epihi_l2-het-rates10	B_He_Uncertainty
OOO	psp_isois-epihi_l2-het-rates10	A_Electrons_Rate
OOO	psp_isois-epihi_l2-het-rates10	Electrons_ENERGY
OOO	psp_isois-epihi_l2-het-rates10	Electrons_ENERGY_LABL
OOO	psp_isois-epihi_l2-het-rates10	Electrons_ENERGY_DELTAMINUS
OOO	psp_isois-epihi_l2-het-rates10	Electrons_ENERGY_DELTAPLUS
OOO	psp_isois-epihi_l2-het-rates10	HGC_Lon
OOO	psp_isois-epihi_l2-het-rates10	HET_A_RTN
OOO	psp_isois-epihi_l2-het-rates10	label_dir_RTN
OOO	psp_isois-epihi_l2-het-rates10	HET_B_HCI
OOO	psp_isois-epihi_l2-het-rates10	label_dir_HCI
OOO	psp_isois-epihi_l2-het-rates10	B_H_Rate
OOO	psp_isois-epihi_l2-het-rates10	A_H_Rate
OOO	psp_isois-epihi_l2-het-rates10	HET_A_PA
OOO	psp_isois-epihi_l2-het-rates10	HGC_Lat
OOO	psp_isois-epihi_l2-het-rates10	HET_A_HCI
OOO	psp_isois-epihi_l2-het-rates10	HGC_R
OOO	psp_isois-epihi_l2-het-rates10	A_He_Rate
OOO	psp_isois-epihi_l2-het-rates10	HCI_Lat
OOO	psp_isois-epihi_l2-het-rates10	B_Electrons_Rate
OOO	psp_isois-epihi_l2-het-rates10	HET_B_RTN
