		
		
		
		
		
023	observed_region	Earth.NearSurface.Stratosphere
024	observed_region	Earth.NearSurface.Thermosphere
025	observed_region	Earth.NearSurface.Troposphere
026	observed_region	Earth.Surface
027	observed_region	Heliosphere
028	observed_region	Heliosphere.Heliosheath
029	observed_region	Heliosphere.Inner
030	observed_region	Heliosphere.NearEarth
031	observed_region	Heliosphere.Outer
032	observed_region	Heliosphere.Remote1AU
033	observed_region	Interstellar
034	observed_region	Jupiter
035	observed_region	Jupiter.Magnetosphere
036	observed_region	Jupiter.Magnetosphere.Magnetotail
037	observed_region	Jupiter.Magnetosphere.Main
038	observed_region	Jupiter.Magnetosphere.Polar
039	observed_region	Jupiter.Magnetosphere.RadiationBelt
040	observed_region	Mars
041	observed_region	Mars.Magnetosphere
042	observed_region	Mars.Magnetosphere.Magnetotail
043	observed_region	Mars.Magnetosphere.Main
044	observed_region	Mars.Magnetosphere.Polar
045	observed_region	Mars.Magnetosphere.RadiationBelt
046	observed_region	Mercury
047	observed_region	Mercury.Magnetosphere
048	observed_region	Mercury.Magnetosphere.Magnetotail
049	observed_region	Mercury.Magnetosphere.Main
050	observed_region	Mercury.Magnetosphere.Polar
051	observed_region	Mercury.Magnetosphere.RadiationBelt
052	observed_region	Neptune
053	observed_region	Neptune.Magnetosphere
054	observed_region	Neptune.Magnetosphere.Magnetotail
055	observed_region	Neptune.Magnetosphere.Main
056	observed_region	Neptune.Magnetosphere.Polar
057	observed_region	Neptune.Magnetosphere.RadiationBelt
058	observed_region	Pluto
059	observed_region	Saturn
060	observed_region	Saturn.Magnetosphere
061	observed_region	Saturn.Magnetosphere.Magnetotail
062	observed_region	Saturn.Magnetosphere.Main
063	observed_region	Saturn.Magnetosphere.Polar
064	observed_region	Saturn.Magnetosphere.RadiationBelt
065	observed_region	Sun
066	observed_region	Sun.Chromosphere
067	observed_region	Sun.Corona
068	observed_region	Sun.Interior
069	observed_region	Sun.Photosphere
070	observed_region	Sun.TransitionRegion
071	observed_region	Uranus
072	observed_region	Uranus.Magnetosphere
073	observed_region	Uranus.Magnetosphere.Magnetotail
074	observed_region	Uranus.Magnetosphere.Main
075	observed_region	Uranus.Magnetosphere.Polar
076	observed_region	Uranus.Magnetosphere.RadiationBelt
077	observed_region	Venus
078	observed_region	Earth.Magnetosphere.Plasmasphere
079	observed_region	Earth.Magnetosphere.RingCurrent
080	observed_region	Earth.NearSurface.MidLatitudeRegion
		
		
		
		
		
000	particle_quantity	ArrivalDirection
001	particle_quantity	AtomicNumberDetected
002	particle_quantity	AverageChargeState
003	particle_quantity	ChargeState
004	particle_quantity	CountRate
005	particle_quantity	Counts
006	particle_quantity	Energy
007	particle_quantity	EnergyDensity
008	particle_quantity	EnergyFlux
009	particle_quantity	Entropy
010	particle_quantity	FlowSpeed
011	particle_quantity	FlowVelocity
012	particle_quantity	Fluence
013	particle_quantity	Gyrofrequency
014	particle_quantity	HeatFlux
015	particle_quantity	Mass
016	particle_quantity	MassDensity
017	particle_quantity	MassNumber
018	particle_quantity	NumberDensity
019	particle_quantity	NumberFlux
020	particle_quantity	ParticleRadius
021	particle_quantity	PhaseSpaceDensity
022	particle_quantity	PlasmaFrequency
023	particle_quantity	Pressure
024	particle_quantity	SonicMachNumber
025	particle_quantity	SoundSpeed
026	particle_quantity	Temperature
027	particle_quantity	ThermalSpeed
028	particle_quantity	Velocity
		
		
		
		
		
000	particle_type	Aerosol
001	particle_type	AlphaParticle
002	particle_type	Atom
003	particle_type	Dust
004	particle_type	Electron
005	particle_type	Ion
006	particle_type	Molecule
007	particle_type	Neutron
008	particle_type	Positron
009	particle_type	Proton
		
		
		
		
		
000	processing_level	Calibrated
001	processing_level	Raw
002	processing_level	Uncalibrated
		
		
		
		
		
000	qualifier	Anisotropy
001	qualifier	Array
002	qualifier	Average
003	qualifier	Characteristic
004	qualifier	Circular
005	qualifier	Column
006	qualifier	Component
007	qualifier	Component.I
008	qualifier	Component.J
009	qualifier	Component.K
010	qualifier	Confidence
011	qualifier	Core
012	qualifier	CrossSpectrum
013	qualifier	Deviation
014	qualifier	Differential
015	qualifier	Direction
016	qualifier	DirectionAngle
017	qualifier	DirectionAngle.AzimuthAngle
018	qualifier	DirectionAngle.ElevationAngle
019	qualifier	DirectionAngle.PolarAngle
020	qualifier	Directional
021	qualifier	FieldAligned
022	qualifier	Fit
023	qualifier	Group
024	qualifier	Halo
025	qualifier	Integral
026	qualifier	Integral.Area
027	qualifier	Integral.Bandwidth
028	qualifier	Integral.SolidAngle
029	qualifier	LineOfSight
030	qualifier	Linear
031	qualifier	Magnitude
032	qualifier	Maximum
033	qualifier	Median
034	qualifier	Minimum
035	qualifier	Moment
036	qualifier	Parallel
037	qualifier	Peak
038	qualifier	Perpendicular
039	qualifier	Perturbation
040	qualifier	Phase
041	qualifier	PhaseAngle
042	qualifier	Projection
043	qualifier	Projection.IJ
044	qualifier	Projection.IK
045	qualifier	Projection.JK
046	qualifier	Pseudo
047	qualifier	Ratio
048	qualifier	Scalar
049	qualifier	Spectral
050	qualifier	StandardDeviation
051	qualifier	StokesParameters
052	qualifier	Strahl
053	qualifier	Superhalo
054	qualifier	Symmetric
055	qualifier	Tensor
056	qualifier	Total
057	qualifier	Trace
058	qualifier	Uncertainty
059	qualifier	Variance
060	qualifier	Vector
		
		
		
		
		
000	rendering_axis	ColorBar
001	rendering_axis	Horizontal
002	rendering_axis	Vertical
		
		
		
		
		
000	role	ArchiveSpecialist
001	role	CoInvestigator
002	role	Contributor
003	role	DataProducer
004	role	DeputyPI
005	role	Developer
006	role	FormerPI
007	role	GeneralContact
008	role	HostContact
009	role	MetadataContact
010	role	PrincipalInvestigator
011	role	ProjectScientist
012	role	Publisher
013	role	Scientist
014	role	TeamLeader
015	role	TeamMember
016	role	TechnicalContact
017	role	User
018	role	ProjectEngineer
019	role	ProjectManager
		
		
		
		
		
000	scale_type	LinearScale
001	scale_type	LogScale
		
		
		
		
		
000	spectral_range	CaK
001	spectral_range	ExtremeUltraviolet
002	spectral_range	FarUltraviolet
003	spectral_range	GammaRays
004	spectral_range	Halpha
005	spectral_range	HardXRays
006	spectral_range	He10830
007	spectral_range	He304
008	spectral_range	Infrared
009	spectral_range	K7699
010	spectral_range	LBHBand
011	spectral_range	Microwave
012	spectral_range	NaD
013	spectral_range	Ni6768
014	spectral_range	Optical
015	spectral_range	RadioFrequency
016	spectral_range	SoftXRays
017	spectral_range	Ultraviolet
018	spectral_range	WhiteLight
019	spectral_range	XRays
		
		
		
		
		
000	style	File
001	style	HAPI
002	style	Listing
003	style	Overview
004	style	Search
005	style	Template
006	style	WebService
		
		
		
		
		
000	support_quantity	InstrumentMode
001	support_quantity	Other
002	support_quantity	Positional
003	support_quantity	Temporal
004	support_quantity	Velocity
		
		
		
		
		
000	wave_quantity	ACElectricField
001	wave_quantity	ACMagneticField
002	wave_quantity	Absorption
003	wave_quantity	Albedo
004	wave_quantity	DopplerFrequency
005	wave_quantity	Emissivity
006	wave_quantity	EnergyFlux
007	wave_quantity	EquivalentWidth
008	wave_quantity	Frequency
009	wave_quantity	Gyrofrequency
010	wave_quantity	Intensity
011	wave_quantity	LineDepth
012	wave_quantity	MagneticField
013	wave_quantity	ModeAmplitude
014	wave_quantity	PlasmaFrequency
015	wave_quantity	Polarization
016	wave_quantity	PoyntingFlux
017	wave_quantity	PropagationTime
018	wave_quantity	StokesParameters
019	wave_quantity	Velocity
020	wave_quantity	Wavelength
		
		
		
		
		
000	wave_type	Electromagnetic
001	wave_type	Electrostatic
002	wave_type	Hydrodynamic
003	wave_type	MHD
004	wave_type	Photon
005	wave_type	PlasmaWaves
		
		
		
		
		
