Astro	cdf_metadata_type	character_num	dimension	cdf_variable_type	OOOOO	data_product_name	parameter_key	units	units_conversion	name	description	measurement_type	parameter_keyword	type	quantity	qualifier	instrument_id_000	instrument_id_001	coordinate_system_name	coordinate_representation	element__name_0	element__name_1	element__name_2	element__name_3
Astro	CDF_TT2000	1	0:[]	T/	OOOOO	solo_l2_epd-het-south-rates	EPOCH_2	nanoseconds		Epoch 2	Nanoseconds since J2000		support_data											
Astro	CDF_UINT4	1	0:[]	T/	OOOOO	solo_l2_epd-het-south-rates	DELTA_EPOCH_2	s		Delta epoch	Accumulation period in seconds		support_data											
Astro	CDF_TT2000	1	0:[]	T/	OOOOO	solo_l2_epd-het-south-rates	EPOCH_3	nanoseconds		Epoch 3	Nanoseconds since J2000		support_data											
Astro	CDF_UINT4	1	0:[]	T/	OOOOO	solo_l2_epd-het-south-rates	DELTA_EPOCH_3	s		Delta epoch	Accumulation period in seconds		support_data											
Astro	CDF_TT2000	1	0:[]	T/	OOOOO	solo_l2_epd-het-south-rates	EPOCH_4	nanoseconds		Epoch 4	Nanoseconds since J2000		support_data											
Astro	CDF_UINT4	1	0:[]	T/	OOOOO	solo_l2_epd-het-south-rates	DELTA_EPOCH_4	s		Delta epoch	Accumulation period in seconds		support_data											
Astro	CDF_REAL4	1	1:[36]	T/T	OOOOO	solo_l2_epd-het-south-rates	H_Flux	particles / (s cm^2 sr MeV)	6.2415e16&gt;particles/(s m^2 sr J)	H Flux	Hydrogen flux		data											
Astro	CDF_REAL4	1	1:[36]	T/T	OOOOO	solo_l2_epd-het-south-rates	H_Uncertainty	particles / (s cm^2 sr MeV)	6.2415e16&gt;particles/(s m^2 sr J)	H Flux Uncertainty	Uncertainty in hydrogen flux		support_data											
Astro	CDF_REAL4	1	1:[36]	T/T	OOOOO	solo_l2_epd-het-south-rates	H_Rate	counts / s		H Count Rate	Hydrogen count rate		support_data											
Astro	CDF_REAL4	1	1:[36]	F/T	OOOOO	solo_l2_epd-het-south-rates	H_Bins_Low_Energy	MeV	1.602e-13&gt;J	H Bins Low Energy	Lowest energy of each bin for hydrogen flux		support_data											
Astro	CDF_REAL4	1	1:[36]	F/T	OOOOO	solo_l2_epd-het-south-rates	H_Bins_Width	MeV	1.602e-13&gt;J	H Bins Width	Width of each energy bin for hydrogen flux		support_data											
Astro	CDF_CHAR	25	1:[36]	F/T	OOOOO	solo_l2_epd-het-south-rates	H_Bins_Text			H Bins Text	Text description of each energy bin for hydrogen flux		metadata											
Astro	CDF_REAL4	1	1:[4]	T/T	OOOOO	solo_l2_epd-het-south-rates	H_HCad_Flux	particles / (s cm^2 sr MeV)	6.2415e16&gt;particles/(s m^2 sr J)	H High Cadence Flux	High Cadence hydrogen flux		data											
Astro	CDF_REAL4	1	1:[4]	T/T	OOOOO	solo_l2_epd-het-south-rates	H_HCad_Uncertainty	particles / (s cm^2 sr MeV)	6.2415e16&gt;particles/(s m^2 sr J)	H HCad Flux Uncertainty	Uncertainty in high cadence hydrogen flux		support_data											
Astro	CDF_REAL4	1	1:[4]	T/T	OOOOO	solo_l2_epd-het-south-rates	H_HCad_Rate	counts / s		H High Cadence Count Rate	High cadence hydrogen count rate		support_data											
Astro	CDF_REAL4	1	1:[4]	F/T	OOOOO	solo_l2_epd-het-south-rates	H_HCad_Bins_Low_Energy	MeV	1.602e-13&gt;J	H HCad Bins Low Energy	Lowest energy of each bin for high cadence hydrogen flux		support_data											
Astro	CDF_REAL4	1	1:[4]	F/T	OOOOO	solo_l2_epd-het-south-rates	H_HCad_Bins_Width	MeV	1.602e-13&gt;J	H HCad Bins Width	Width of each energy bin for high cadence hydrogen flux		support_data											
Astro	CDF_CHAR	25	1:[4]	F/T	OOOOO	solo_l2_epd-het-south-rates	H_HCad_Bins_Text			H HCad Bins Text	Text description of each energy bin for high cadence hydrogen flux		metadata											
Astro	CDF_REAL4	1	1:[4]	T/T	OOOOO	solo_l2_epd-het-south-rates	Electron_Flux	particles / (s cm^2 sr MeV)	6.2415e16&gt;particles/(s m^2 sr J)	Electron Flux	Electron flux		data											
Astro	CDF_REAL4	1	1:[4]	T/T	OOOOO	solo_l2_epd-het-south-rates	Electron_Uncertainty	particles / (s cm^2 sr MeV)	6.2415e16&gt;particles/(s m^2 sr J)	Electron Flux Uncertainty	Uncertainty in electron flux		support_data											
Astro	CDF_REAL4	1	1:[4]	T/T	OOOOO	solo_l2_epd-het-south-rates	Electron_Rate	counts / s		Electron Count Rate	Electron count rate		support_data											
Astro	CDF_REAL4	1	1:[4]	F/T	OOOOO	solo_l2_epd-het-south-rates	Electron_Bins_Low_Energy	MeV	1.602e-13&gt;J	Electron Bins Low Energy	Lowest energy of each bin for electron flux		support_data											
Astro	CDF_REAL4	1	1:[4]	F/T	OOOOO	solo_l2_epd-het-south-rates	Electron_Bins_Width	MeV	1.602e-13&gt;J	Electron Bins Width	Width of each energy bin for electron flux		support_data											
Astro	CDF_CHAR	25	1:[4]	F/T	OOOOO	solo_l2_epd-het-south-rates	Electron_Bins_Text			Electron Bins Text	Text description of each energy bin for electron flux		metadata											
Astro	CDF_REAL4	1	0:[]	T/	OOOOO	solo_l2_epd-het-south-rates	Elec_HE_Flux	particles / (s cm^2 sr MeV)	6.2415e16&gt;particles/(s m^2 sr J)	Electron High Energy Flux	Electron flux in 38 - 96 MeV energy range		data											
Astro	CDF_REAL4	1	0:[]	T/	OOOOO	solo_l2_epd-het-south-rates	Elec_HE_Uncertainty	particles / (s cm^2 sr MeV)	6.2415e16&gt;particles/(s m^2 sr J)	Electron HE Flux Uncertainty	Uncertainty in high energy electron flux		support_data											
Astro	CDF_REAL4	1	0:[]	T/	OOOOO	solo_l2_epd-het-south-rates	Elec_HE_Rate	counts / s		Electron HE Count Rate	High energy electron count rate		support_data											
Astro	CDF_REAL4	1	1:[9]	T/T	OOOOO	solo_l2_epd-het-south-rates	He3_Flux	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	He3 Flux	Helium-3 flux		data											
Astro	CDF_REAL4	1	1:[9]	T/T	OOOOO	solo_l2_epd-het-south-rates	He3_Uncertainty	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	He3 Flux Uncertainty	Uncertainty in helium-3 flux		support_data											
Astro	CDF_REAL4	1	1:[9]	T/T	OOOOO	solo_l2_epd-het-south-rates	He3_Rate	counts / s		He3 Count Rate	Helium-3 count rate		support_data											
Astro	CDF_REAL4	1	1:[9]	F/T	OOOOO	solo_l2_epd-het-south-rates	He3_Bins_Low_Energy	MeV/n	1.602e-13&gt;J	He3 Bins Low Energy	Lowest energy of each bin for helium-3 flux		support_data											
Astro	CDF_REAL4	1	1:[9]	F/T	OOOOO	solo_l2_epd-het-south-rates	He3_Bins_Width	MeV/n	1.602e-13&gt;J	He3 Bins Width	Width of each energy bin for helium-3 flux		support_data											
Astro	CDF_CHAR	25	1:[9]	F/T	OOOOO	solo_l2_epd-het-south-rates	He3_Bins_Text			He3 Bins Text	Text description of each energy bin for helium-3 flux		metadata											
Astro	CDF_REAL4	1	1:[15]	T/T	OOOOO	solo_l2_epd-het-south-rates	He4_Flux	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	He4 Flux	Helium-4 flux		data											
Astro	CDF_REAL4	1	1:[15]	T/T	OOOOO	solo_l2_epd-het-south-rates	He4_Uncertainty	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	He4 Flux Uncertainty	Uncertainty in helium-4 flux		support_data											
Astro	CDF_REAL4	1	1:[15]	T/T	OOOOO	solo_l2_epd-het-south-rates	He4_Rate	counts / s		He4 Count Rate	Helium-4 count rate		support_data											
Astro	CDF_REAL4	1	1:[15]	F/T	OOOOO	solo_l2_epd-het-south-rates	He4_Bins_Low_Energy	MeV/n	1.602e-13&gt;J	He4 Bins Low Energy	Lowest energy of each bin for helium-4 flux		support_data											
Astro	CDF_REAL4	1	1:[15]	F/T	OOOOO	solo_l2_epd-het-south-rates	He4_Bins_Width	MeV/n	1.602e-13&gt;J	He4 Bins Width	Width of each energy bin for helium-4 flux		support_data											
Astro	CDF_CHAR	25	1:[15]	F/T	OOOOO	solo_l2_epd-het-south-rates	He4_Bins_Text			He4 Bins Text	Text description of each energy bin for helium-4 flux		metadata											
Astro	CDF_REAL4	1	1:[17]	T/T	OOOOO	solo_l2_epd-het-south-rates	C_Flux	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	C Flux	Carbon flux		data											
Astro	CDF_REAL4	1	1:[17]	T/T	OOOOO	solo_l2_epd-het-south-rates	C_Uncertainty	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	C Flux Uncertainty	Uncertainty in carbon flux		support_data											
Astro	CDF_REAL4	1	1:[17]	T/T	OOOOO	solo_l2_epd-het-south-rates	C_Rate	counts / s		C Count Rate	Carbon count rate		support_data											
Astro	CDF_REAL4	1	1:[17]	F/T	OOOOO	solo_l2_epd-het-south-rates	C_Bins_Low_Energy	MeV/n	1.602e-13&gt;J	C Bins Low Energy	Lowest energy of each bin for carbon flux		support_data											
Astro	CDF_REAL4	1	1:[17]	F/T	OOOOO	solo_l2_epd-het-south-rates	C_Bins_Width	MeV/n	1.602e-13&gt;J	C Bins Width	Width of each energy bin for carbon flux		support_data											
Astro	CDF_CHAR	25	1:[17]	F/T	OOOOO	solo_l2_epd-het-south-rates	C_Bins_Text			C Bins Text	Text description of each energy bin for carbon flux		metadata											
Astro	CDF_REAL4	1	1:[17]	T/T	OOOOO	solo_l2_epd-het-south-rates	N_Flux	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	N Flux	Nitrogen flux		data											
Astro	CDF_REAL4	1	1:[17]	T/T	OOOOO	solo_l2_epd-het-south-rates	N_Uncertainty	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	N Flux Uncertainty	Uncertainty in nitrogen flux		support_data											
Astro	CDF_REAL4	1	1:[17]	T/T	OOOOO	solo_l2_epd-het-south-rates	N_Rate	counts / s		N Count Rate	Nitrogen count rate		support_data											
Astro	CDF_REAL4	1	1:[17]	F/T	OOOOO	solo_l2_epd-het-south-rates	N_Bins_Low_Energy	MeV/n	1.602e-13&gt;J	N Bins Low Energy	Lowest energy of each bin for nitrogen flux		support_data											
Astro	CDF_REAL4	1	1:[17]	F/T	OOOOO	solo_l2_epd-het-south-rates	N_Bins_Width	MeV/n	1.602e-13&gt;J	N Bins Width	Width of each energy bin for nitrogen flux		support_data											
Astro	CDF_CHAR	25	1:[17]	F/T	OOOOO	solo_l2_epd-het-south-rates	N_Bins_Text			N Bins Text	Text description of each energy bin for nitrogen flux		metadata											
Astro	CDF_REAL4	1	1:[17]	T/T	OOOOO	solo_l2_epd-het-south-rates	O_Flux	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	O Flux	Oxygen flux		data											
Astro	CDF_REAL4	1	1:[17]	T/T	OOOOO	solo_l2_epd-het-south-rates	O_Uncertainty	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	O Flux Uncertainty	Uncertainty in oxygen flux		support_data											
Astro	CDF_REAL4	1	1:[17]	T/T	OOOOO	solo_l2_epd-het-south-rates	O_Rate	counts / s		O Count Rate	Oxygen count rate		support_data											
Astro	CDF_REAL4	1	1:[17]	F/T	OOOOO	solo_l2_epd-het-south-rates	O_Bins_Low_Energy	MeV/n	1.602e-13&gt;J	O Bins Low Energy	Lowest energy of each bin for oxygen flux		support_data											
Astro	CDF_REAL4	1	1:[17]	F/T	OOOOO	solo_l2_epd-het-south-rates	O_Bins_Width	MeV/n	1.602e-13&gt;J	O Bins Width	Width of each energy bin for oxygen flux		support_data											
Astro	CDF_CHAR	25	1:[17]	F/T	OOOOO	solo_l2_epd-het-south-rates	O_Bins_Text			O Bins Text	Text description of each energy bin for oxygen flux		metadata											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-het-south-rates	Fe_Flux	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	Fe Flux	Iron flux		data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-het-south-rates	Fe_Uncertainty	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	Fe Flux Uncertainty	Uncertainty in iron flux		support_data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-het-south-rates	Fe_Rate	counts / s		Fe Count Rate	Iron count rate		support_data											
Astro	CDF_REAL4	1	1:[16]	F/T	OOOOO	solo_l2_epd-het-south-rates	Fe_Bins_Low_Energy	MeV/n	1.602e-13&gt;J	Fe Bins Low Energy	Lowest energy of each bin for iron flux		support_data											
Astro	CDF_REAL4	1	1:[16]	F/T	OOOOO	solo_l2_epd-het-south-rates	Fe_Bins_Width	MeV/n	1.602e-13&gt;J	Fe Bins Width	Width of each energy bin for iron flux		support_data											
Astro	CDF_CHAR	25	1:[16]	F/T	OOOOO	solo_l2_epd-het-south-rates	Fe_Bins_Text			Fe Bins Text	Text description of each energy bin for iron flux		metadata											
Astro	CDF_TT2000	1	0:[]	T/	OOOOO	solo_l2_epd-het-south-rates	EPOCH_5	nanoseconds		Epoch 5	Nanoseconds since J2000		support_data											
Astro	CDF_TT2000	1	0:[]	T/	OOOOO	solo_l2_epd-het-south-rates	EPOCH_6	nanoseconds		Epoch 6	Nanoseconds since J2000		support_data											
Astro	CDF_REAL4	1	1:[3]	T/T	OOOOO	solo_l2_epd-het-south-rates	RTN			Flow direction RTN	Particle flow direction (unit vector) in RTN coordinates		support_data											
Astro	CDF_REAL4	1	1:[3]	F/T	OOOOO	solo_l2_epd-het-south-rates	XYZ			Flow direction XYZ	Particle flow direction (unit vector) in spacecraft XYZ coordinates		support_data											
Astro	CDF_REAL4	1	0:[]	T/	OOOOO	solo_l2_epd-het-south-rates	HCI_R	ua	1.495978E11&gt;m	S/C Radial Distance	Spacecraft radial distance from the Sun		support_data											
Astro	CDF_REAL4	1	0:[]	T/	OOOOO	solo_l2_epd-het-south-rates	HCI_Lat	&#176;		S/C Latitude	Spacecraft heliocentric latitude (HCI)		support_data											
Astro	CDF_REAL4	1	0:[]	T/	OOOOO	solo_l2_epd-het-south-rates	HCI_Lon	&#176;		S/C Longitude	Spacecraft heliocentric longitude (HCI)		support_data											
Astro	CDF_UINT1	1	0:[]	T/	OOOOO	solo_l2_epd-het-south-rates	QUALITY_FLAG			Quality flag	Data quality flag		support_data											
Astro	CDF_UINT2	1	0:[]	T/	OOOOO	solo_l2_epd-het-south-rates	QUALITY_BITMASK			Quality bitmask	Computer readable quality parameter		support_data											
Astro	CDF_UINT1	1	0:[]	T/	OOOOO	solo_l2_epd-het-south-rates	QUALITY_FLAG_1			Quality flag 1	Data quality flag		support_data											
Astro	CDF_UINT2	1	0:[]	T/	OOOOO	solo_l2_epd-het-south-rates	QUALITY_BITMASK_1			Quality bitmask 1	Computer readable quality parameter		support_data											
Astro	CDF_UINT1	1	0:[]	T/	OOOOO	solo_l2_epd-het-south-rates	QUALITY_FLAG_2			Quality flag 2	Data quality flag		support_data											
Astro	CDF_UINT2	1	0:[]	T/	OOOOO	solo_l2_epd-het-south-rates	QUALITY_BITMASK_2			Quality bitmask 2	Computer readable quality parameter		support_data											
Astro	CDF_UINT1	1	0:[]	T/	OOOOO	solo_l2_epd-het-south-rates	QUALITY_FLAG_3			Quality flag 3	Data quality flag		support_data											
Astro	CDF_UINT2	1	0:[]	T/	OOOOO	solo_l2_epd-het-south-rates	QUALITY_BITMASK_3			Quality bitmask 3	Computer readable quality parameter		support_data											
Astro	CDF_UINT1	1	0:[]	T/	OOOOO	solo_l2_epd-het-south-rates	QUALITY_FLAG_4			Quality flag 4	Data quality flag		support_data											
Astro	CDF_UINT2	1	0:[]	T/	OOOOO	solo_l2_epd-het-south-rates	QUALITY_BITMASK_4			Quality bitmask 4	Computer readable quality parameter		support_data											
Astro	CDF_CHAR	1	1:[3]	F/T	OOOOO	solo_l2_epd-het-south-rates	RTN_Labels			RTN Labels	Labels for vector components in RTN coordinates		metadata											
Astro	CDF_CHAR	1	1:[3]	F/T	OOOOO	solo_l2_epd-het-south-rates	XYZ_Labels			Spacecraft XYZ Labels	Labels for vector components in spacecraft XYZ coordinates		metadata											
Astro	cdf_metadata_type	character_num	dimension	cdf_variable_type	OOOOO	data_product_name	parameter_key	units	units_conversion	name	description	measurement_type	parameter_keyword	type	quantity	qualifier	instrument_id_000	instrument_id_001	coordinate_system_name	coordinate_representation	element__name_0	element__name_1	element__name_2	element__name_3
Astro	CDF_TT2000	1	0:[]	T/	OOOOO	solo_l2_epd-het-sun-burst	EPOCH	nanoseconds		Epoch	Nanoseconds since J2000		support_data											
Astro	CDF_UINT4	1	0:[]	T/	OOOOO	solo_l2_epd-het-sun-burst	DELTA_EPOCH	s		Delta epoch	Accumulation period in seconds		support_data											
Astro	CDF_TT2000	1	0:[]	T/	OOOOO	solo_l2_epd-het-sun-burst	EPOCH_1	nanoseconds		Epoch 1	Nanoseconds since J2000		support_data											
Astro	CDF_UINT4	1	0:[]	T/	OOOOO	solo_l2_epd-het-sun-burst	DELTA_EPOCH_1	s		Delta epoch	Accumulation period in seconds		support_data											
Astro	CDF_REAL4	1	1:[68]	T/T	OOOOO	solo_l2_epd-het-sun-burst	H_Flux	particles / (s cm^2 sr MeV)	6.2415e16&gt;particles/(s m^2 sr J)	H Flux	Hydrogen flux		data											
Astro	CDF_REAL4	1	1:[68]	T/T	OOOOO	solo_l2_epd-het-sun-burst	H_Uncertainty	particles / (s cm^2 sr MeV)	6.2415e16&gt;particles/(s m^2 sr J)	H Flux Uncertainty	Uncertainty in hydrogen flux		support_data											
Astro	CDF_REAL4	1	1:[68]	T/T	OOOOO	solo_l2_epd-het-sun-burst	H_Rate	counts / s		H Count Rate	Hydrogen count rate		support_data											
Astro	CDF_REAL4	1	1:[68]	F/T	OOOOO	solo_l2_epd-het-sun-burst	H_Bins_Low_Energy	MeV	1.602e-13&gt;J	H Bins Low Energy	Lowest energy of each bin for hydrogen flux		support_data											
Astro	CDF_REAL4	1	1:[68]	F/T	OOOOO	solo_l2_epd-het-sun-burst	H_Bins_Width	MeV	1.602e-13&gt;J	H Bins Width	Width of each energy bin for hydrogen flux		support_data											
Astro	CDF_CHAR	25	1:[68]	F/T	OOOOO	solo_l2_epd-het-sun-burst	H_Bins_Text			H Bins Text	Text description of each energy bin for hydrogen flux		metadata											
Astro	CDF_REAL4	1	1:[4]	T/T	OOOOO	solo_l2_epd-het-sun-burst	Electron_Flux	particles / (s cm^2 sr MeV)	6.2415e16&gt;particles/(s m^2 sr J)	Electron Flux	Electron flux		data											
Astro	CDF_REAL4	1	1:[4]	T/T	OOOOO	solo_l2_epd-het-sun-burst	Electron_Uncertainty	particles / (s cm^2 sr MeV)	6.2415e16&gt;particles/(s m^2 sr J)	Electron Flux Uncertainty	Uncertainty in electron flux		support_data											
Astro	CDF_REAL4	1	1:[4]	T/T	OOOOO	solo_l2_epd-het-sun-burst	Electron_Rate	counts / s		Electron Count Rate	Electron count rate		support_data											
Astro	CDF_REAL4	1	1:[4]	F/T	OOOOO	solo_l2_epd-het-sun-burst	Electron_Bins_Low_Energy	MeV	1.602e-13&gt;J	Electron Bins Low Energy	Lowest energy of each bin for electron flux		support_data											
Astro	CDF_REAL4	1	1:[4]	F/T	OOOOO	solo_l2_epd-het-sun-burst	Electron_Bins_Width	MeV	1.602e-13&gt;J	Electron Bins Width	Width of each energy bin for electron flux		support_data											
Astro	CDF_CHAR	25	1:[4]	F/T	OOOOO	solo_l2_epd-het-sun-burst	Electron_Bins_Text			Electron Bins Text	Text description of each energy bin for electron flux		metadata											
Astro	CDF_REAL4	1	1:[9]	T/T	OOOOO	solo_l2_epd-het-sun-burst	He3_Flux	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	He3 Flux	Helium-3 flux		data											
Astro	CDF_REAL4	1	1:[9]	T/T	OOOOO	solo_l2_epd-het-sun-burst	He3_Uncertainty	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	He3 Flux Uncertainty	Uncertainty in helium-3 flux		support_data											
Astro	CDF_REAL4	1	1:[9]	T/T	OOOOO	solo_l2_epd-het-sun-burst	He3_Rate	counts / s		He3 Count Rate	Helium-3 count rate		support_data											
Astro	CDF_REAL4	1	1:[9]	F/T	OOOOO	solo_l2_epd-het-sun-burst	He3_Bins_Low_Energy	MeV/n	1.602e-13&gt;J	He3 Bins Low Energy	Lowest energy of each bin for helium-3 flux		support_data											
Astro	CDF_REAL4	1	1:[9]	F/T	OOOOO	solo_l2_epd-het-sun-burst	He3_Bins_Width	MeV/n	1.602e-13&gt;J	He3 Bins Width	Width of each energy bin for helium-3 flux		support_data											
Astro	CDF_CHAR	25	1:[9]	F/T	OOOOO	solo_l2_epd-het-sun-burst	He3_Bins_Text			He3 Bins Text	Text description of each energy bin for helium-3 flux		metadata											
Astro	CDF_REAL4	1	1:[17]	T/T	OOOOO	solo_l2_epd-het-sun-burst	He4_Flux	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	He4 Flux	Helium-4 flux		data											
Astro	CDF_REAL4	1	1:[17]	T/T	OOOOO	solo_l2_epd-het-sun-burst	He4_Uncertainty	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	He4 Flux Uncertainty	Uncertainty in helium-4 flux		support_data											
Astro	CDF_REAL4	1	1:[17]	T/T	OOOOO	solo_l2_epd-het-sun-burst	He4_Rate	counts / s		He4 Count Rate	Helium-4 count rate		support_data											
Astro	CDF_REAL4	1	1:[17]	F/T	OOOOO	solo_l2_epd-het-sun-burst	He4_Bins_Low_Energy	MeV/n	1.602e-13&gt;J	He4 Bins Low Energy	Lowest energy of each bin for helium-4 flux		support_data											
Astro	CDF_REAL4	1	1:[17]	F/T	OOOOO	solo_l2_epd-het-sun-burst	He4_Bins_Width	MeV/n	1.602e-13&gt;J	He4 Bins Width	Width of each energy bin for helium-4 flux		support_data											
Astro	CDF_CHAR	25	1:[17]	F/T	OOOOO	solo_l2_epd-het-sun-burst	He4_Bins_Text			He4 Bins Text	Text description of each energy bin for helium-4 flux		metadata											
Astro	CDF_UINT1	1	0:[]	T/	OOOOO	solo_l2_epd-het-sun-burst	QUALITY_FLAG			Quality flag	Data quality flag		support_data											
Astro	CDF_UINT2	1	0:[]	T/	OOOOO	solo_l2_epd-het-sun-burst	QUALITY_BITMASK			Quality bitmask	Computer readable quality parameter		support_data											
Astro	CDF_UINT1	1	0:[]	T/	OOOOO	solo_l2_epd-het-sun-burst	QUALITY_FLAG_1			Quality flag 1	Data quality flag		support_data											
Astro	CDF_UINT2	1	0:[]	T/	OOOOO	solo_l2_epd-het-sun-burst	QUALITY_BITMASK_1			Quality bitmask 1	Computer readable quality parameter		support_data											
Astro	cdf_metadata_type	character_num	dimension	cdf_variable_type	OOOOO	data_product_name	parameter_key	units	units_conversion	name	description	measurement_type	parameter_keyword	type	quantity	qualifier	instrument_id_000	instrument_id_001	coordinate_system_name	coordinate_representation	element__name_0	element__name_1	element__name_2	element__name_3
Astro	CDF_TT2000	1	0:[]	T/	OOOOO	solo_l2_epd-het-sun-rates	EPOCH	nanoseconds		Epoch	Nanoseconds since J2000		support_data											
Astro	CDF_UINT4	1	0:[]	T/	OOOOO	solo_l2_epd-het-sun-rates	DELTA_EPOCH	s		Delta epoch	Accumulation period in seconds		support_data											
Astro	CDF_TT2000	1	0:[]	T/	OOOOO	solo_l2_epd-het-sun-rates	EPOCH_1	nanoseconds		Epoch 1	Nanoseconds since J2000		support_data											
Astro	CDF_UINT4	1	0:[]	T/	OOOOO	solo_l2_epd-het-sun-rates	DELTA_EPOCH_1	s		Delta epoch	Accumulation period in seconds		support_data											
Astro	CDF_TT2000	1	0:[]	T/	OOOOO	solo_l2_epd-het-sun-rates	EPOCH_2	nanoseconds		Epoch 2	Nanoseconds since J2000		support_data											
Astro	CDF_UINT4	1	0:[]	T/	OOOOO	solo_l2_epd-het-sun-rates	DELTA_EPOCH_2	s		Delta epoch	Accumulation period in seconds		support_data											
Astro	CDF_TT2000	1	0:[]	T/	OOOOO	solo_l2_epd-het-sun-rates	EPOCH_3	nanoseconds		Epoch 3	Nanoseconds since J2000		support_data											
Astro	CDF_UINT4	1	0:[]	T/	OOOOO	solo_l2_epd-het-sun-rates	DELTA_EPOCH_3	s		Delta epoch	Accumulation period in seconds		support_data											
Astro	CDF_TT2000	1	0:[]	T/	OOOOO	solo_l2_epd-het-sun-rates	EPOCH_4	nanoseconds		Epoch 4	Nanoseconds since J2000		support_data											
Astro	CDF_UINT4	1	0:[]	T/	OOOOO	solo_l2_epd-het-sun-rates	DELTA_EPOCH_4	s		Delta epoch	Accumulation period in seconds		support_data											
Astro	CDF_REAL4	1	1:[36]	T/T	OOOOO	solo_l2_epd-het-sun-rates	H_Flux	particles / (s cm^2 sr MeV)	6.2415e16&gt;particles/(s m^2 sr J)	H Flux	Hydrogen flux		data											
Astro	CDF_REAL4	1	1:[36]	T/T	OOOOO	solo_l2_epd-het-sun-rates	H_Uncertainty	particles / (s cm^2 sr MeV)	6.2415e16&gt;particles/(s m^2 sr J)	H Flux Uncertainty	Uncertainty in hydrogen flux		support_data											
Astro	CDF_REAL4	1	1:[36]	T/T	OOOOO	solo_l2_epd-het-sun-rates	H_Rate	counts / s		H Count Rate	Hydrogen count rate		support_data											
Astro	CDF_REAL4	1	1:[36]	F/T	OOOOO	solo_l2_epd-het-sun-rates	H_Bins_Low_Energy	MeV	1.602e-13&gt;J	H Bins Low Energy	Lowest energy of each bin for hydrogen flux		support_data											
Astro	CDF_REAL4	1	1:[36]	F/T	OOOOO	solo_l2_epd-het-sun-rates	H_Bins_Width	MeV	1.602e-13&gt;J	H Bins Width	Width of each energy bin for hydrogen flux		support_data											
Astro	CDF_CHAR	25	1:[36]	F/T	OOOOO	solo_l2_epd-het-sun-rates	H_Bins_Text			H Bins Text	Text description of each energy bin for hydrogen flux		metadata											
Astro	CDF_REAL4	1	1:[4]	T/T	OOOOO	solo_l2_epd-het-sun-rates	H_HCad_Flux	particles / (s cm^2 sr MeV)	6.2415e16&gt;particles/(s m^2 sr J)	H High Cadence Flux	High Cadence hydrogen flux		data											
Astro	CDF_REAL4	1	1:[4]	T/T	OOOOO	solo_l2_epd-het-sun-rates	H_HCad_Uncertainty	particles / (s cm^2 sr MeV)	6.2415e16&gt;particles/(s m^2 sr J)	H HCad Flux Uncertainty	Uncertainty in high cadence hydrogen flux		support_data											
Astro	CDF_REAL4	1	1:[4]	T/T	OOOOO	solo_l2_epd-het-sun-rates	H_HCad_Rate	counts / s		H High Cadence Count Rate	High cadence hydrogen count rate		support_data											
Astro	CDF_REAL4	1	1:[4]	F/T	OOOOO	solo_l2_epd-het-sun-rates	H_HCad_Bins_Low_Energy	MeV	1.602e-13&gt;J	H HCad Bins Low Energy	Lowest energy of each bin for high cadence hydrogen flux		support_data											
Astro	CDF_REAL4	1	1:[4]	F/T	OOOOO	solo_l2_epd-het-sun-rates	H_HCad_Bins_Width	MeV	1.602e-13&gt;J	H HCad Bins Width	Width of each energy bin for high cadence hydrogen flux		support_data											
Astro	CDF_CHAR	25	1:[4]	F/T	OOOOO	solo_l2_epd-het-sun-rates	H_HCad_Bins_Text			H HCad Bins Text	Text description of each energy bin for high cadence hydrogen flux		metadata											
