Astro	cdf_metadata_type	character_num	dimension	cdf_variable_type	OOOOO	data_product_name	parameter_key	units	units_conversion	name	description	measurement_type	parameter_keyword	type	quantity	qualifier	instrument_id_000	instrument_id_001	coordinate_system_name	coordinate_representation	element__name_0	element__name_1	element__name_2	element__name_3
Astro	CDF_TT2000	1	0:[]	T/	OOOOO	solo_l2_epd-sis-a-rates-slow	EPOCH	nanoseconds		Epoch	Nanoseconds since J2000		support_data											
Astro	CDF_UINT4	1	0:[]	T/	OOOOO	solo_l2_epd-sis-a-rates-slow	DELTA_EPOCH	s		Delta epoch	Accumulation period in seconds		support_data											
Astro	CDF_REAL4	1	1:[11]	T/T	OOOOO	solo_l2_epd-sis-a-rates-slow	H_Flux	particles / (s cm^2 sr MeV)	6.2415e16&gt;particles/(s m^2 sr J)	H Flux	Hydrogen flux		data											
Astro	CDF_REAL4	1	1:[11]	T/T	OOOOO	solo_l2_epd-sis-a-rates-slow	H_Uncertainty	particles / (s cm^2 sr MeV)	6.2415e16&gt;particles/(s m^2 sr J)	H Flux Uncertainty	Uncertainty in hydrogen flux		support_data											
Astro	CDF_REAL4	1	1:[11]	T/T	OOOOO	solo_l2_epd-sis-a-rates-slow	H_Rate	counts / s		H Count Rate	Hydrogen count rate		support_data											
Astro	CDF_REAL4	1	1:[12]	T/T	OOOOO	solo_l2_epd-sis-a-rates-slow	He3_Flux	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	He3 Flux	Helium-3 flux		data											
Astro	CDF_REAL4	1	1:[12]	T/T	OOOOO	solo_l2_epd-sis-a-rates-slow	He3_Uncertainty	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	He3 Flux Uncertainty	Uncertainty in helium-3 flux		support_data											
Astro	CDF_REAL4	1	1:[12]	T/T	OOOOO	solo_l2_epd-sis-a-rates-slow	He3_Rate	counts / s		He3 Count Rate	Helium-3 count rate		support_data											
Astro	CDF_REAL4	1	1:[13]	T/T	OOOOO	solo_l2_epd-sis-a-rates-slow	He4_Flux	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	He4 Flux	Helium-4 flux		data											
Astro	CDF_REAL4	1	1:[13]	T/T	OOOOO	solo_l2_epd-sis-a-rates-slow	He4_Uncertainty	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	He4 Flux Uncertainty	Uncertainty in helium-4 flux		support_data											
Astro	CDF_REAL4	1	1:[13]	T/T	OOOOO	solo_l2_epd-sis-a-rates-slow	He4_Rate	counts / s		He4 Count Rate	Helium-4 count rate		support_data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-sis-a-rates-slow	C_Flux	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	C Flux	Carbon flux		data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-sis-a-rates-slow	C_Uncertainty	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	C Flux Uncertainty	Uncertainty in carbon flux		support_data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-sis-a-rates-slow	C_Rate	counts / s		C Count Rate	Carbon count rate		support_data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-sis-a-rates-slow	N_Flux	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	N Flux	Nitrogen flux		data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-sis-a-rates-slow	N_Uncertainty	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	N Flux Uncertainty	Uncertainty in nitrogen flux		support_data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-sis-a-rates-slow	N_Rate	counts / s		N Count Rate	Nitrogen count rate		support_data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-sis-a-rates-slow	O_Flux	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	O Flux	Oxygen flux		data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-sis-a-rates-slow	O_Uncertainty	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	O Flux Uncertainty	Uncertainty in oxygen flux		support_data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-sis-a-rates-slow	O_Rate	counts / s		O Count Rate	Oxygen count rate		support_data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-sis-a-rates-slow	Ne_Flux	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	Ne Flux	Neon flux		data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-sis-a-rates-slow	Ne_Uncertainty	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	Ne Flux Uncertainty	Uncertainty in neon flux		support_data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-sis-a-rates-slow	Ne_Rate	counts / s		Ne Count Rate	Neon count rate		support_data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-sis-a-rates-slow	Mg_Flux	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	Mg Flux	Magnesium flux		data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-sis-a-rates-slow	Mg_Uncertainty	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	Mg Flux Uncertainty	Uncertainty in magnesium flux		support_data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-sis-a-rates-slow	Mg_Rate	counts / s		Mg Count Rate	Magnesium count rate		support_data											
Astro	CDF_REAL4	1	1:[17]	T/T	OOOOO	solo_l2_epd-sis-a-rates-slow	Si_Flux	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	Si Flux	Silicon flux		data											
Astro	CDF_REAL4	1	1:[17]	T/T	OOOOO	solo_l2_epd-sis-a-rates-slow	Si_Uncertainty	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	Si Flux Uncertainty	Uncertainty in silicon flux		support_data											
Astro	CDF_REAL4	1	1:[17]	T/T	OOOOO	solo_l2_epd-sis-a-rates-slow	Si_Rate	counts / s		Si Count Rate	Silicon count rate		support_data											
Astro	CDF_REAL4	1	1:[17]	T/T	OOOOO	solo_l2_epd-sis-a-rates-slow	S_Flux	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	S Flux	Sulfur flux		data											
Astro	CDF_REAL4	1	1:[17]	T/T	OOOOO	solo_l2_epd-sis-a-rates-slow	S_Uncertainty	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	S Flux Uncertainty	Uncertainty in sulfur flux		support_data											
Astro	CDF_REAL4	1	1:[17]	T/T	OOOOO	solo_l2_epd-sis-a-rates-slow	S_Rate	counts / s		S Count Rate	Sulfur count rate		support_data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-sis-a-rates-slow	Ca_Flux	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	Ca Flux	Calcium flux		data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-sis-a-rates-slow	Ca_Uncertainty	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	Ca Flux Uncertainty	Uncertainty in calcium flux		support_data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-sis-a-rates-slow	Ca_Rate	counts / s		Ca Count Rate	Calcium count rate		support_data											
Astro	CDF_REAL4	1	1:[15]	T/T	OOOOO	solo_l2_epd-sis-a-rates-slow	Fe_Flux	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	Fe Flux	Iron flux		data											
Astro	CDF_REAL4	1	1:[15]	T/T	OOOOO	solo_l2_epd-sis-a-rates-slow	Fe_Uncertainty	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	Fe Flux Uncertainty	Uncertainty in iron flux		support_data											
Astro	CDF_REAL4	1	1:[15]	T/T	OOOOO	solo_l2_epd-sis-a-rates-slow	Fe_Rate	counts / s		Fe Count Rate	Iron count rate		support_data											
Astro	CDF_REAL4	1	1:[11]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	H_Bins_Low_Energy	MeV/n	1.602e-13&gt;J	H Bins Low Energy	Lowest energy of each bin for hydrogen		support_data											
Astro	CDF_REAL4	1	1:[11]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	H_Bins_Width	MeV/n	1.602e-13&gt;J	H Bins Width	Width of each energy bin for hydrogen		support_data											
Astro	CDF_CHAR	25	1:[11]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	H_Bins_Text			H Bins Text	Text description of each energy bin for hydrogen		metadata											
Astro	CDF_REAL4	1	1:[12]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	He3_Bins_Low_Energy	MeV/n	1.602e-13&gt;J	He3 Bins Low Energy	Lowest energy of each bin for helium-3		support_data											
Astro	CDF_REAL4	1	1:[12]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	He3_Bins_Width	MeV/n	1.602e-13&gt;J	He3 Bins Width	Width of each energy bin for helium-3		support_data											
Astro	CDF_CHAR	25	1:[12]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	He3_Bins_Text			He3 Bins Text	Text description of each energy bin for helium-3		metadata											
Astro	CDF_REAL4	1	1:[13]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	He4_Bins_Low_Energy	MeV/n	1.602e-13&gt;J	He4 Bins Low Energy	Lowest energy of each bin for helium-4		support_data											
Astro	CDF_REAL4	1	1:[13]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	He4_Bins_Width	MeV/n	1.602e-13&gt;J	He4 Bins Width	Width of each energy bin for helium-4		support_data											
Astro	CDF_CHAR	25	1:[13]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	He4_Bins_Text			He4 Bins Text	Text description of each energy bin for helium-4		metadata											
Astro	CDF_REAL4	1	1:[16]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	C_Bins_Low_Energy	MeV/n	1.602e-13&gt;J	C Bins Low Energy	Lowest energy of each bin for carbon		support_data											
Astro	CDF_REAL4	1	1:[16]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	C_Bins_Width	MeV/n	1.602e-13&gt;J	C Bins Width	Width of each energy bin for carbon		support_data											
Astro	CDF_CHAR	25	1:[16]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	C_Bins_Text			C Bins Text	Text description of each energy bin for carbon		metadata											
Astro	CDF_REAL4	1	1:[16]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	N_Bins_Low_Energy	MeV/n	1.602e-13&gt;J	N Bins Low Energy	Lowest energy of each bin for nitrogen		support_data											
Astro	CDF_REAL4	1	1:[16]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	N_Bins_Width	MeV/n	1.602e-13&gt;J	N Bins Width	Width of each energy bin for nitrogen		support_data											
Astro	CDF_CHAR	25	1:[16]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	N_Bins_Text			N Bins Text	Text description of each energy bin for nitrogen		metadata											
Astro	CDF_REAL4	1	1:[16]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	O_Bins_Low_Energy	MeV/n	1.602e-13&gt;J	O Bins Low Energy	Lowest energy of each bin for oxygen		support_data											
Astro	CDF_REAL4	1	1:[16]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	O_Bins_Width	MeV/n	1.602e-13&gt;J	O Bins Width	Width of each energy bin for oxygen		support_data											
Astro	CDF_CHAR	25	1:[16]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	O_Bins_Text			O Bins Text	Text description of each energy bin for oxygen		metadata											
Astro	CDF_REAL4	1	1:[16]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	Ne_Bins_Low_Energy	MeV/n	1.602e-13&gt;J	Ne Bins Low Energy	Lowest energy of each bin for neon		support_data											
Astro	CDF_REAL4	1	1:[16]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	Ne_Bins_Width	MeV/n	1.602e-13&gt;J	Ne Bins Width	Width of each energy bin for neon		support_data											
Astro	CDF_CHAR	25	1:[16]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	Ne_Bins_Text			Ne Bins Text	Text description of each energy bin for neon		metadata											
Astro	CDF_REAL4	1	1:[16]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	Mg_Bins_Low_Energy	MeV/n	1.602e-13&gt;J	Mg Bins Low Energy	Lowest energy of each bin for magnesium		support_data											
Astro	CDF_REAL4	1	1:[16]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	Mg_Bins_Width	MeV/n	1.602e-13&gt;J	Mg Bins Width	Width of each energy bin for magnesium		support_data											
Astro	CDF_CHAR	25	1:[16]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	Mg_Bins_Text			Mg Bins Text	Text description of each energy bin for magnesium		metadata											
Astro	CDF_REAL4	1	1:[17]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	Si_Bins_Low_Energy	MeV/n	1.602e-13&gt;J	Si Bins Low Energy	Lowest energy of each bin for silicon		support_data											
Astro	CDF_REAL4	1	1:[17]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	Si_Bins_Width	MeV/n	1.602e-13&gt;J	Si Bins Width	Width of each energy bin for silicon		support_data											
Astro	CDF_CHAR	25	1:[17]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	Si_Bins_Text			Si Bins Text	Text description of each energy bin for silicon		metadata											
Astro	CDF_REAL4	1	1:[17]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	S_Bins_Low_Energy	MeV/n	1.602e-13&gt;J	S Bins Low Energy	Lowest energy of each bin for sulfur		support_data											
Astro	CDF_REAL4	1	1:[17]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	S_Bins_Width	MeV/n	1.602e-13&gt;J	S Bins Width	Width of each energy bin for sulfur		support_data											
Astro	CDF_CHAR	25	1:[17]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	S_Bins_Text			S Bins Text	Text description of each energy bin for sulfur		metadata											
Astro	CDF_REAL4	1	1:[16]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	Ca_Bins_Low_Energy	MeV/n	1.602e-13&gt;J	Ca Bins Low Energy	Lowest energy of each bin for calcium		support_data											
Astro	CDF_REAL4	1	1:[16]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	Ca_Bins_Width	MeV/n	1.602e-13&gt;J	Ca Bins Width	Width of each energy bin for calcium		support_data											
Astro	CDF_CHAR	25	1:[16]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	Ca_Bins_Text			Ca Bins Text	Text description of each energy bin for calcium		metadata											
Astro	CDF_REAL4	1	1:[15]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	Fe_Bins_Low_Energy	MeV/n	1.602e-13&gt;J	Fe Bins Low Energy	Lowest energy of each bin for iron		support_data											
Astro	CDF_REAL4	1	1:[15]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	Fe_Bins_Width	MeV/n	1.602e-13&gt;J	Fe Bins Width	Width of each energy bin for iron		support_data											
Astro	CDF_CHAR	25	1:[15]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	Fe_Bins_Text			Fe Bins Text	Text description of each energy bin for iron		metadata											
Astro	CDF_TT2000	1	0:[]	T/	OOOOO	solo_l2_epd-sis-a-rates-slow	EPOCH_1	nanoseconds		Epoch 1	Nanoseconds since J2000		support_data											
Astro	CDF_TT2000	1	0:[]	T/	OOOOO	solo_l2_epd-sis-a-rates-slow	EPOCH_2	nanoseconds		Epoch 2	Nanoseconds since J2000		support_data											
Astro	CDF_REAL4	1	1:[3]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	XYZ			Flow direction XYZ	Particle flow direction (unit vector) in spacecraft XYZ coordinates		support_data											
Astro	CDF_UINT1	1	0:[]	T/	OOOOO	solo_l2_epd-sis-a-rates-slow	QUALITY_FLAG			Quality flag	Data quality flag		support_data											
Astro	CDF_UINT2	1	0:[]	T/	OOOOO	solo_l2_epd-sis-a-rates-slow	QUALITY_BITMASK			Quality bitmask	Computer readable quality parameter		support_data											
Astro	CDF_CHAR	1	1:[3]	F/T	OOOOO	solo_l2_epd-sis-a-rates-slow	XYZ_Labels			Spacecraft XYZ Labels	Labels for vector components in spacecraft XYZ coordinates		metadata											
Astro	cdf_metadata_type	character_num	dimension	cdf_variable_type	OOOOO	data_product_name	parameter_key	units	units_conversion	name	description	measurement_type	parameter_keyword	type	quantity	qualifier	instrument_id_000	instrument_id_001	coordinate_system_name	coordinate_representation	element__name_0	element__name_1	element__name_2	element__name_3
Astro	CDF_TT2000	1	0:[]	T/	OOOOO	solo_l2_epd-sis-b-hehist	EPOCH	nanoseconds		Epoch	Nanoseconds since J2000		support_data											
Astro	CDF_UINT4	1	0:[]	T/	OOOOO	solo_l2_epd-sis-b-hehist	DELTA_EPOCH	s		Delta epoch	Accumulation period in seconds		support_data											
Astro	CDF_REAL4	1	1:[80]	T/T	OOOOO	solo_l2_epd-sis-b-hehist	He_Histogram			He Histogram	Helium mass histogram. Detected counts per mass bin for particles in the energy range 0.5 - 2 MeV/n.		data											
Astro	CDF_REAL4	1	1:[80]	F/T	OOOOO	solo_l2_epd-sis-b-hehist	Mass_Bins	u	1.66054e-27&gt;kg	Bins Mass	Lowest mass value for each bin		support_data											
Astro	CDF_REAL4	1	1:[80]	F/T	OOOOO	solo_l2_epd-sis-b-hehist	Mass_Bins_Width	u	1.66054e-27&gt;kg	Bins Width	Width of each mass bin		support_data											
Astro	CDF_REAL4	1	1:[3]	F/T	OOOOO	solo_l2_epd-sis-b-hehist	XYZ			Flow direction XYZ	Particle flow direction (unit vector) in spacecraft XYZ coordinates		support_data											
Astro	CDF_UINT1	1	0:[]	T/	OOOOO	solo_l2_epd-sis-b-hehist	QUALITY_FLAG			Quality flag	Data quality flag		support_data											
Astro	CDF_UINT2	1	0:[]	T/	OOOOO	solo_l2_epd-sis-b-hehist	QUALITY_BITMASK			Quality bitmask	Computer readable quality parameter		support_data											
Astro	CDF_CHAR	1	1:[3]	F/T	OOOOO	solo_l2_epd-sis-b-hehist	XYZ_Labels			Spacecraft XYZ Labels	Labels for vector components in spacecraft XYZ coordinates		metadata											
Astro	cdf_metadata_type	character_num	dimension	cdf_variable_type	OOOOO	data_product_name	parameter_key	units	units_conversion	name	description	measurement_type	parameter_keyword	type	quantity	qualifier	instrument_id_000	instrument_id_001	coordinate_system_name	coordinate_representation	element__name_0	element__name_1	element__name_2	element__name_3
Astro	CDF_TT2000	1	0:[]	T/	OOOOO	solo_l2_epd-sis-b-rates-fast	EPOCH	nanoseconds		Epoch	Nanoseconds since J2000		support_data											
Astro	CDF_UINT4	1	0:[]	T/	OOOOO	solo_l2_epd-sis-b-rates-fast	DELTA_EPOCH	s		Delta epoch	Accumulation period in seconds		support_data											
Astro	CDF_REAL4	1	1:[11]	T/T	OOOOO	solo_l2_epd-sis-b-rates-fast	H_Flux	particles / (s cm^2 sr MeV)	6.2415e16&gt;particles/(s m^2 sr J)	H Flux	Hydrogen flux		data											
Astro	CDF_REAL4	1	1:[11]	T/T	OOOOO	solo_l2_epd-sis-b-rates-fast	H_Uncertainty	particles / (s cm^2 sr MeV)	6.2415e16&gt;particles/(s m^2 sr J)	H Flux Uncertainty	Uncertainty in hydrogen flux		support_data											
Astro	CDF_REAL4	1	1:[11]	T/T	OOOOO	solo_l2_epd-sis-b-rates-fast	H_Rate	counts / s		H Count Rate	Hydrogen count rate		support_data											
Astro	CDF_REAL4	1	1:[12]	T/T	OOOOO	solo_l2_epd-sis-b-rates-fast	He3_Flux	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	He3 Flux	Helium-3 flux		data											
Astro	CDF_REAL4	1	1:[12]	T/T	OOOOO	solo_l2_epd-sis-b-rates-fast	He3_Uncertainty	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	He3 Flux Uncertainty	Uncertainty in helium-3 flux		support_data											
Astro	CDF_REAL4	1	1:[12]	T/T	OOOOO	solo_l2_epd-sis-b-rates-fast	He3_Rate	counts / s		He3 Count Rate	Helium-3 count rate		support_data											
Astro	CDF_REAL4	1	1:[13]	T/T	OOOOO	solo_l2_epd-sis-b-rates-fast	He4_Flux	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	He4 Flux	Helium-4 flux		data											
Astro	CDF_REAL4	1	1:[13]	T/T	OOOOO	solo_l2_epd-sis-b-rates-fast	He4_Uncertainty	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	He4 Flux Uncertainty	Uncertainty in helium-4 flux		support_data											
Astro	CDF_REAL4	1	1:[13]	T/T	OOOOO	solo_l2_epd-sis-b-rates-fast	He4_Rate	counts / s		He4 Count Rate	Helium-4 count rate		support_data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-sis-b-rates-fast	C_Flux	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	C Flux	Carbon flux		data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-sis-b-rates-fast	C_Uncertainty	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	C Flux Uncertainty	Uncertainty in carbon flux		support_data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-sis-b-rates-fast	C_Rate	counts / s		C Count Rate	Carbon count rate		support_data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-sis-b-rates-fast	N_Flux	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	N Flux	Nitrogen flux		data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-sis-b-rates-fast	N_Uncertainty	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	N Flux Uncertainty	Uncertainty in nitrogen flux		support_data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-sis-b-rates-fast	N_Rate	counts / s		N Count Rate	Nitrogen count rate		support_data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-sis-b-rates-fast	O_Flux	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	O Flux	Oxygen flux		data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-sis-b-rates-fast	O_Uncertainty	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	O Flux Uncertainty	Uncertainty in oxygen flux		support_data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-sis-b-rates-fast	O_Rate	counts / s		O Count Rate	Oxygen count rate		support_data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-sis-b-rates-fast	Ne_Flux	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	Ne Flux	Neon flux		data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-sis-b-rates-fast	Ne_Uncertainty	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	Ne Flux Uncertainty	Uncertainty in neon flux		support_data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-sis-b-rates-fast	Ne_Rate	counts / s		Ne Count Rate	Neon count rate		support_data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-sis-b-rates-fast	Mg_Flux	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	Mg Flux	Magnesium flux		data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-sis-b-rates-fast	Mg_Uncertainty	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	Mg Flux Uncertainty	Uncertainty in magnesium flux		support_data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-sis-b-rates-fast	Mg_Rate	counts / s		Mg Count Rate	Magnesium count rate		support_data											
Astro	CDF_REAL4	1	1:[17]	T/T	OOOOO	solo_l2_epd-sis-b-rates-fast	Si_Flux	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	Si Flux	Silicon flux		data											
Astro	CDF_REAL4	1	1:[17]	T/T	OOOOO	solo_l2_epd-sis-b-rates-fast	Si_Uncertainty	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	Si Flux Uncertainty	Uncertainty in silicon flux		support_data											
Astro	CDF_REAL4	1	1:[17]	T/T	OOOOO	solo_l2_epd-sis-b-rates-fast	Si_Rate	counts / s		Si Count Rate	Silicon count rate		support_data											
Astro	CDF_REAL4	1	1:[17]	T/T	OOOOO	solo_l2_epd-sis-b-rates-fast	S_Flux	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	S Flux	Sulfur flux		data											
Astro	CDF_REAL4	1	1:[17]	T/T	OOOOO	solo_l2_epd-sis-b-rates-fast	S_Uncertainty	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	S Flux Uncertainty	Uncertainty in sulfur flux		support_data											
Astro	CDF_REAL4	1	1:[17]	T/T	OOOOO	solo_l2_epd-sis-b-rates-fast	S_Rate	counts / s		S Count Rate	Sulfur count rate		support_data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-sis-b-rates-fast	Ca_Flux	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	Ca Flux	Calcium flux		data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-sis-b-rates-fast	Ca_Uncertainty	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	Ca Flux Uncertainty	Uncertainty in calcium flux		support_data											
Astro	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-sis-b-rates-fast	Ca_Rate	counts / s		Ca Count Rate	Calcium count rate		support_data											
Astro	CDF_REAL4	1	1:[15]	T/T	OOOOO	solo_l2_epd-sis-b-rates-fast	Fe_Flux	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	Fe Flux	Iron flux		data											
Astro	CDF_REAL4	1	1:[15]	T/T	OOOOO	solo_l2_epd-sis-b-rates-fast	Fe_Uncertainty	particles / (s cm^2 sr MeV/n)	6.2415e16&gt;particles/(s m^2 sr J)	Fe Flux Uncertainty	Uncertainty in iron flux		support_data											
Astro	CDF_REAL4	1	1:[15]	T/T	OOOOO	solo_l2_epd-sis-b-rates-fast	Fe_Rate	counts / s		Fe Count Rate	Iron count rate		support_data											
