Astro	cdf_metadata_type	character_num	dimension	cdf_variable_type	OOOOO	data_product_name	parameter_key	units	units_conversion	name	description	measurement_type	parameter_keyword	type	quantity	qualifier	instrument_id_000	instrument_id_001	coordinate_system_name	coordinate_representation	element__name_0	element__name_1	element__name_2	element__name_3
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_dvdc	psp_fld_l2_dfb_dbm_dvdcz_median	V		psp_fld_l2_dfb_dbm_dvdcz_median	L2 DC Burst Differential Voltage from Sensor 5 median value		data											
Astro	CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_dvdc	epoch_quality_flags	ns		epoch_quality_flags	Time for the FIELDS quality flag		support_data											
Astro	CDF_UINT4	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_dvdc	psp_fld_l2_quality_flags			quality_flags	FIELDS quality flag		support_data											
Astro	cdf_metadata_type	character_num	dimension	cdf_variable_type	OOOOO	data_product_name	parameter_key	units	units_conversion	name	description	measurement_type	parameter_keyword	type	quantity	qualifier	instrument_id_000	instrument_id_001	coordinate_system_name	coordinate_representation	element__name_0	element__name_1	element__name_2	element__name_3
Astro	CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_scm	epoch_psp_fld_l2_dfb_dbm_scmlg	ns		epoch_psp_fld_l2_dfb_dbm_scmlg	Time of first data point for L2 AC Burst Search Coil		support_data											
Astro	CDF_DOUBLE	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_dfb_dbm_scmlg_sample_rate	Samples/s		psp_fld_l2_dfb_dbm_scmlg_sample_rate	Sample rate for L2 AC Burst Search Coil		support_data											
Astro	CDF_TT2000	1	1:[524288]	T/T	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_dfb_dbm_scmlg_time_series_TT2000	ns		psp_fld_l2_dfb_dbm_scmlg_time_series_TT2000	[List/Create only in CDAWeb] L2 AC Burst Search Coil Waveform Time in TT2000		ignore_data											
Astro	CDF_DOUBLE	1	1:[524288]	T/T	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_dfb_dbm_scmlg_time_series_seconds	s		psp_fld_l2_dfb_dbm_scmlg_time_series_seconds	[List/Create only in CDAWeb] L2 AC Burst Search Coil Waveform Time in Seconds (relative to start of burst)		ignore_data											
Astro	CDF_FLOAT	1	1:[524288]	T/T	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_dfb_dbm_scmlgu	nT		psp_fld_l2_dfb_dbm_scmu	[List/Create only in CDAWeb] L2 AC Burst Search Coil from Bu axis		ignore_data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_dfb_dbm_scmlgu_rms	nT		psp_fld_l2_dfb_dbm_scmlgu_rms	L2 AC Low Gain Burst Search Coil from Bu axis rms value		data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_dfb_dbm_scmlgu_max	nT		psp_fld_l2_dfb_dbm_scmlgu_max	L2 AC Low Gain Burst Search Coil from Bu axis max value		data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_dfb_dbm_scmlgu_min	nT		psp_fld_l2_dfb_dbm_scmlgu_min	L2 AC Low Gain Burst Search Coil from Bu axis min value		data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_dfb_dbm_scmlgu_median	nT		psp_fld_l2_dfb_dbm_scmlgu_median	L2 AC Low Gain Burst Search Coil from Bu axis median value		data											
Astro	CDF_FLOAT	1	1:[524288]	T/T	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_dfb_dbm_scmlgv	nT		psp_fld_l2_dfb_dbm_scmv	[List/Create only in CDAWeb] L2 AC Burst Search Coil from Bv axis		ignore_data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_dfb_dbm_scmlgv_rms	nT		psp_fld_l2_dfb_dbm_scmlgv_rms	L2 AC Low Gain Burst Search Coil from Bv axis rms value		data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_dfb_dbm_scmlgv_max	nT		psp_fld_l2_dfb_dbm_scmlgv_max	L2 AC Low Gain Burst Search Coil from Bv axis max value		data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_dfb_dbm_scmlgv_min	nT		psp_fld_l2_dfb_dbm_scmlgv_min	L2 AC Low Gain Burst Search Coil from Bv axis min value		data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_dfb_dbm_scmlgv_median	nT		psp_fld_l2_dfb_dbm_scmlgv_median	L2 AC Low Gain Burst Search Coil from Bv axis median value		data											
Astro	CDF_FLOAT	1	1:[524288]	T/T	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_dfb_dbm_scmlgw	nT		psp_fld_l2_dfb_dbm_scmw	[List/Create only in CDAWeb] L2 AC Burst Search Coil from Bw axis		ignore_data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_dfb_dbm_scmlgw_rms	nT		psp_fld_l2_dfb_dbm_scmlgw_rms	L2 AC Low Gain Burst Search Coil from Bw axis rms value		data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_dfb_dbm_scmlgw_max	nT		psp_fld_l2_dfb_dbm_scmlgw_max	L2 AC Low Gain Burst Search Coil from Bw axis max value		data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_dfb_dbm_scmlgw_min	nT		psp_fld_l2_dfb_dbm_scmlgw_min	L2 AC Low Gain Burst Search Coil from Bw axis min value		data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_dfb_dbm_scmlgw_median	nT		psp_fld_l2_dfb_dbm_scmlgw_median	L2 AC Low Gain Burst Search Coil from Bw axis median value		data											
Astro	CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_scm	epoch_psp_fld_l2_dfb_dbm_scmhg	ns		epoch_psp_fld_l2_dfb_dbm_scmhg	Time of first data point for L2 AC Burst Search Coil		support_data											
Astro	CDF_DOUBLE	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_dfb_dbm_scmhg_sample_rate	Samples/s		psp_fld_l2_dfb_dbm_scmhg_sample_rate	Sample rate for L2 AC Burst Search Coil		support_data											
Astro	CDF_TT2000	1	1:[524288]	T/T	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_dfb_dbm_scmhg_time_series_TT2000	ns		psp_fld_l2_dfb_dbm_scmhg_time_series_TT2000	[List/Create only in CDAWeb] L2 AC Burst Search Coil Waveform Time in TT2000		ignore_data											
Astro	CDF_DOUBLE	1	1:[524288]	T/T	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_dfb_dbm_scmhg_time_series_seconds	s		psp_fld_l2_dfb_dbm_scmhg_time_series_seconds	[List/Create only in CDAWeb] L2 AC Burst Search Coil Waveform Time in Seconds (relative to start of burst)		ignore_data											
Astro	CDF_FLOAT	1	1:[524288]	T/T	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_dfb_dbm_scmhgu	nT		psp_fld_l2_dfb_dbm_scmu	[List/Create only in CDAWeb] L2 AC Burst Search Coil from Bu axis		ignore_data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_dfb_dbm_scmhgu_rms	nT		psp_fld_l2_dfb_dbm_scmhgu_rms	L2 AC High Gain Burst Search Coil from Bu axis rms value		data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_dfb_dbm_scmhgu_max	nT		psp_fld_l2_dfb_dbm_scmhgu_max	L2 AC High Gain Burst Search Coil from Bu axis max value		data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_dfb_dbm_scmhgu_min	nT		psp_fld_l2_dfb_dbm_scmhgu_min	L2 AC High Gain Burst Search Coil from Bu axis min value		data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_dfb_dbm_scmhgu_median	nT		psp_fld_l2_dfb_dbm_scmhgu_median	L2 AC High Gain Burst Search Coil from Bu axis median value		data											
Astro	CDF_FLOAT	1	1:[524288]	T/T	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_dfb_dbm_scmhgv	nT		psp_fld_l2_dfb_dbm_scmv	[List/Create only in CDAWeb] L2 AC Burst Search Coil from Bv axis		ignore_data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_dfb_dbm_scmhgv_rms	nT		psp_fld_l2_dfb_dbm_scmhgv_rms	L2 AC High Gain Burst Search Coil from Bv axis rms value		data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_dfb_dbm_scmhgv_max	nT		psp_fld_l2_dfb_dbm_scmhgv_max	L2 AC High Gain Burst Search Coil from Bv axis max value		data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_dfb_dbm_scmhgv_min	nT		psp_fld_l2_dfb_dbm_scmhgv_min	L2 AC High Gain Burst Search Coil from Bv axis min value		data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_dfb_dbm_scmhgv_median	nT		psp_fld_l2_dfb_dbm_scmhgv_median	L2 AC High Gain Burst Search Coil from Bv axis median value		data											
Astro	CDF_FLOAT	1	1:[524288]	T/T	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_dfb_dbm_scmhgw	nT		psp_fld_l2_dfb_dbm_scmw	[List/Create only in CDAWeb] L2 AC Burst Search Coil from Bw axis		ignore_data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_dfb_dbm_scmhgw_rms	nT		psp_fld_l2_dfb_dbm_scmhgw_rms	L2 AC High Gain Burst Search Coil from Bw axis rms value		data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_dfb_dbm_scmhgw_max	nT		psp_fld_l2_dfb_dbm_scmhgw_max	L2 AC High Gain Burst Search Coil from Bw axis max value		data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_dfb_dbm_scmhgw_min	nT		psp_fld_l2_dfb_dbm_scmhgw_min	L2 AC High Gain Burst Search Coil from Bw axis min value		data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_dfb_dbm_scmhgw_median	nT		psp_fld_l2_dfb_dbm_scmhgw_median	L2 AC High Gain Burst Search Coil from Bw axis median value		data											
Astro	CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_scm	epoch_quality_flags	ns		epoch_quality_flags	Time for the FIELDS quality flag		support_data											
Astro	CDF_UINT4	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_scm	psp_fld_l2_quality_flags			quality_flags	FIELDS quality flag		support_data											
Astro	cdf_metadata_type	character_num	dimension	cdf_variable_type	OOOOO	data_product_name	parameter_key	units	units_conversion	name	description	measurement_type	parameter_keyword	type	quantity	qualifier	instrument_id_000	instrument_id_001	coordinate_system_name	coordinate_representation	element__name_0	element__name_1	element__name_2	element__name_3
Astro	CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_vac	epoch_psp_fld_l2_dfb_dbm_vac	ns		epoch_psp_fld_l2_dfb_dbm_vac	Time of first data point for L2 AC Burst Single Ended Voltage		support_data											
Astro	CDF_DOUBLE	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_vac	psp_fld_l2_dfb_dbm_vac_sample_rate	Samples/s		psp_fld_l2_dfb_dbm_vac_sample_rate	Sample rate for L2 AC Burst Single Ended Voltage		support_data											
Astro	CDF_TT2000	1	1:[524288]	T/T	OOOOO	psp_fld_l2_dfb_dbm_vac	psp_fld_l2_dfb_dbm_vac_time_series_TT2000	ns		psp_fld_l2_dfb_dbm_vac_time_series_TT2000	L2 AC Burst Single Ended Voltage Waveform Time in TT2000		ignore_data											
Astro	CDF_DOUBLE	1	1:[524288]	T/T	OOOOO	psp_fld_l2_dfb_dbm_vac	psp_fld_l2_dfb_dbm_vac_time_series_seconds	s		psp_fld_l2_dfb_dbm_vac_time_series_seconds	L2 AC Burst Single Ended Voltage Waveform Time in Seconds (relative to start of burst)		ignore_data											
Astro	CDF_FLOAT	1	1:[524288]	T/T	OOOOO	psp_fld_l2_dfb_dbm_vac	psp_fld_l2_dfb_dbm_vac1	V		psp_fld_l2_dfb_dbm_vac1	L2 AC Burst Single Ended Voltage from Sensor 1		ignore_data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_vac	psp_fld_l2_dfb_dbm_vac1_rms	V		psp_fld_l2_dfb_dbm_vac1_rms	L2 AC Burst Single Ended Voltage from Sensor 1 rms value		data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_vac	psp_fld_l2_dfb_dbm_vac1_max	V		psp_fld_l2_dfb_dbm_vac1_max	L2 AC Burst Single Ended Voltage from Sensor 1 max value		data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_vac	psp_fld_l2_dfb_dbm_vac1_min	V		psp_fld_l2_dfb_dbm_vac1_min	L2 AC Burst Single Ended Voltage from Sensor 1 min value		data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_vac	psp_fld_l2_dfb_dbm_vac1_median	V		psp_fld_l2_dfb_dbm_vac1_median	L2 AC Burst Single Ended Voltage from Sensor 1 median value		data											
Astro	CDF_FLOAT	1	1:[524288]	T/T	OOOOO	psp_fld_l2_dfb_dbm_vac	psp_fld_l2_dfb_dbm_vac2	V		psp_fld_l2_dfb_dbm_vac2	L2 AC Burst Single Ended Voltage from Sensor 2		ignore_data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_vac	psp_fld_l2_dfb_dbm_vac2_rms	V		psp_fld_l2_dfb_dbm_vac2_rms	L2 AC Burst Single Ended Voltage from Sensor 2 rms value		data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_vac	psp_fld_l2_dfb_dbm_vac2_max	V		psp_fld_l2_dfb_dbm_vac2_max	L2 AC Burst Single Ended Voltage from Sensor 2 max value		data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_vac	psp_fld_l2_dfb_dbm_vac2_min	V		psp_fld_l2_dfb_dbm_vac2_min	L2 AC Burst Single Ended Voltage from Sensor 2 min value		data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_vac	psp_fld_l2_dfb_dbm_vac2_median	V		psp_fld_l2_dfb_dbm_vac2_median	L2 AC Burst Single Ended Voltage from Sensor 2 median value		data											
Astro	CDF_FLOAT	1	1:[524288]	T/T	OOOOO	psp_fld_l2_dfb_dbm_vac	psp_fld_l2_dfb_dbm_vac3	V		psp_fld_l2_dfb_dbm_vac3	L2 AC Burst Single Ended Voltage from Sensor 3		ignore_data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_vac	psp_fld_l2_dfb_dbm_vac3_rms	V		psp_fld_l2_dfb_dbm_vac3_rms	L2 AC Burst Single Ended Voltage from Sensor 3 rms value		data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_vac	psp_fld_l2_dfb_dbm_vac3_max	V		psp_fld_l2_dfb_dbm_vac3_max	L2 AC Burst Single Ended Voltage from Sensor 3 max value		data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_vac	psp_fld_l2_dfb_dbm_vac3_min	V		psp_fld_l2_dfb_dbm_vac3_min	L2 AC Burst Single Ended Voltage from Sensor 3 min value		data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_vac	psp_fld_l2_dfb_dbm_vac3_median	V		psp_fld_l2_dfb_dbm_vac3_median	L2 AC Burst Single Ended Voltage from Sensor 3 median value		data											
Astro	CDF_FLOAT	1	1:[524288]	T/T	OOOOO	psp_fld_l2_dfb_dbm_vac	psp_fld_l2_dfb_dbm_vac4	V		psp_fld_l2_dfb_dbm_vac4	L2 AC Burst Single Ended Voltage from Sensor 4		ignore_data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_vac	psp_fld_l2_dfb_dbm_vac4_rms	V		psp_fld_l2_dfb_dbm_vac4_rms	L2 AC Burst Single Ended Voltage from Sensor 4 rms value		data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_vac	psp_fld_l2_dfb_dbm_vac4_max	V		psp_fld_l2_dfb_dbm_vac4_max	L2 AC Burst Single Ended Voltage from Sensor 4 max value		data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_vac	psp_fld_l2_dfb_dbm_vac4_min	V		psp_fld_l2_dfb_dbm_vac4_min	L2 AC Burst Single Ended Voltage from Sensor 4 min value		data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_vac	psp_fld_l2_dfb_dbm_vac4_median	V		psp_fld_l2_dfb_dbm_vac4_median	L2 AC Burst Single Ended Voltage from Sensor 4 median value		data											
Astro	CDF_FLOAT	1	1:[524288]	T/T	OOOOO	psp_fld_l2_dfb_dbm_vac	psp_fld_l2_dfb_dbm_vac5	V		psp_fld_l2_dfb_dbm_vac5	L2 AC Burst Single Ended Voltage from Sensor 5		ignore_data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_vac	psp_fld_l2_dfb_dbm_vac5_rms	V		psp_fld_l2_dfb_dbm_vac5_rms	L2 AC Burst Single Ended Voltage from Sensor 5 rms value		data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_vac	psp_fld_l2_dfb_dbm_vac5_max	V		psp_fld_l2_dfb_dbm_vac5_max	L2 AC Burst Single Ended Voltage from Sensor 5 max value		data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_vac	psp_fld_l2_dfb_dbm_vac5_min	V		psp_fld_l2_dfb_dbm_vac5_min	L2 AC Burst Single Ended Voltage from Sensor 5 min value		data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_vac	psp_fld_l2_dfb_dbm_vac5_median	V		psp_fld_l2_dfb_dbm_vac5_median	L2 AC Burst Single Ended Voltage from Sensor 5 median value		data											
Astro	CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_vac	epoch_quality_flags	ns		epoch_quality_flags	Time for the FIELDS quality flag		support_data											
Astro	CDF_UINT4	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_vac	psp_fld_l2_quality_flags			quality_flags	FIELDS quality flag		support_data											
Astro	cdf_metadata_type	character_num	dimension	cdf_variable_type	OOOOO	data_product_name	parameter_key	units	units_conversion	name	description	measurement_type	parameter_keyword	type	quantity	qualifier	instrument_id_000	instrument_id_001	coordinate_system_name	coordinate_representation	element__name_0	element__name_1	element__name_2	element__name_3
Astro	CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_vdc	epoch_psp_fld_l2_dfb_dbm_vdc	ns		epoch_psp_fld_l2_dfb_dbm_vdc	Time of first data point for L2 DC Burst Single Ended Voltage		support_data											
Astro	CDF_DOUBLE	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_vdc	psp_fld_l2_dfb_dbm_vdc_sample_rate	Samples/s		psp_fld_l2_dfb_dbm_vdc_sample_rate	Sample rate for L2 DC Burst Single Ended Voltage		support_data											
Astro	CDF_TT2000	1	1:[524288]	T/T	OOOOO	psp_fld_l2_dfb_dbm_vdc	psp_fld_l2_dfb_dbm_vdc_time_series_TT2000	ns		psp_fld_l2_dfb_dbm_vdc_time_series_TT2000	L2 DC Burst Single Ended Voltage Waveform Time in TT2000		ignore_data											
Astro	CDF_DOUBLE	1	1:[524288]	T/T	OOOOO	psp_fld_l2_dfb_dbm_vdc	psp_fld_l2_dfb_dbm_vdc_time_series_seconds	s		psp_fld_l2_dfb_dbm_vdc_time_series_seconds	L2 DC Burst Single Ended Voltage Waveform Time in Seconds (relative to start of burst)		ignore_data											
Astro	CDF_FLOAT	1	1:[524288]	T/T	OOOOO	psp_fld_l2_dfb_dbm_vdc	psp_fld_l2_dfb_dbm_vdc1	V		psp_fld_l2_dfb_dbm_vdc1	L2 DC Burst Single Ended Voltage from Sensor 1		ignore_data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_vdc	psp_fld_l2_dfb_dbm_vdc1_rms	V		psp_fld_l2_dfb_dbm_vdc1_rms	L2 DC Burst Single Ended Voltage from Sensor 1 rms value		data											
Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_dbm_vdc	psp_fld_l2_dfb_dbm_vdc1_max	V		psp_fld_l2_dfb_dbm_vdc1_max	L2 DC Burst Single Ended Voltage from Sensor 1 max value		data											
