ASTRO	CDF_FLOAT	1	1:[31]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	Cr_ENERGY	Cr_ENERGY	Energy Bins for Cr		MeV/n			0.0	1000.0	-1.0e+31		F6.1	Energy	support_data				Cr_ENERGY_LABL		log										Cr_ENERGY_DELTAMINUS	Cr_ENERGY_DELTAPLUS		Cr_ENERGY						
ASTRO	CDF_CHAR	14	1:[31]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	Cr_ENERGY_LABL	Cr_ENERGY_LABL	Cr									A18		metadata																									
ASTRO	CDF_FLOAT	1	1:[31]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	Cr_ENERGY_DELTAMINUS	Cr_ENERGY_DELTAMINUS	Minus values for Energy Bins for Cr	[geometric mean] - [bin_bottom] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	Cr_ENERGY_DELTAMINUS	support_data						log																			
ASTRO	CDF_FLOAT	1	1:[31]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	Cr_ENERGY_DELTAPLUS	Cr_ENERGY_DELTAPLUS	Plus values for Energy Bins for Cr	[bin_top] - [geometric mean] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	Cr_ENERGY_DELTAPLUS	support_data						log																			
ASTRO	CDF_FLOAT	1	1:[31]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	A_Cr_Rate	A_Cr_Rate	Cr count rate side A		counts s!E-1!N	0.0001	1000.0	0.0	2.0e+07	-1.0e+31	Epoch	F10.1	Cr rate A	support_data	spectrogram		Cr_ENERGY	Cr_ENERGY_LABL		log		particle_flux&gt;differential_directional_number_rate											A_Cr&gt;rate						
ASTRO	CDF_FLOAT	1	1:[25]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	H_ENERGY	H_ENERGY	Energy Bins for H		MeV			0.0	1000.0	-1.0e+31		F6.1	Energy	support_data				H_ENERGY_LABL		log										H_ENERGY_DELTAMINUS	H_ENERGY_DELTAPLUS		H_ENERGY						
ASTRO	CDF_CHAR	14	1:[25]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	H_ENERGY_LABL	H_ENERGY_LABL	H									A18		metadata																									
ASTRO	CDF_FLOAT	1	1:[25]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	H_ENERGY_DELTAMINUS	H_ENERGY_DELTAMINUS	Minus values for Energy Bins for  H	[geometric mean] - [bin_bottom] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	H_ENERGY_DELTAMINUS	support_data						log																			
ASTRO	CDF_FLOAT	1	1:[25]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	H_ENERGY_DELTAPLUS	H_ENERGY_DELTAPLUS	Plus values for Energy Bins for  H	[bin_top] - [geometric mean] of corresponding energy bin	MeV			0.0	1000.0	-1.0		F6.1	H_ENERGY_DELTAPLUS	support_data						log																			
ASTRO	CDF_FLOAT	1	1:[29]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	A_Si_Rate	A_Si_Rate	Si count rate side A		counts s!E-1!N	0.0001	1000.0	0.0	2.0e+07	-1.0e+31	Epoch	F10.1	Si rate A	support_data	spectrogram		Si_ENERGY	Si_ENERGY_LABL		log		particle_flux&gt;differential_directional_number_rate											A_Si&gt;rate						
ASTRO	CDF_FLOAT	1	1:[29]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	Si_ENERGY	Si_ENERGY	Energy Bins for Si		MeV/n			0.0	1000.0	-1.0e+31		F6.1	Energy	support_data				Si_ENERGY_LABL		log										Si_ENERGY_DELTAMINUS	Si_ENERGY_DELTAPLUS		Si_ENERGY						
ASTRO	CDF_CHAR	14	1:[29]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	Si_ENERGY_LABL	Si_ENERGY_LABL	Si									A18		metadata																									
ASTRO	CDF_FLOAT	1	1:[29]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	Si_ENERGY_DELTAMINUS	Si_ENERGY_DELTAMINUS	Minus values for Energy Bins for Si	[geometric mean] - [bin_bottom] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	Si_ENERGY_DELTAMINUS	support_data						log																			
ASTRO	CDF_FLOAT	1	1:[29]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	Si_ENERGY_DELTAPLUS	Si_ENERGY_DELTAPLUS	Plus values for Energy Bins for Si	[bin_top] - [geometric mean] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	Si_ENERGY_DELTAPLUS	support_data						log																			
ASTRO	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-let1-rates60	HCI_R	HCI_R	Spacecraft Position, Radial Distance at timestamp	Spacecraft position, radial distance at timestamp. See Franz and Harper, PSS, 2002.	ua	0.04	1.03	0.04	1.03	-1.0e+31	Epoch	F5.3	Pos_R	support_data						linear		position&gt;radial											HCI_R	1.495978E11&gt;m					
ASTRO	CDF_FLOAT	1	1:[30]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	B_Ca_Rate	B_Ca_Rate	Ca count rate side B		counts s!E-1!N	0.0001	1000.0	0.0	2.0e+07	-1.0e+31	Epoch	F10.1	Ca rate B	support_data	spectrogram		Ca_ENERGY	Ca_ENERGY_LABL		log		particle_flux&gt;differential_directional_number_rate											B_Ca&gt;rate						
ASTRO	CDF_FLOAT	1	1:[30]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	Ca_ENERGY	Ca_ENERGY	Energy Bins for Ca		MeV/n			0.0	1000.0	-1.0e+31		F6.1	Energy	support_data				Ca_ENERGY_LABL		log										Ca_ENERGY_DELTAMINUS	Ca_ENERGY_DELTAPLUS		Ca_ENERGY						
ASTRO	CDF_CHAR	14	1:[30]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	Ca_ENERGY_LABL	Ca_ENERGY_LABL	Ca									A18		metadata																									
ASTRO	CDF_FLOAT	1	1:[30]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	Ca_ENERGY_DELTAMINUS	Ca_ENERGY_DELTAMINUS	Minus values for Energy Bins for Ca	[geometric mean] - [bin_bottom] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	Ca_ENERGY_DELTAMINUS	support_data						log																			
ASTRO	CDF_FLOAT	1	1:[30]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	Ca_ENERGY_DELTAPLUS	Ca_ENERGY_DELTAPLUS	Plus values for Energy Bins for Ca	[bin_top] - [geometric mean] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	Ca_ENERGY_DELTAPLUS	support_data						log																			
ASTRO	CDF_FLOAT	1	1:[28]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	A_Na_Rate	A_Na_Rate	Na count rate side A		counts s!E-1!N	0.0001	1000.0	0.0	2.0e+07	-1.0e+31	Epoch	F10.1	Na rate A	support_data	spectrogram		Na_ENERGY	Na_ENERGY_LABL		log		particle_flux&gt;differential_directional_number_rate											A_Na&gt;rate						
ASTRO	CDF_FLOAT	1	1:[28]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	Na_ENERGY	Na_ENERGY	Energy Bins for Na		MeV/n			0.0	1000.0	-1.0e+31		F6.1	Energy	support_data				Na_ENERGY_LABL		log										Na_ENERGY_DELTAMINUS	Na_ENERGY_DELTAPLUS		Na_ENERGY						
ASTRO	CDF_CHAR	14	1:[28]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	Na_ENERGY_LABL	Na_ENERGY_LABL	Na									A18		metadata																									
ASTRO	CDF_FLOAT	1	1:[28]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	Na_ENERGY_DELTAMINUS	Na_ENERGY_DELTAMINUS	Minus values for Energy Bins for Na	[geometric mean] - [bin_bottom] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	Na_ENERGY_DELTAMINUS	support_data						log																			
ASTRO	CDF_FLOAT	1	1:[28]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	Na_ENERGY_DELTAPLUS	Na_ENERGY_DELTAPLUS	Plus values for Energy Bins for Na	[bin_top] - [geometric mean] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	Na_ENERGY_DELTAPLUS	support_data						log																			
ASTRO	CDF_FLOAT	1	2:[3,25]	T/TT	OOOOO	psp_isois-epihi_l2-let1-rates60	R26B_H_SECT_Rate	R26B_H_SECT_Rate	H sectored count rate R26B		counts s!E-1!N	0.0001	1000.0	0.0	2.0e+07	-1.0e+31	Epoch	F10.1	H rate R26B	support_data	spectrogram		R26_H_SECT_ENERGY	R26_H_SECT_ENERGY_LABL		log		particle_flux&gt;differential_directional_number_rate	LET1_R26_SECTORS		LET1_R26_SECTORS_LABL								R26B_H_SECT&gt;rate						
ASTRO	CDF_FLOAT	1	1:[3]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	R26_H_SECT_ENERGY	R26_H_SECT_ENERGY	Energy Bins for R26 H SECT	Bin characteristic energy.	MeV			0.0	1000.0	-1.0		F6.1	Energy	support_data						log										R26_H_SECT_ENERGY_DELTAMINUS	R26_H_SECT_ENERGY_DELTAPLUS								
ASTRO	CDF_CHAR	18	1:[3]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	R26_H_SECT_ENERGY_LABL	R26_H_SECT_ENERGY_LABL	R26 H Sect									A18		metadata																									
ASTRO	CDF_FLOAT	1	1:[3]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	R26_H_SECT_ENERGY_DELTAMINUS	R26_H_SECT_ENERGY_DELTAMINUS	Minus values for Energy Bins for R26 H SECT	[geometric mean] - [bin_bottom] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	Energy lower extent	support_data						log																			
ASTRO	CDF_FLOAT	1	1:[3]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	R26_H_SECT_ENERGY_DELTAPLUS	R26_H_SECT_ENERGY_DELTAPLUS	Plus values for Energy Bins for R26 H SECT	[bin_top] - [geometric mean] of corresponding energy bin	MeV			0.0	1000.0	-1.0		F6.1	Energy upper extent	support_data						log																			
ASTRO	CDF_FLOAT	1	1:[25]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	B_H_Rate	B_H_Rate	H count rate side B		counts s!E-1!N	0.0001	1000.0	0.0	2.0e+07	-1.0e+31	Epoch	F10.1	H rate B	support_data	spectrogram		H_ENERGY	H_ENERGY_LABL		log		particle_flux&gt;differential_directional_number_rate											B_H&gt;rate						
ASTRO	CDF_FLOAT	1	2:[9,3]	T/TT	OOOOO	psp_isois-epihi_l2-let1-rates60	LET1_B_R1_SECT_RTN	LET1_B_R1_SECT_RTN	LET1_B_R1_SECT_RTN	Flow direction (Unit Vector) for each direction bin. [R,T,N]		-1.0	1.0	-1.0	1.0	-1.0e+31	Epoch	F6.3	Direction [R,T,N]	support_data			LET1_R1_SECTORS	LET1_R1_SECTORS_LABL		linear		position&gt;direction			label_dir_RTN								LET1_B_R1_SECT_RTN						
ASTRO	CDF_CHAR	1	1:[3]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	label_dir_RTN	label_dir_RTN	Label Direction RTN									A1	label dir RTN	metadata																			label_dir_RTN						
ASTRO	CDF_FLOAT	1	2:[25,3]	T/TT	OOOOO	psp_isois-epihi_l2-let1-rates60	LET1_A_R26_SECT_RTN	LET1_A_R26_SECT_RTN	LET1_A_R26_SECT_RTN	Flow direction (Unit Vector) for each direction bin. [R,T,N]		-1.0	1.0	-1.0	1.0	-1.0e+31	Epoch	F6.3	Direction [R,T,N]	support_data			LET1_R26_SECTORS	LET1_R26_SECTORS_LABL		linear		position&gt;direction			label_dir_RTN								LET1_A_R26_SECT_RTN						
ASTRO	CDF_FLOAT	1	1:[3]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	LET1_A_HCI	LET1_A_HCI	LET1_A_HCI	Flow direction (Unit Vector) for each direction bin. [x,y,z] HCI		-1.0	1.0	-1.0	1.0	-1.0e+31	Epoch	F6.3	Direction [x,y,z] HCI	support_data				label_dir_HCI		linear		position&gt;direction											LET1_A_HCI						
ASTRO	CDF_FLOAT	1	1:[3]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	LET1_B_RTN	LET1_B_RTN	LET1_B_RTN	Flow direction (Unit Vector) for each direction bin. [R,T,N]		-1.0	1.0	-1.0	1.0	-1.0e+31	Epoch	F6.3	Direction [R,T,N]	support_data				label_dir_RTN		linear		position&gt;direction											LET1_B_RTN						
ASTRO	CDF_FLOAT	1	1:[29]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	A_Ar_Rate	A_Ar_Rate	Ar count rate side A		counts s!E-1!N	0.0001	1000.0	0.0	2.0e+07	-1.0e+31	Epoch	F10.1	Ar rate A	support_data	spectrogram		Ar_ENERGY	Ar_ENERGY_LABL		log		particle_flux&gt;differential_directional_number_rate											A_Ar&gt;rate						
ASTRO	CDF_FLOAT	1	1:[29]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	Ar_ENERGY	Ar_ENERGY	Energy Bins for Ar		MeV/n			0.0	1000.0	-1.0e+31		F6.1	Energy	support_data				Ar_ENERGY_LABL		log										Ar_ENERGY_DELTAMINUS	Ar_ENERGY_DELTAPLUS		Ar_ENERGY						
ASTRO	CDF_CHAR	14	1:[29]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	Ar_ENERGY_LABL	Ar_ENERGY_LABL	Ar									A18		metadata																									
ASTRO	CDF_FLOAT	1	1:[29]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	Ar_ENERGY_DELTAMINUS	Ar_ENERGY_DELTAMINUS	Minus values for Energy Bins for Ar	[geometric mean] - [bin_bottom] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	Ar_ENERGY_DELTAMINUS	support_data						log																			
ASTRO	CDF_FLOAT	1	1:[29]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	Ar_ENERGY_DELTAPLUS	Ar_ENERGY_DELTAPLUS	Plus values for Energy Bins for Ar	[bin_top] - [geometric mean] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	Ar_ENERGY_DELTAPLUS	support_data						log																			
ASTRO	CDF_FLOAT	1	2:[1,9]	T/TT	OOOOO	psp_isois-epihi_l2-let1-rates60	R1A_He_SECT_Flux	R1A_He_SECT_Flux	[CDAWeb plots not supported] He sectored flux R1A		cm!E-2!Nsr!E-1!Nsec!E-1!N(MeV/nuc)!E-1!N	0.0001	1000.0	0.0	1.0e+10	-1.0e+31	Epoch	F13.1	He flux R1A	data	no_plot		R1_He_SECT_ENERGY	R1_He_SECT_ENERGY_LABL		log		particle_flux&gt;differential_directional_number	LET1_R1_SECTORS		LET1_R1_SECTORS_LABL					R1A_He_SECT_Uncertainty	R1A_He_SECT_Uncertainty		R1A_He_SECT&gt;flux					PRIMARY_VAR,SUMMARY	
ASTRO	CDF_FLOAT	1	2:[1,9]	T/TT	OOOOO	psp_isois-epihi_l2-let1-rates60	R1A_He_SECT_Uncertainty	R1A_He_SECT_Uncertainty	He sectored uncertainty R1A		cm!E-2!Nsr!E-1!Nsec!E-1!N(MeV/nuc)!E-1!N	0.0001	1000.0	0.0	1.0e+10	-1.0e+31	Epoch	F13.1	He uncertainty R1A	support_data	spectrogram		R1_He_SECT_ENERGY	R1_He_SECT_ENERGY_LABL		log		particle_flux&gt;differential_directional_number_rate	LET1_R1_SECTORS		LET1_R1_SECTORS_LABL								R1A_He_SECT&gt;uncertainty						
ASTRO	CDF_CHAR	18	1:[1]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	R1_He_SECT_ENERGY_LABL	R1_He_SECT_ENERGY_LABL	R1 He Sect									A18		metadata																									
ASTRO	CDF_FLOAT	1	1:[1]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	R1_He_SECT_ENERGY	R1_He_SECT_ENERGY	Energy Bins for R1 He SECT	Bin characteristic energy.	MeV/n			0.0	1000.0	-1.0		F6.1	Energy	support_data						log										R1_He_SECT_ENERGY_DELTAMINUS	R1_He_SECT_ENERGY_DELTAPLUS								
ASTRO	CDF_FLOAT	1	1:[1]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	R1_He_SECT_ENERGY_DELTAMINUS	R1_He_SECT_ENERGY_DELTAMINUS	Minus values for Energy Bins for R1 He SECT	[geometric mean] - [bin_bottom] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	Energy lower extent	support_data						log																			
ASTRO	CDF_FLOAT	1	1:[1]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	R1_He_SECT_ENERGY_DELTAPLUS	R1_He_SECT_ENERGY_DELTAPLUS	Plus values for Energy Bins for R1 He SECT	[bin_top] - [geometric mean] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	Energy upper extent	support_data						log																			
ASTRO	CDF_FLOAT	1	1:[26]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	A_He_Rate	A_He_Rate	He count rate side A		counts s!E-1!N	0.0001	1000.0	0.0	2.0e+07	-1.0e+31	Epoch	F10.1	He rate A	support_data	spectrogram		He_ENERGY	He_ENERGY_LABL		log		particle_flux&gt;differential_directional_number_rate											A_He&gt;rate						
ASTRO	CDF_FLOAT	1	1:[29]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	B_Ar_Rate	B_Ar_Rate	Ar count rate side B		counts s!E-1!N	0.0001	1000.0	0.0	2.0e+07	-1.0e+31	Epoch	F10.1	Ar rate B	support_data	spectrogram		Ar_ENERGY	Ar_ENERGY_LABL		log		particle_flux&gt;differential_directional_number_rate											B_Ar&gt;rate						
ASTRO	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-let1-rates60	LET1_A_PA	LET1_A_PA	LET1_A_PA	Pitch Angle for each direction bin.	&#176;	0.0	180.0	0.0	180.0	-1.0e+31	Epoch	F5.1	Pitch	support_data						linear		position&gt;angle											LET1_A_PA						
ASTRO	CDF_FLOAT	1	2:[25,3]	T/TT	OOOOO	psp_isois-epihi_l2-let1-rates60	LET1_A_R26_SECT_HCI	LET1_A_R26_SECT_HCI	LET1_A_R26_SECT_HCI	Flow direction (Unit Vector) for each direction bin. [x,y,z] HCI		-1.0	1.0	-1.0	1.0	-1.0e+31	Epoch	F6.3	Direction [x,y,z] HCI	support_data			LET1_R26_SECTORS	LET1_R26_SECTORS_LABL		linear		position&gt;direction			label_dir_HCI								LET1_A_R26_SECT_HCI						
ASTRO	CDF_FLOAT	1	2:[9,3]	T/TT	OOOOO	psp_isois-epihi_l2-let1-rates60	LET1_B_R1_SECT_HCI	LET1_B_R1_SECT_HCI	LET1_B_R1_SECT_HCI	Flow direction (Unit Vector) for each direction bin. [x,y,z] HCI		-1.0	1.0	-1.0	1.0	-1.0e+31	Epoch	F6.3	Direction [x,y,z] HCI	support_data			LET1_R1_SECTORS	LET1_R1_SECTORS_LABL		linear		position&gt;direction			label_dir_HCI								LET1_B_R1_SECT_HCI						
ASTRO	CDF_FLOAT	1	1:[27]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	A_C_Rate	A_C_Rate	C count rate side A		counts s!E-1!N	0.0001	1000.0	0.0	2.0e+07	-1.0e+31	Epoch	F10.1	C rate A	support_data	spectrogram		C_ENERGY	C_ENERGY_LABL		log		particle_flux&gt;differential_directional_number_rate											A_C&gt;rate						
ASTRO	CDF_FLOAT	1	1:[27]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	C_ENERGY	C_ENERGY	Energy Bins for C		MeV/n			0.0	1000.0	-1.0e+31		F6.1	Energy	support_data				C_ENERGY_LABL		log										C_ENERGY_DELTAMINUS	C_ENERGY_DELTAPLUS		C_ENERGY						
ASTRO	CDF_CHAR	14	1:[27]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	C_ENERGY_LABL	C_ENERGY_LABL	C									A18		metadata																									
ASTRO	CDF_FLOAT	1	1:[27]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	C_ENERGY_DELTAMINUS	C_ENERGY_DELTAMINUS	Minus values for Energy Bins for  C	[geometric mean] - [bin_bottom] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	C_ENERGY_DELTAMINUS	support_data						log																			
ASTRO	CDF_FLOAT	1	1:[27]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	C_ENERGY_DELTAPLUS	C_ENERGY_DELTAPLUS	Plus values for Energy Bins for  C	[bin_top] - [geometric mean] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	C_ENERGY_DELTAPLUS	support_data						log																			
ASTRO	CDF_FLOAT	1	2:[1,9]	T/TT	OOOOO	psp_isois-epihi_l2-let1-rates60	R1B_H_SECT_Rate	R1B_H_SECT_Rate	H sectored count rate R1B		counts s!E-1!N	0.0001	1000.0	0.0	2.0e+07	-1.0e+31	Epoch	F10.1	H rate R1B	support_data	spectrogram		R1_H_SECT_ENERGY	R1_H_SECT_ENERGY_LABL		log		particle_flux&gt;differential_directional_number_rate	LET1_R1_SECTORS		LET1_R1_SECTORS_LABL								R1B_H_SECT&gt;rate						
ASTRO	CDF_FLOAT	1	1:[33]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	B_Ni_Rate	B_Ni_Rate	Ni count rate side B		counts s!E-1!N	0.0001	1000.0	0.0	2.0e+07	-1.0e+31	Epoch	F10.1	Ni rate B	support_data	spectrogram		Ni_ENERGY	Ni_ENERGY_LABL		log		particle_flux&gt;differential_directional_number_rate											B_Ni&gt;rate						
ASTRO	CDF_FLOAT	1	1:[33]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	Ni_ENERGY	Ni_ENERGY	Energy Bins for Ni		MeV/n			0.0	1000.0	-1.0e+31		F6.1	Energy	support_data				Ni_ENERGY_LABL		log										Ni_ENERGY_DELTAMINUS	Ni_ENERGY_DELTAPLUS		Ni_ENERGY						
ASTRO	CDF_CHAR	14	1:[33]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	Ni_ENERGY_LABL	Ni_ENERGY_LABL	Ni									A18		metadata																									
ASTRO	CDF_FLOAT	1	1:[33]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	Ni_ENERGY_DELTAMINUS	Ni_ENERGY_DELTAMINUS	Minus values for Energy Bins for Ni	[geometric mean] - [bin_bottom] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	Ni_ENERGY_DELTAMINUS	support_data						log																			
ASTRO	CDF_FLOAT	1	1:[33]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	Ni_ENERGY_DELTAPLUS	Ni_ENERGY_DELTAPLUS	Plus values for Energy Bins for Ni	[bin_top] - [geometric mean] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	Ni_ENERGY_DELTAPLUS	support_data						log																			
ASTRO	CDF_FLOAT	1	1:[30]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	A_Ca_Rate	A_Ca_Rate	Ca count rate side A		counts s!E-1!N	0.0001	1000.0	0.0	2.0e+07	-1.0e+31	Epoch	F10.1	Ca rate A	support_data	spectrogram		Ca_ENERGY	Ca_ENERGY_LABL		log		particle_flux&gt;differential_directional_number_rate											A_Ca&gt;rate						
ASTRO	CDF_FLOAT	1	2:[1,9]	T/TT	OOOOO	psp_isois-epihi_l2-let1-rates60	R1A_He_SECT_Rate	R1A_He_SECT_Rate	He sectored count rate R1A		counts s!E-1!N	0.0001	1000.0	0.0	2.0e+07	-1.0e+31	Epoch	F10.1	He rate R1A	support_data	spectrogram		R1_He_SECT_ENERGY	R1_He_SECT_ENERGY_LABL		log		particle_flux&gt;differential_directional_number_rate	LET1_R1_SECTORS		LET1_R1_SECTORS_LABL								R1A_He_SECT&gt;rate						
ASTRO	CDF_FLOAT	1	1:[29]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	A_S_Rate	A_S_Rate	S count rate side A		counts s!E-1!N	0.0001	1000.0	0.0	2.0e+07	-1.0e+31	Epoch	F10.1	S rate A	support_data	spectrogram		S_ENERGY	S_ENERGY_LABL		log		particle_flux&gt;differential_directional_number_rate											A_S&gt;rate						
ASTRO	CDF_FLOAT	1	1:[29]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	S_ENERGY	S_ENERGY	Energy Bins for S		MeV/n			0.0	1000.0	-1.0e+31		F6.1	Energy	support_data				S_ENERGY_LABL		log										S_ENERGY_DELTAMINUS	S_ENERGY_DELTAPLUS		S_ENERGY						
ASTRO	CDF_CHAR	14	1:[29]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	S_ENERGY_LABL	S_ENERGY_LABL	S									A18		metadata																									
ASTRO	CDF_FLOAT	1	1:[29]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	S_ENERGY_DELTAMINUS	S_ENERGY_DELTAMINUS	Minus values for Energy Bins for  S	[geometric mean] - [bin_bottom] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	S_ENERGY_DELTAMINUS	support_data						log																			
ASTRO	CDF_FLOAT	1	1:[29]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	S_ENERGY_DELTAPLUS	S_ENERGY_DELTAPLUS	Plus values for Energy Bins for  S	[bin_top] - [geometric mean] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	S_ENERGY_DELTAPLUS	support_data						log																			
ASTRO	CDF_FLOAT	1	2:[3,25]	T/TT	OOOOO	psp_isois-epihi_l2-let1-rates60	R26B_H_SECT_Flux	R26B_H_SECT_Flux	[CDAWeb plots not supported] H sectored flux R26B		cm!E-2!Nsr!E-1!Nsec!E-1!NMeV!E-1!N	0.0001	1000.0	0.0	1.0e+10	-1.0e+31	Epoch	F13.1	H flux R26B	data	no_plot		R26_H_SECT_ENERGY	R26_H_SECT_ENERGY_LABL		log		particle_flux&gt;differential_directional_number	LET1_R26_SECTORS		LET1_R26_SECTORS_LABL					R26B_H_SECT_Uncertainty	R26B_H_SECT_Uncertainty		R26B_H_SECT&gt;flux					PRIMARY_VAR,SUMMARY	
ASTRO	CDF_FLOAT	1	2:[3,25]	T/TT	OOOOO	psp_isois-epihi_l2-let1-rates60	R26B_H_SECT_Uncertainty	R26B_H_SECT_Uncertainty	H sectored uncertainty R26B		cm!E-2!Nsr!E-1!Nsec!E-1!NMeV!E-1!N	0.0001	1000.0	0.0	1.0e+10	-1.0e+31	Epoch	F13.1	H uncertainty R26B	support_data	spectrogram		R26_H_SECT_ENERGY	R26_H_SECT_ENERGY_LABL		log		particle_flux&gt;differential_directional_number_rate	LET1_R26_SECTORS		LET1_R26_SECTORS_LABL								R26B_H_SECT&gt;uncertainty						
ASTRO	CDF_FLOAT	1	1:[25]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	LET1_B_R26_SECT_PA	LET1_B_R26_SECT_PA	LET1_B_R26_SECT_PA	Pitch Angle for each direction bin.	&#176;	0.0	180.0	0.0	180.0	-1.0e+31	Epoch	F5.1	Pitch	support_data			LET1_R26_SECTORS	LET1_R26_SECTORS_LABL		linear		position&gt;angle											LET1_B_R26_SECT_PA						
ASTRO	CDF_FLOAT	1	1:[28]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	A_Al_Rate	A_Al_Rate	Al count rate side A		counts s!E-1!N	0.0001	1000.0	0.0	2.0e+07	-1.0e+31	Epoch	F10.1	Al rate A	support_data	spectrogram		Al_ENERGY	Al_ENERGY_LABL		log		particle_flux&gt;differential_directional_number_rate											A_Al&gt;rate						
