Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Ener3	keV		IBEX-Hi Energy Channel 3 (0.84-1.55 keV) ~1.11 keV	Mid-Point Energy 1.11 keV of IBEX-Hi Energy Channel 3 (0.84-1.55 keV) - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Ener3_plasma	keV		IBEX-Hi Energy Channel 3 (0.84-1.55 keV) ~1.11 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Flux3	ENAs/(cm2 s sr keV)		H ENA Differential Flux at 1.11 keV: Energy Channel 3 (0.84-1.55 keV)	H ENA Differential Flux (/cm2-s-sr-keV) in IBEX-Hi Energy Channel 3 (0.84-1.55 keV) ~1.11 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Flux3_plasma	ENAs/(cm2 s sr keV)		H ENA Differential Flux at 1.11 keV: Energy Channel 3 (0.84-1.55 keV)	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Flux3_movie	ENAs/(cm2 s sr keV)		H ENA Differential Flux at 1.11 keV: Energy Channel 3 (0.84-1.55 keV)	---&gt; Mapped Movie		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Fsnr3			H ENA Signal/Noise Ratio at 1.11 keV: Energy Channel 3 (0.84-1.55 keV)	H ENA Signal/Noise Ratio in IBEX-Hi Energy Channel 3 (0.84-1.55 keV) ~1.11 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Fsnr3_plasma			H ENA Signal/Noise Ratio at 1.11 keV: Energy Channel 3 (0.84-1.55 keV)	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Fvar3	(/cm2-s-sr-keV)^2		H ENA Flux Variance at 1.11 keV: Energy Channel 3 (0.84-1.55 keV)	H ENA Flux Variance (/cm2-s-sr-keV)^2 in IBEX-Hi Energy Channel 3 (0.84-1.55 keV) ~1.11 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Fvar3_plasma	(/cm2-s-sr-keV)^2		H ENA Flux Variance at 1.11 keV: Energy Channel 3 (0.84-1.55 keV)	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Cnts3			H ENA Total Counts at 1.11 keV: Energy Channel 3 (0.84-1.55 keV)	H ENA Total Counts (#) in IBEX-Hi Energy Channel 3 (0.84-1.55 keV) ~1.11 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Cnts3_plasma			H ENA Total Counts at 1.11 keV: Energy Channel 3 (0.84-1.55 keV)	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Fexp3	s		H ENA Total Exposure Time at 1.11 keV: Energy Channel 3 (0.84-1.55 keV)	H ENA Total Exposure Time (sec) in IBEX-Hi Energy Channel 3 (0.84-1.55 keV) ~1.11 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Fexp3_plasma	s		H ENA Total Exposure Time at 1.11 keV: Energy Channel 3 (0.84-1.55 keV)	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Numb3	# / pixel		Samples Per Pixel: Energy Channel 3 (0.84-1.55 keV) ~1.11 keV	Samples per pixel averaged over 6 months in IBEX-Hi Energy Channel 3 (0.84-1.55 keV) ~1.11 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Numb3_plasma	# / pixel		Samples Per Pixel: Energy Channel 3 (0.84-1.55 keV) ~1.11 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Ener4	keV		IBEX-Hi Energy Channel 4 (1.36-2.50 keV H) ~1.74 keV	Mid-Point Energy 1.74 keV of IBEX-Hi Energy Channel 4 (1.36-2.50 keV H) ~1.74 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Ener4_plasma	keV		IBEX-Hi Energy Channel 4 (1.36-2.50 keV H) ~1.74 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Flux4	ENAs/(cm2 s sr keV)		H ENA Differential Flux at 1.74 keV: Energy Channel 4 (1.36-2.50 keV H)	H ENA Differential Flux (/cm2-s-sr-keV) in IBEX-Hi Energy Channel 4 (1.36-2.50 keV H) ~1.74 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Flux4_plasma	ENAs/(cm2 s sr keV)		H ENA Differential Flux at 1.74 keV: Energy Channel 4 (1.36-2.50 keV H)	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Flux4_movie	ENAs/(cm2 s sr keV)		H ENA Differential Flux at 1.74 keV: Energy Channel 4 (1.36-2.50 keV H)	---&gt; Mapped Movie		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Fsnr4			H ENA Signal/Noise Ratio at 1.74 keV: Energy Channel 4 (1.36-2.50 keV H)	H ENA Signal/Noise Ratio in IBEX-Hi Energy Channel 4 (1.36-2.50 keV H) ~1.74 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Fsnr4_plasma			H ENA Signal/Noise Ratio at 1.74 keV: Energy Channel 4 (1.36-2.50 keV H)	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Fvar4	(/cm2-s-sr-keV)^2		H ENA Flux Variance at 1.74 keV: Energy Channel 4 (1.36-2.50 keV H)	H ENA Flux Variance (/cm2-s-sr-keV)^2 in IBEX-Hi Energy Channel 4 (1.36-2.50 keV H) ~1.74 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Fvar4_plasma	(/cm2-s-sr-keV)^2		H ENA Flux Variance at 1.74 keV: Energy Channel 4 (1.36-2.50 keV H)	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Cnts4			H ENA Total Counts at 1.74 keV: Energy Channel 4 (1.36-2.50 keV H)	H ENA Total Counts (#) in IBEX-Hi Energy Channel 4 (1.36-2.50 keV H) ~1.74 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Cnts4_plasma			H ENA Total Counts at 1.74 keV: Energy Channel 4 (1.36-2.50 keV H)	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Fexp4	s		H ENA Total Exposure Time at 1.74 keV: Energy Channel 4 (1.36-2.50 keV H)	H ENA Total Exposure Time (seconds) in Energy Channel 4 (1.36-2.50 keV H) ~1.74 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Fexp4_plasma	s		H ENA Total Exposure Time at 1.74 keV: Energy Channel 4 (1.36-2.50 keV H)	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Numb4	# / pixel		Samples Per Pixel: Energy Channel 4 (1.36-2.50 keV H) ~1.74 keV	Samples per pixel averaged over 6 months in IBEX-Hi Energy Channel 4 (1.36-2.50 keV H) ~1.74 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Numb4_plasma	# / pixel		Samples Per Pixel: Energy Channel 4 (1.36-2.50 keV H) ~1.74 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Ener5	keV		IBEX-Hi Energy Channel 5 (1.99-3.75 keV) ~2.73 keV	Mid-Point Energy 2.73 keV of IBEX-Hi Energy Channel 5 (1.99-3.75 keV) - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Ener5_plasma	keV		IBEX-Hi Energy Channel 5 (1.99-3.75 keV) ~2.73 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Flux5	ENAs/(cm2 s sr keV)		H ENA Differential Flux at 2.73 keV Energy Channel 5 (1.99-3.75 keV)	H ENA Differential Flux (/cm2-s-sr-keV) in IBEX-Hi Energy Channel 5 (1.99-3.75 keV) ~2.73 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Flux5_plasma	ENAs/(cm2 s sr keV)		H ENA Differential Flux at 2.73 keV Energy Channel 5 (1.99-3.75 keV)	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Flux5_movie	ENAs/(cm2 s sr keV)		H ENA Differential Flux at 2.73 keV Energy Channel 5 (1.99-3.75 keV)	---&gt; Mapped Movie		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Fsnr5			H ENA Signal/Noise Ratio at 2.73 keV Energy Channel 5 (1.99-3.75 keV)	H ENA Signal/Noise Ratio in IBEX-Hi Energy Channel 5 (1.99-3.75 keV) ~2.73 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Fsnr5_plasma			H ENA Signal/Noise Ratio at 2.73 keV Energy Channel 5 (1.99-3.75 keV)	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Fvar5	(/cm2-s-sr-keV)^2		H ENA Flux Variance at 2.73 keV Energy Channel 5 (1.99-3.75 keV)	H ENA Flux Variance (/cm2-s-sr-keV)^2 in IBEX-Hi Energy Channel 5 (1.99-3.75 keV) ~2.73 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Fvar5_plasma	(/cm2-s-sr-keV)^2		H ENA Flux Variance at 2.73 keV Energy Channel 5 (1.99-3.75 keV)	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Fexp5	s		H ENA Total Exposure Time at 2.73 keV: Energy Channel 5 (1.99-3.75 keV)	H ENA Total Exposure Time (seconds) in IBEX-Hi Energy Channel 5 (1.99-3.75 keV) ~2.73 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Fexp5_plasma	s		H ENA Total Exposure Time at 2.73 keV: Energy Channel 5 (1.99-3.75 keV)	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Cnts5			H ENA Total Counts at 2.73 keV: Energy Channel 5 (1.99-3.75 keV)	H ENA Total Counts (#) in IBEX-Hi Energy Channel 5 (1.99-3.75 keV) ~2.73 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r13_cg_nosp_antiram_1yr	Cnts5_plasma			H ENA Total Counts at 2.73 keV: Energy Channel 5 (1.99-3.75 keV)	---&gt; Above as X/Y image		data											
