psp_isois-epihi_l2-het-rates10	Epoch_DELTA
psp_isois-epihi_l2-het-rates10	B_He_Rate
psp_isois-epihi_l2-het-rates10	He_ENERGY_DELTAMINUS
psp_isois-epihi_l2-het-rates10	Epoch
psp_isois-epihi_l2-het-rates10	He_ENERGY_LABL
psp_isois-epihi_l2-het-rates10	He_ENERGY_DELTAPLUS
psp_isois-epihi_l2-het-rates10	He_ENERGY
psp_isois-epihi_l2-het-rates10	H_ENERGY_DELTAMINUS
psp_isois-epihi_l2-het-rates10	A_H_Flux
psp_isois-epihi_l2-het-rates10	H_ENERGY
psp_isois-epihi_l2-het-rates10	H_ENERGY_LABL
psp_isois-epihi_l2-het-rates10	A_H_Uncertainty
psp_isois-epihi_l2-het-rates10	H_ENERGY_DELTAPLUS
psp_isois-epihi_l2-het-rates10	A_He_Rate
psp_isois-epihi_l2-het-rates10	B_H_Uncertainty
psp_isois-epihi_l2-het-rates10	B_H_Flux
psp_isois-epihi_l2-het-rates10	Electrons_ENERGY_LABL
psp_isois-epihi_l2-het-rates10	Electrons_ENERGY
psp_isois-epihi_l2-het-rates10	Electrons_ENERGY_DELTAMINUS
psp_isois-epihi_l2-het-rates10	Electrons_ENERGY_DELTAPLUS
psp_isois-epihi_l2-het-rates10	HCI_R
psp_isois-epihi_l2-het-rates10	B_He_Uncertainty
psp_isois-epihi_l2-het-rates10	B_He_Flux
psp_isois-epihi_l2-het-rates10	A_Electrons_Rate
psp_isois-epihi_l2-het-rates10	HET_B_SA
psp_isois-epihi_l2-het-rates10	label_dir_RTN
psp_isois-epihi_l2-het-rates10	HET_A_RTN
psp_isois-epihi_l2-het-rates10	HET_B_HCI
psp_isois-epihi_l2-het-rates10	label_dir_HCI
psp_isois-epihi_l2-het-rates10	B_H_Rate
psp_isois-epihi_l2-het-rates10	A_H_Rate
psp_isois-epihi_l2-het-rates10	HCI_Lon
psp_isois-epihi_l2-het-rates10	HET_A_PA
psp_isois-epihi_l2-het-rates10	HGC_Lat
psp_isois-epihi_l2-het-rates10	HET_A_HCI
psp_isois-epihi_l2-het-rates10	HGC_R
psp_isois-epihi_l2-het-rates10	HGC_Lon
psp_isois-epihi_l2-het-rates10	HCI_Lat
psp_isois-epihi_l2-het-rates10	B_Electrons_Rate
psp_isois-epihi_l2-het-rates10	HET_B_RTN
psp_isois-epihi_l2-het-rates10	HET_B_PA
psp_isois-epihi_l2-het-rates10	A_He_Flux
psp_isois-epihi_l2-het-rates10	A_He_Uncertainty
psp_isois-epihi_l2-het-rates10	HET_A_SA
psp_isois-epihi_l2-het-rates10	A_Electrons
psp_isois-epihi_l2-het-rates10	A_H
psp_isois-epihi_l2-het-rates10	A_He
psp_isois-epihi_l2-het-rates10	B_Electrons
psp_isois-epihi_l2-het-rates10	B_H
psp_isois-epihi_l2-het-rates10	B_He
