psp_swp_spa_sf0_l2_16ax8dx32e	VXO/20210422/NASA/NumericalData/ParkerSolarProbe/SWEAP/SPAN-A/Level2/ProtonAlphaFull3D/PT14S	NASA Space Physics Data Facility	https://doi.org/10.48322/7j5c-zg65	2020-01-01T00:00:00	Whittlesey, Phyllis; Larson, Davin, E.; Rahmati, Ali	PSP Solar Wind Electrons Alphas and Protons (SWEAP) SPAN-A Full 3D Electron Spectra, Level 2 (L2), 14 s Data
psp_swp_spa_sf1_l2_32e	VXO/20210422/NASA/NumericalData/ParkerSolarProbe/SWEAP/SPAN-A/Level2/ProtonAlphaFullSpectra/PT1.74S	NASA Space Physics Data Facility	https://doi.org/10.48322/9pz0-sj43	2020-01-01T00:00:00	Whittlesey, Phyllis; Larson, Davin, E.; Rahmati, Ali	PSP Solar Wind Electrons Alphas and Protons (SWEAP) SPAN-A Electron Energy Spectra, Level 2 (L2), 1.74 s Data
psp_swp_spi_sf00_l2_8dx32ex8a	VXO/20210422/NASA/NumericalData/ParkerSolarProbe/SWEAP/SPAN-A/Level2/ProtonEnergyFlux/PT7S	NASA Space Physics Data Facility	https://doi.org/10.48322/ftnv-7755s	2020-01-01T00:00:00	Livi, Roberto; Larson, Davin, E.; Rahmati, Ali	PSP Solar Wind Electrons Alphas and Protons (SWEAP) SPAN-A Proton Differential Energy Flux for each Deflector Step, Energy, and Anode, Level 2 (L2), 7 s Data
psp_swp_spi_sf0a_l3_mom_inst	VXO/20210422/NASA/NumericalData/ParkerSolarProbe/SWEAP/SPAN-A/Level3/AlphaPartialMoments/InstrumentFrame/PT14S	NASA Space Physics Data Facility	https://doi.org/10.48322/ke19-2789	2020-01-01T00:00:00	Livi, Roberto; Larson, Davin, E.; Rahmati, Ali	PSP Solar Wind Electrons Alphas and Protons (SWEAP) SPAN-A Alpha Particle Distribution Function, Partial Moments, Instrument Frame, Level 3 (L3), 14 s Data
psp_swp_spa_sf0_l3_pad	VXO/20210422/NASA/NumericalData/ParkerSolarProbe/SWEAP/SPAN-A/Level3/PitchAngleDistribution/PT13.981S	NASA Space Physics Data Facility	https://doi.org/10.48322/envk-8520	2020-01-01T00:00:00	Whittlesey, Phyllis; Larson, Davin, E.; Rahmati, Ali	PSP Solar Wind Electrons Alphas and Protons (SWEAP) SPAN-A Electron Pitch Angle Distributions, Level 3 (L3), 13.981 s Data
psp_swp_spi_sf00_l3_mom_inst	VXO/20210422/NASA/NumericalData/ParkerSolarProbe/SWEAP/SPAN-A/Level3/ProtonPartialMoments/InstrumentFrame/PT7S	NASA Space Physics Data Facility	https://doi.org/10.48322/ypyh-s325	2020-01-01T00:00:00	Livi, Roberto; Larson, Davin, E.; Rahmati, Ali	PSP Solar Wind Electrons Alphas and Protons (SWEAP) SPAN-A Proton Distribution Function, Partial Moments, Instrument Frame, Level 3 (L3), 7 s Data
psp_swp_spb_sf0_l2_16ax8dx32e	VXO/20210422/NASA/NumericalData/ParkerSolarProbe/SWEAP/SPAN-B/Level2/ProtonAlphaFull3D/PT14S	NASA Space Physics Data Facility	https://doi.org/10.48322/f1vx-0f86	2020-01-01T00:00:00	Whittlesey, Phyllis; Larson, Davin, E.; Rahmati, Ali	PSP Solar Wind Electrons Alphas and Protons (SWEAP) SPAN-B Full 3D Electron Spectra, Level 2 (L2), 14 s Data
psp_swp_spb_sf1_l2_32e	VXO/20210422/NASA/NumericalData/ParkerSolarProbe/SWEAP/SPAN-B/Level2/ProtonAlphaFullSpectra/PT1.74S	NASA Space Physics Data Facility	https://doi.org/10.48322/db2p-rk78	2020-01-01T00:00:00	Whittlesey, Phyllis; Larson, Davin, E.; Rahmati, Ali	PSP Solar Wind Electrons Alphas and Protons (SWEAP) SPAN-B Electron Energy Spectra, Level 2 (L2), 1.74 s Data
psp_swp_spb_sf0_l3_pad	VXO/20210422/NASA/NumericalData/ParkerSolarProbe/SWEAP/SPAN-B/Level3/PitchAngleDistribution/PT13.981S	NASA Space Physics Data Facility	https://doi.org/10.48322/ccen-5a96	2020-01-01T00:00:00	Whittlesey, Phyllis; Larson, Davin, E.; Rahmati, Ali	PSP Solar Wind Electrons Alphas and Protons (SWEAP) SPAN-B Electron Pitch Angle Distributions, Level 3 (L3), 13.981 s Data
psp_swp_spe_sf0_l3_pad	VXO/20210422/NASA/NumericalData/ParkerSolarProbe/SWEAP/SPAN-E/Level3/PitchAngleDistribution/PT13.981S	NASA Space Physics Data Facility	https://doi.org/10.48322/8ync-7p95	2020-01-01T00:00:00	Whittlesey, Phyllis; Larson, Davin, E.; Rahmati, Ali	PSP Solar Wind Electrons Alphas and Protons (SWEAP) SPE Electron Pitch Angle Distribution, Level 3 (L3), 13.981 s Data
psp_swp_spc_l2i	VXO/20210422/NASA/NumericalData/ParkerSolarProbe/SWEAP/SPC/Level2/ChargeFluxDistributions/PT0.2185S	NASA Space Physics Data Facility	https://doi.org/10.48322/wpk2-yq48	2020-01-01T00:00:00	Kasper, Justin, C.; Stevens, M., L.; Case, A., W.; Korreck, K., E.	PSP Solar Wind Electrons Alphas and Protons (SWEAP) SPC Ion Charge Flux Distributions, Electrical Current versus Time and Energy-per-Charge, Level 2 (L2), 0.2185 s Data
psp_swp_spc_l3i	VXO/20210422/NASA/NumericalData/ParkerSolarProbe/SWEAP/SPC/Level3/SolarWindMomentsFits/PT0.2185S	NASA Space Physics Data Facility	https://doi.org/10.48322/49we-tr31	2020-01-01T00:00:00	Kasper, Justin, C.; Stevens, M., L.; Case, A., W.; Korreck, K., E.	PSP Solar Wind Electrons Alphas and Protons (SWEAP) SPC Ion Number Density, Velocity, and Thermal Speed Momemts and Fits, Level 3 (L3), 0.2185 s Data
psp_fld_l2_dfb_ac_bpf_dv12hg	VXO/20210422/NASA/NumericalData/ParkerSolarProbe/FIELDS/DFB/Level2/AC/BandpassFilter/DV12/HighGain/PT0.873813S	XXX	XXX	XXX	XXX	PSP FIELDS Digital Fields Board (DFB) AC-coupled Differential Voltage, V1-V2 Antennae, Dipole Mode, Bandpass filtered, High Gain, Sensor coordinates, Level 2 (L2), 0.873813 s Data
psp_fld_l2_dfb_ac_bpf_dv34hg	VXO/20210422/NASA/NumericalData/ParkerSolarProbe/FIELDS/DFB/Level2/AC/BandpassFilter/DV34/HighGain/PT0.873813S	XXX	XXX	XXX	XXX	PSP FIELDS Digital Fields Board (DFB) AC-coupled Differential Voltage, V3-V4 Antennae, Dipole Mode, Bandpass filtered, High Gain, Sensor coordinates, Level 2 (L2), 0.873813 s Data
psp_fld_l2_dfb_ac_bpf_scmumfhg	VXO/20210422/NASA/NumericalData/ParkerSolarProbe/FIELDS/DFB/Level2/AC/BandpassFilter/SCM/MediumFrequency/HighGain/PT0.873813S	XXX	XXX	XXX	XXX	PSP FIELDS Digital Fields Board (DFB) AC-coupled Searchcoil Magnetometer, SCM, Bandpass filtered, Medium Frequency, High Gain, u-component, Sensor coordinates, Level 2 (L2), 0.873813 s Data
psp_fld_l2_dfb_ac_bpf_scmulfhg	VXO/20210422/NASA/NumericalData/ParkerSolarProbe/FIELDS/DFB/Level2/AC/BandpassFilter/SCM/U/LowFrequency/HighGain/PT0.873813S	XXX	XXX	XXX	XXX	PSP FIELDS Digital Fields Board (DFB) AC-coupled Searchcoil Magnetometer, SCM, Bandpass filtered, Low Frequency, High Gain, u-component, Sensor coordinates, Level 2 (L2), 0.873813 s Data
psp_fld_l2_dfb_dbm_dvac	VXO/20210422/NASA/NumericalData/ParkerSolarProbe/FIELDS/DFB/Level2/AC/BurstMemory/DV/PT0.0068267S	XXX	XXX	XXX	XXX	PSP FIELDS Digital Fields Board (DFB) Differential Voltage Burst Waveform, Level 2 (L2), 0.873813 s Data
