isee2_1min_proton_fpe_00000000_v01.cdf	2008-08-05 14:28	33K
de1_2sec_oa_00000000_v01.cdf	2009-01-09 16:36	204K
themis_r0_efi_00000000_v01.cdf	2009-01-16 10:01	15K
thg_r0_asi_00000000_v01.cdf	2009-01-16 11:25	14K
themis_r0_scm_00000000_v01.cdf	2009-01-16 13:55	15K
sta_l2_pla_1dmax_00000000_v01.cdf	2009-02-10 13:15	220K
stb_l2_pla_1dmax_00000000_v01.cdf	2009-02-10 13:18	220K
prognoz10_10s_mgf_00000000_v01.cdf	2009-04-28 16:49	11K
prognoz10_10s_tms2_00000000_v01.cdf	2009-06-01 10:31	49K
im_electron_plasma_freq_rpi_00000000_v01.cdf	2010-01-27 15:18	17K
tha_l1_scw_dq_00000000_v01.cdf	2010-03-04 13:25	39K
tha_l1_ffw_32_00000000_v01.cdf	2010-03-04 13:25	43K
tha_l1_fge_00000000_v01.cdf	2010-03-04 13:25	35K
tha_l1_fgl_00000000_v01.cdf	2010-03-04 13:25	36K
tha_l1_fgh_00000000_v01.cdf	2010-03-04 13:25	35K
tha_l1_ffw_64_00000000_v01.cdf	2010-03-04 13:26	44K
tha_l1_efw_dq_00000000_v01.cdf	2010-03-04 13:26	41K
g12_k0_eps_00000000_v01.cdf	2010-04-06 09:48	23K
goes12_k0_eps_00000000_v01.cdf	2010-04-06 09:48	23K
l0_h0_mpa_00000000_v01.cdf	2010-04-06 09:48	48K
l4_h0_mpa_00000000_v01.cdf	2010-04-06 09:48	48K
tha_l1_ffp_64_00000000_v01.cdf	2010-08-23 10:13	45K
tha_l1_bau_00000000_v01.cdf	2010-08-23 10:14	53K
tha_l1_efw_00000000_v01.cdf	2010-08-23 10:14	40K
tha_l1_vaf_00000000_v01.cdf	2010-08-23 10:14	35K
tha_l1_scw_00000000_v01.cdf	2010-08-23 10:14	39K
tha_l1_ffw_16_00000000_v01.cdf	2010-08-23 10:14	44K
tha_l1_efp_00000000_v01.cdf	2010-08-23 10:14	36K
tha_l1_eff_00000000_v01.cdf	2010-08-23 10:14	36K
tha_l1_mom_00000000_v01.cdf	2010-08-23 10:14	46K
tha_l1_trg_00000000_v01.cdf	2010-08-23 10:14	34K
tha_l1_fgm_00000000_v01.cdf	2010-08-23 10:14	63K
tha_l1_scf_00000000_v01.cdf	2010-08-23 10:14	35K
tha_l1_fbk_00000000_v01.cdf	2010-08-23 10:14	49K
tha_l1_vaw_00000000_v01.cdf	2010-08-23 10:14	35K
tha_l1_scp_00000000_v01.cdf	2010-08-23 10:15	35K
tha_l1_ffp_16_00000000_v01.cdf	2010-08-23 10:15	44K
tha_l1_hsk_00000000_v01.cdf	2010-08-23 10:15	236K
tha_l1_fit_00000000_v01.cdf	2010-08-23 10:15	39K
tha_l1_vap_00000000_v01.cdf	2010-08-23 10:15	35K
tha_l1_ffp_32_00000000_v01.cdf	2010-08-23 10:15	44K
tha_l1_scmode_00000000_v01.cdf	2010-08-23 10:15	45K
tha_l1_sst_00000000_v01.cdf	2010-08-23 10:15	155K
isee1_k1_lecr_00000000_v01.cdf	2010-09-03 16:27	20K
cnofs_vefi_fft_2sec_mode1_00000000_v01.cdf	2010-11-04 11:29	30K
isee1_vse9sec_fe_00000000_v01.cdf	2011-05-10 13:04	22K
messenger_500ms_mag_00000000_v01.cdf	2012-02-01 17:23	31K
ge_h1_cpi_00000000_v01.cdf	2012-03-08 14:58	32K
timed_l2av7_saber_00000000_v01.cdf	2012-03-08 15:07	117K
noaa19_poes-sem_2second_00000000_v01.cdf	2012-03-26 13:20	128K
po_c3_pix_00000000_v01.cdf	2012-04-02 13:14	44K
