ibex_h3_ena_lo_r10_nocg_nosp_omni_7yr	Fsnr7			Hydrogen, H, ENA Signal to Noise Ratio, IBEX-Lo Energy Channel 7, center energy 0.872 keV, mapped	Hydrogen, H, Energetic Neutral Atom, ENA, Signal to Noise Ratio for IBEX-Lo Energy Channel 7, center energy 0.872 keV, Mollweide map projection. The energy resolution, &#916;E/E, is equal to 0.8 for all channels.	EnergeticParticles	Particle	Atom	NumberFlux	Array Magnitude Ratio Uncertainty	IBEX/Lo							
ibex_h3_ena_lo_r10_nocg_nosp_omni_7yr	Fsnr7_plasma			Hydrogen, H, ENA Signal to Noise Ratio, IBEX-Lo Energy Channel 7, center energy 0.872 keV, x-y map	Hydrogen, H, Energetic Neutral Atom, ENA, Signal to Noise Ratio for IBEX-Lo Energy Channel 7, center energy 0.872 keV, rectangular west latitude-longitude projection. The energy resolution, &#916;E/E, is equal to 0.8 for all channels.	EnergeticParticles	Particle	Atom	NumberFlux	Array Magnitude Ratio Uncertainty	IBEX/Lo							
ibex_h3_ena_lo_r10_nocg_nosp_omni_7yr	Fvar7	(cm^2 s sr eV)^-2	3.89577e-25&gt;(m^2 s sr J)^-2	Hydrogen, H, ENA Flux Variance, IBEX-Lo Energy Channel 7, center energy 0.872 keV, mapped	Hydrogen, H, Energetic Neutral Atom, ENA, Flux Variance for IBEX-Lo Energy Channel 7, center energy 0.872 keV, Mollweide map projection. The energy resolution, &#916;E/E, is equal to 0.8 for all channels.	EnergeticParticles	Particle	Atom	NumberFlux	Array Magnitude Differential Variance	IBEX/Lo							
ibex_h3_ena_lo_r10_nocg_nosp_omni_7yr	Fvar7_plasma	(cm^2 s sr eV)^-2	3.89577e-25&gt;(m^2 s sr J)^-2	Hydrogen, H, ENA Flux Variance, IBEX-Lo Energy Channel 7, center energy 0.872 keV, x-y map	Hydrogen, H, Energetic Neutral Atom, ENA, Flux Variance for IBEX-Lo Energy Channel 7, center energy 0.872 keV, rectangular west latitude-longitude projection. The energy resolution, &#916;E/E, is equal to 0.8 for all channels.	EnergeticParticles	Particle	Atom	NumberFlux	Array Magnitude Differential Variance	IBEX/Lo							
ibex_h3_ena_lo_r10_nocg_nosp_omni_7yr	Fexp7	s		Hydrogen, H, ENA Total Exposure Time, center energy 0.872 keV, IBEX-Lo Energy Channel 7 mapped	Hydrogen, H, Energetic Neutral Atom, ENA, Total Exposure Time for IBEX-Lo Energy Channel 7, center energy 0.872 keV, Mollweide map projection. The energy resolution, &#916;E/E, is equal to 0.8 for all channels.		Support		Temporal	Array Magnitude								
ibex_h3_ena_lo_r10_nocg_nosp_omni_7yr	Fexp7_plasma	s		Hydrogen, H, ENA Total Exposure Time, center energy 0.872 keV, IBEX-Lo Energy Channel 7 x-y map	Hydrogen, H, Energetic Neutral Atom, ENA, Total Exposure Time for IBEX-Lo Energy Channel 7, center energy 0.872 keV, rectangular west latitude-longitude projection. The energy resolution, &#916;E/E, is equal to 0.8 for all channels.		Support		Temporal	Array Magnitude								
ibex_h3_ena_lo_r10_nocg_nosp_omni_7yr	Cnts7			Hydrogen, H, ENA Total Counts, IBEX-Lo Energy Channel 7, center energy 0.872 keV, mapped	Hydrogen, H, Energetic Neutral Atom, ENA, Total Counts for IBEX-Lo Energy Channel 7, center energy 0.872 keV, Mollweide map projection. The energy resolution, &#916;E/E, is equal to 0.8 for all channels.	EnergeticParticles	Particle	Atom	Counts	Array Magnitude	IBEX/Lo							
ibex_h3_ena_lo_r10_nocg_nosp_omni_7yr	Cnts7_plasma			Hydrogen, H, ENA Total Counts, IBEX-Lo Energy Channel 7, center energy 0.872 keV, x-y map	Hydrogen, H, Energetic Neutral Atom, ENA, Total Counts for IBEX-Lo Energy Channel 7, center energy 0.872 keV, rectangular west latitude-longitude projection. The energy resolution, &#916;E/E, is equal to 0.8 for all channels.	EnergeticParticles	Particle	Atom	Counts	Array Magnitude	IBEX/Lo							
ibex_h3_ena_lo_r10_nocg_nosp_omni_7yr	Numb7			Samples Per Pixel, IBEX-Lo Energy Channel 7, center energy 0.872 keV, mapped	Samples per Pixel, averaged over a 1 year time interval for IBEX-Lo Energy Channel 7, center energy 0.872 keV, Mollweide map projection. The energy resolution, &#916;E/E, is equal to 0.8 for all channels.		Support		Other	Array Magnitude								
ibex_h3_ena_lo_r10_nocg_nosp_omni_7yr	Numb7_plasma			Samples Per Pixel, IBEX-Lo Energy Channel 7, center energy 0.872 keV, x-y map	Samples per Pixel, averaged over a 1 year time interval for IBEX-Lo Energy Channel 7, center energy 0.872 keV, rectangular west latitude-longitude projection. The energy resolution, &#916;E/E, is equal to 0.8 for all channels.		Support		Other	Array Magnitude								
