ac_at_def	yyyymmdd	pub/data/ace/orbit/level_2_cdaweb/def_at/
ac_h1_mfi	yyyymmdd	pub/data/ace/mag/level_2_cdaweb/mfi_h1/
ac_h2_mfi	yyyymmdd	pub/data/ace/mag/level_2_cdaweb/mfi_h2/
ac_h2_sep	yyyymmdd	pub/data/ace/sepica/level_2_cdaweb/sep_h2/
ac_h2_swe	yyyymmdd	pub/data/ace/swepam/level_2_cdaweb/swe_h2/
ac_h2_swi	yyyymmdd	pub/data/ace/swics/level_2_cdaweb/swi_h2/
ac_h3_mfi	yyyymmdd	pub/data/ace/mag/level_2_cdaweb/mfi_h3/
ac_h3_swi	yyyymmdd	pub/data/ace/swics/level_2_cdaweb/swi_h3/
ac_h4_swi	yyyymmdd	pub/data/ace/swics/level_2_cdaweb/swi_h4/
ac_h5_swi	yyyymmdd	pub/data/ace/swics/level_2_cdaweb/swi_h5/
ac_k0_epm	yyyymmdd	pub/data/ace/epam/level_2_cdaweb/epm_k0/
ac_k0_mfi	yyyymmdd	pub/data/ace/mag/level_2_cdaweb/mfi_k0/
ac_k0_swe	yyyymmdd	pub/data/ace/swepam/level_2_cdaweb/swe_k0/
ac_k1_epm	yyyymmdd	pub/data/ace/epam/level_2_cdaweb/epm_k1/
ac_k1_mfi	yyyymmdd	pub/data/ace/mag/level_2_cdaweb/mfi_k1/
ac_k1_swe	yyyymmdd	pub/data/ace/swepam/level_2_cdaweb/swe_k1/
ac_k2_mfi	yyyymmdd	pub/data/ace/mag/level_2_cdaweb/mfi_k2/
ac_or_def	yyyymmdd	pub/data/ace/orbit/level_2_cdaweb/def_or/
alouette2_av_lim	yyyydoyhhmmss	pub/data/alouette/topside_sounder/ionogram_cdaweb/alouette2/LIM_12S_283E/
alouette2_av_qui	yyyydoyhhmmss	pub/data/alouette/topside_sounder/ionogram_cdaweb/alouette2/QUI_01S_281E/
alouette2_av_snt	yyyydoyhhmmss	pub/data/alouette/topside_sounder/ionogram_cdaweb/alouette2/SNT_33S_298E/
alouette2_av_sol	yyyydoyhhmmss	pub/data/alouette/topside_sounder/ionogram_cdaweb/alouette2/SOL_52S_302E/
alouette2_av_ula	yyyydoyhhmmss	pub/data/alouette/topside_sounder/ionogram_cdaweb/alouette2/ULA_65N_212E/
alouette2_av_wnk	yyyydoyhhmmss	pub/data/alouette/topside_sounder/ionogram_cdaweb/alouette2/WNK_51N_359E/
alouette2_neprof_tops	yyyymmdd	pub/data/alouette/topside_sounder/crc_ne_profile_cdf/alouette2/
amptecce_h0_mepa	yyyymmdd	pub/data/ampte/cce/MEPA/h0/
apollo12_sws_1hr	yyyymmdd	pub/data/apollo/apollo12_cdaweb/sws_1hr/
apollo12_sws_28s	yyyymmdd	pub/data/apollo/apollo12_cdaweb/sws_28s/
apollo15_sws_1hr	yyyymmdd	pub/data/apollo/apollo15_cdaweb/sws_1hr/
apollo15_sws_28s	yyyymmdd	pub/data/apollo/apollo15_cdaweb/sws_28s/
bar118_1a_2_l2_ephm	yyyymmdd	pub/data/barrel/l2/1a/ephem/
bar118_1a_2_l2_fspc	yyyymmdd	pub/data/barrel/l2/1a/fspc/
bar118_1a_2_l2_hkpg	yyyymmdd	pub/data/barrel/l2/1a/hkpg/
bar118_1a_2_l2_magn	yyyymmdd	pub/data/barrel/l2/1a/magn/
bar118_1a_2_l2_misc	yyyymmdd	pub/data/barrel/l2/1a/misc/
bar118_1a_2_l2_mspc	yyyymmdd	pub/data/barrel/l2/1a/mspc/
bar118_1a_2_l2_rcnt	yyyymmdd	pub/data/barrel/l2/1a/rcnt/
bar118_1a_2_l2_sspc	yyyymmdd	pub/data/barrel/l2/1a/sspc/
bar_1a_l2_ephm	yyyymmdd	pub/data/barrel/l2/1a/ephem/
bar_1a_l2_fspc	yyyymmdd	pub/data/barrel/l2/1a/fspc/
bar_1a_l2_hkpg	yyyymmdd	pub/data/barrel/l2/1a/hkpg/
bar_1a_l2_magn	yyyymmdd	pub/data/barrel/l2/1a/magn/
bar_1a_l2_mspc	yyyymmdd	pub/data/barrel/l2/1a/mspc/
bar_1a_l2_rcnt	yyyymmdd	pub/data/barrel/l2/1a/rcnt/
bar_1a_l2_sspc	yyyymmdd	pub/data/barrel/l2/1a/sspc/
bar_1b_l2_ephm	yyyymmdd	pub/data/barrel/l2/1b/ephem/
bar_1b_l2_fspc	yyyymmdd	pub/data/barrel/l2/1b/fspc/
bar_1b_l2_hkpg	yyyymmdd	pub/data/barrel/l2/1b/hkpg/
bar_1b_l2_magn	yyyymmdd	pub/data/barrel/l2/1b/magn/
bar_1b_l2_mspc	yyyymmdd	pub/data/barrel/l2/1b/mspc/
bar_1b_l2_rcnt	yyyymmdd	pub/data/barrel/l2/1b/rcnt/
bar_1b_l2_sspc	yyyymmdd	pub/data/barrel/l2/1b/sspc/
bar_1c_l2_ephm	yyyymmdd	pub/data/barrel/l2/1c/ephem/
bar_1c_l2_fspc	yyyymmdd	pub/data/barrel/l2/1c/fspc/
bar_1c_l2_hkpg	yyyymmdd	pub/data/barrel/l2/1c/hkpg/
bar_1c_l2_magn	yyyymmdd	pub/data/barrel/l2/1c/magn/
bar_1c_l2_mspc	yyyymmdd	pub/data/barrel/l2/1c/mspc/
bar_1c_l2_rcnt	yyyymmdd	pub/data/barrel/l2/1c/rcnt/
bar_1c_l2_sspc	yyyymmdd	pub/data/barrel/l2/1c/sspc/
bar_1d_l2_ephm	yyyymmdd	pub/data/barrel/l2/1d/ephem/
bar_1d_l2_fspc	yyyymmdd	pub/data/barrel/l2/1d/fspc/
bar_1d_l2_hkpg	yyyymmdd	pub/data/barrel/l2/1d/hkpg/
bar_1d_l2_magn	yyyymmdd	pub/data/barrel/l2/1d/magn/
bar_1d_l2_mspc	yyyymmdd	pub/data/barrel/l2/1d/mspc/
bar_1d_l2_rcnt	yyyymmdd	pub/data/barrel/l2/1d/rcnt/
bar_1d_l2_sspc	yyyymmdd	pub/data/barrel/l2/1d/sspc/
bar_1g_l2_ephm	yyyymmdd	pub/data/barrel/l2/1g/ephem/
bar_1g_l2_fspc	yyyymmdd	pub/data/barrel/l2/1g/fspc/
bar_1g_l2_hkpg	yyyymmdd	pub/data/barrel/l2/1g/hkpg/
