cdf_metadata_type	character_num	dimension	cdf_variable_type	OOOOO	data_product_name	parameter_key	fieldnam	catdesc	var_notes	units	scalemin	scalemax	validmin	validmax	fillval	depend_0	format	lablaxis	var_type	display_type	coordinate_system	depend_1	labl_ptr_1	monoton	scaletyp	component_0	dict_key	depend_2	funct	labl_ptr_2	virtual	arr_dim	arr_index	chan_name	delta_minus_var	delta_plus_var	flux_ptr	mnemonic	si_conversion	species	time_base	time_scale	variable_purpose	v_parent
CDF_INT4	1	1:[28]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	A_Na	A_Na	Na counts side A			0	1000	0	16777215	-2147483648	Epoch	I8	A_Na	data	spectrogram		Na_ENERGY	Na_ENERGY_LABL		linear		particle_flux&gt;differential_directional_number_rate											A_Na						
CDF_INT4	1	1:[28]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	A_Ne	A_Ne	Ne counts side A			0	1000	0	16777215	-2147483648	Epoch	I8	A_Ne	data	spectrogram		Ne_ENERGY	Ne_ENERGY_LABL		linear		particle_flux&gt;differential_directional_number_rate											A_Ne						
CDF_INT4	1	1:[33]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	A_Ni	A_Ni	Ni counts side A			0	1000	0	16777215	-2147483648	Epoch	I8	A_Ni	data	spectrogram		Ni_ENERGY	Ni_ENERGY_LABL		linear		particle_flux&gt;differential_directional_number_rate											A_Ni						
CDF_INT4	1	1:[28]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	A_O	A_O	O counts side A			0	1000	0	16777215	-2147483648	Epoch	I8	A_O	data	spectrogram		O_ENERGY	O_ENERGY_LABL		linear		particle_flux&gt;differential_directional_number_rate											A_O						
CDF_INT4	1	1:[29]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	A_S	A_S	S counts side A			0	1000	0	16777215	-2147483648	Epoch	I8	A_S	data	spectrogram		S_ENERGY	S_ENERGY_LABL		linear		particle_flux&gt;differential_directional_number_rate											A_S						
CDF_INT4	1	1:[29]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	A_Si	A_Si	Si counts side A			0	1000	0	16777215	-2147483648	Epoch	I8	A_Si	data	spectrogram		Si_ENERGY	Si_ENERGY_LABL		linear		particle_flux&gt;differential_directional_number_rate											A_Si						
CDF_INT4	1	1:[28]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	B_Al	B_Al	Al counts side B			0	1000	0	16777215	-2147483648	Epoch	I8	B_Al	data	spectrogram		Al_ENERGY	Al_ENERGY_LABL		linear		particle_flux&gt;differential_directional_number_rate											B_Al						
CDF_INT4	1	1:[29]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	B_Ar	B_Ar	Ar counts side B			0	1000	0	16777215	-2147483648	Epoch	I8	B_Ar	data	spectrogram		Ar_ENERGY	Ar_ENERGY_LABL		linear		particle_flux&gt;differential_directional_number_rate											B_Ar						
CDF_INT4	1	1:[27]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	B_C	B_C	C counts side B			0	1000	0	16777215	-2147483648	Epoch	I8	B_C	data	spectrogram		C_ENERGY	C_ENERGY_LABL		linear		particle_flux&gt;differential_directional_number_rate											B_C						
CDF_INT4	1	1:[30]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	B_Ca	B_Ca	Ca counts side B			0	1000	0	16777215	-2147483648	Epoch	I8	B_Ca	data	spectrogram		Ca_ENERGY	Ca_ENERGY_LABL		linear		particle_flux&gt;differential_directional_number_rate											B_Ca						
CDF_INT4	1	1:[31]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	B_Cr	B_Cr	Cr counts side B			0	1000	0	16777215	-2147483648	Epoch	I8	B_Cr	data	spectrogram		Cr_ENERGY	Cr_ENERGY_LABL		linear		particle_flux&gt;differential_directional_number_rate											B_Cr						
CDF_INT4	1	1:[16]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	B_Electrons	B_Electrons	Electrons counts side B			0	1000	0	16777215	-2147483648	Epoch	I8	B_Electrons	data	spectrogram		Electrons_ENERGY	Electrons_ENERGY_LABL		linear		particle_flux&gt;differential_directional_number_rate											B_Electrons						
CDF_FLOAT	1	1:[16]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	B_Electrons_Rate	B_Electrons_Rate	Electrons count rate side B		s^-1	0.0	1000.0	0.0	2.0e+07	-1.0e+31	Epoch	F10.1	Electrons rate B	data	spectrogram		Electrons_ENERGY	Electrons_ENERGY_LABL		log		particle_flux&gt;differential_directional_number_rate											B_Electrons&gt;rate						
CDF_INT4	1	1:[32]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	B_Fe	B_Fe	Fe counts side B			0	1000	0	16777215	-2147483648	Epoch	I8	B_Fe	data	spectrogram		Fe_ENERGY	Fe_ENERGY_LABL		linear		particle_flux&gt;differential_directional_number_rate											B_Fe						
CDF_INT4	1	1:[25]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	B_H	B_H	H counts side B			0	1000	0	16777215	-2147483648	Epoch	I8	B_H	data	spectrogram		H_ENERGY	H_ENERGY_LABL		linear		particle_flux&gt;differential_directional_number_rate											B_H						
CDF_INT4	1	1:[26]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	B_He	B_He	He counts side B			0	1000	0	16777215	-2147483648	Epoch	I8	B_He	data	spectrogram		He_ENERGY	He_ENERGY_LABL		linear		particle_flux&gt;differential_directional_number_rate											B_He						
CDF_INT4	1	1:[28]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	B_Mg	B_Mg	Mg counts side B			0	1000	0	16777215	-2147483648	Epoch	I8	B_Mg	data	spectrogram		Mg_ENERGY	Mg_ENERGY_LABL		linear		particle_flux&gt;differential_directional_number_rate											B_Mg						
CDF_INT4	1	1:[27]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	B_N	B_N	N counts side B			0	1000	0	16777215	-2147483648	Epoch	I8	B_N	data	spectrogram		N_ENERGY	N_ENERGY_LABL		linear		particle_flux&gt;differential_directional_number_rate											B_N						
CDF_INT4	1	1:[28]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	B_Na	B_Na	Na counts side B			0	1000	0	16777215	-2147483648	Epoch	I8	B_Na	data	spectrogram		Na_ENERGY	Na_ENERGY_LABL		linear		particle_flux&gt;differential_directional_number_rate											B_Na						
CDF_INT4	1	1:[28]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	B_Ne	B_Ne	Ne counts side B			0	1000	0	16777215	-2147483648	Epoch	I8	B_Ne	data	spectrogram		Ne_ENERGY	Ne_ENERGY_LABL		linear		particle_flux&gt;differential_directional_number_rate											B_Ne						
CDF_INT4	1	1:[33]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	B_Ni	B_Ni	Ni counts side B			0	1000	0	16777215	-2147483648	Epoch	I8	B_Ni	data	spectrogram		Ni_ENERGY	Ni_ENERGY_LABL		linear		particle_flux&gt;differential_directional_number_rate											B_Ni						
CDF_INT4	1	1:[28]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	B_O	B_O	O counts side B			0	1000	0	16777215	-2147483648	Epoch	I8	B_O	data	spectrogram		O_ENERGY	O_ENERGY_LABL		linear		particle_flux&gt;differential_directional_number_rate											B_O						
CDF_INT4	1	1:[29]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	B_S	B_S	S counts side B			0	1000	0	16777215	-2147483648	Epoch	I8	B_S	data	spectrogram		S_ENERGY	S_ENERGY_LABL		linear		particle_flux&gt;differential_directional_number_rate											B_S						
CDF_INT4	1	1:[29]	T/T	OOOOO	psp_isois-epihi_l2-let1-rates60	B_Si	B_Si	Si counts side B			0	1000	0	16777215	-2147483648	Epoch	I8	B_Si	data	spectrogram		Si_ENERGY	Si_ENERGY_LABL		linear		particle_flux&gt;differential_directional_number_rate											B_Si						
CDF_FLOAT	1	1:[16]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	Electrons_ENERGY	Electrons_ENERGY	Energy Bins for Electrons		MeV			0.0	1000.0	-1.0e+31		F6.1	Energy	support_data				Electrons_ENERGY_LABL		log										Electrons_ENERGY_DELTAMINUS	Electrons_ENERGY_DELTAPLUS		Electrons_ENERGY						
CDF_FLOAT	1	1:[16]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	Electrons_ENERGY_DELTAMINUS	Electrons_ENERGY_DELTAMINUS	Minus values for Energy Bins for Electrons	[geometric mean] - [bin_bottom] of corresponding energy bin	MeV			0.0	1000.0	-1.0		F6.1	Electrons ENERGY DELTAMINUS	support_data						log																			
CDF_FLOAT	1	1:[16]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	Electrons_ENERGY_DELTAPLUS	Electrons_ENERGY_DELTAPLUS	Plus values for Energy Bins for Electrons	[bin_top] - [geometric mean] of corresponding energy bin	MeV			0.0	1000.0	-1.0		F6.1	Electrons ENERGY DELTAPLUS	support_data						log																			
CDF_CHAR	17	1:[16]	F/T	OOOOO	psp_isois-epihi_l2-let1-rates60	Electrons_ENERGY_LABL	Electrons_ENERGY_LABL	Electrons									A17		metadata																									
CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-let2-rates10	LET2_C_PA	LET2_C_PA	Pitch angle LET2C		&#176;	0.0	180.0	0.0	180.0	-1.0e+31	Epoch	F5.1	PA	data	time_series					linear		position&gt;angle											LET2_C_PA						
CDF_TT2000	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-let2-rates10	Epoch	Epoch	Default time		ns	2017-01-01T00:00:00.000000000	2025-01-01T00:00:00.000000000	1990-01-01T00:00:00.000000000	2029-12-31T23:59:59.999999000	9999-12-31T23:59:59.999999999			Time	support_data					INCREASE	linear		time&gt;epoch								Epoch_DELTA	Epoch_DELTA		Epoch	1e-9&gt;seconds		J2000	TT		
CDF_INT8	1	0:[]	F/	OOOOO	psp_isois-epihi_l2-let2-rates10	Epoch_DELTA	Epoch_DELTA	Epoch_DELTA	One half integration time in nanoseconds. Used for DELTA in Epoch.	ns	0	86000000000000	0	86000000000000	-9223372036854775808		I14	Epoch DELTA	support_data	time_series					linear		time											Epoch_DELTA	1e-9&gt;seconds					
CDF_FLOAT	1	1:[3]	T/T	OOOOO	psp_isois-epihi_l2-let2-rates10	LET2_C_HCI	LET2_C_HCI	HCI flow direction LET2C	Unit vector, after Fraenz and Harper, PSS, 2002.		-1.0	1.0	-1.0	1.0	-1.0e+31	Epoch	F6.3	Direction [x,y,z] HCI	data	time_series			label_dir_HCI		linear		position&gt;direction											LET2_C_HCI						
CDF_CHAR	5	1:[3]	F/T	OOOOO	psp_isois-epihi_l2-let2-rates10	label_dir_HCI	label_dir_HCI	Label Direction HCI									A5	label dir HCI	metadata																			label_dir_HCI						
CDF_FLOAT	1	1:[18]	T/T	OOOOO	psp_isois-epihi_l2-let2-rates10	C_H_Rate	C_H_Rate	H count rate side C		s^-1	0.0	1000.0	0.0	2.0e+07	-1.0e+31	Epoch	F10.1	H rate C	data	spectrogram		H_ENERGY	H_ENERGY_LABL		log		particle_flux&gt;differential_directional_number_rate											C_H&gt;rate						
CDF_FLOAT	1	1:[18]	F/T	OOOOO	psp_isois-epihi_l2-let2-rates10	H_ENERGY	H_ENERGY	Energy Bins for H		MeV			0.0	1000.0	-1.0e+31		F6.1	Energy	support_data				H_ENERGY_LABL		log										H_ENERGY_DELTAMINUS	H_ENERGY_DELTAPLUS		H_ENERGY						
CDF_CHAR	17	1:[18]	F/T	OOOOO	psp_isois-epihi_l2-let2-rates10	H_ENERGY_LABL	H_ENERGY_LABL	H									A17		metadata																									
CDF_FLOAT	1	1:[18]	F/T	OOOOO	psp_isois-epihi_l2-let2-rates10	H_ENERGY_DELTAMINUS	H_ENERGY_DELTAMINUS	Minus values for Energy Bins for H	[geometric mean] - [bin_bottom] of corresponding energy bin	MeV			0.0	1000.0	-1.0		F6.1	H ENERGY DELTAMINUS	support_data						log																			
CDF_FLOAT	1	1:[18]	F/T	OOOOO	psp_isois-epihi_l2-let2-rates10	H_ENERGY_DELTAPLUS	H_ENERGY_DELTAPLUS	Plus values for Energy Bins for H	[bin_top] - [geometric mean] of corresponding energy bin	MeV			0.0	1000.0	-1.0		F6.1	H ENERGY DELTAPLUS	support_data						log																			
CDF_FLOAT	1	1:[18]	T/T	OOOOO	psp_isois-epihi_l2-let2-rates10	C_H_Flux	C_H_Flux	H flux side C		cm!E-2!Nsr!E-1!Nsec!E-1!NMeV!E-1!N	0.0	1000.0	0.0	1.0e+10	-1.0e+31	Epoch	F13.1	H flux C	data	spectrogram		H_ENERGY	H_ENERGY_LABL		log		particle_flux&gt;differential_directional_number								C_H_Uncertainty	C_H_Uncertainty		C_H&gt;flux					PRIMARY_VAR,SUMMARY	
CDF_FLOAT	1	1:[18]	T/T	OOOOO	psp_isois-epihi_l2-let2-rates10	C_H_Uncertainty	C_H_Uncertainty	H uncertainty side C		cm!E-2!Nsr!E-1!Nsec!E-1!NMeV!E-1!N	0.0	1000.0	0.0	1.0e+10	-1.0e+31	Epoch	F13.1	H uncertainty C	support_data	spectrogram		H_ENERGY	H_ENERGY_LABL		log		particle_flux&gt;differential_directional_number_rate											C_H&gt;uncertainty						
CDF_FLOAT	1	1:[22]	T/T	OOOOO	psp_isois-epihi_l2-let2-rates10	C_He_Rate	C_He_Rate	He count rate side C		s^-1	0.0	1000.0	0.0	2.0e+07	-1.0e+31	Epoch	F10.1	He rate C	data	spectrogram		He_ENERGY	He_ENERGY_LABL		log		particle_flux&gt;differential_directional_number_rate											C_He&gt;rate						
CDF_FLOAT	1	1:[22]	F/T	OOOOO	psp_isois-epihi_l2-let2-rates10	He_ENERGY	He_ENERGY	Energy Bins for He		MeV/n			0.0	1000.0	-1.0e+31		F6.1	Energy	support_data				He_ENERGY_LABL		log										He_ENERGY_DELTAMINUS	He_ENERGY_DELTAPLUS		He_ENERGY						
CDF_CHAR	21	1:[22]	F/T	OOOOO	psp_isois-epihi_l2-let2-rates10	He_ENERGY_LABL	He_ENERGY_LABL	He									A21		metadata																									
CDF_FLOAT	1	1:[22]	F/T	OOOOO	psp_isois-epihi_l2-let2-rates10	He_ENERGY_DELTAMINUS	He_ENERGY_DELTAMINUS	Minus values for Energy Bins for He	[geometric mean] - [bin_bottom] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	He ENERGY DELTAMINUS	support_data						log																			
CDF_FLOAT	1	1:[22]	F/T	OOOOO	psp_isois-epihi_l2-let2-rates10	He_ENERGY_DELTAPLUS	He_ENERGY_DELTAPLUS	Plus values for Energy Bins for He	[bin_top] - [geometric mean] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	He ENERGY DELTAPLUS	support_data						log																			
CDF_FLOAT	1	1:[3]	T/T	OOOOO	psp_isois-epihi_l2-let2-rates10	LET2_C_RTN	LET2_C_RTN	RTN flow direction LET2C	Unit vector, after Fraenz and Harper, PSS, 2002.		-1.0	1.0	-1.0	1.0	-1.0e+31	Epoch	F6.3	Direction [R,T,N]	data	time_series			label_dir_RTN		linear		position&gt;direction											LET2_C_RTN						
CDF_CHAR	1	1:[3]	F/T	OOOOO	psp_isois-epihi_l2-let2-rates10	label_dir_RTN	label_dir_RTN	Label Direction RTN									A1	label dir RTN	metadata																			label_dir_RTN						
CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-let2-rates10	HGC_Lat	HGC_Lat	HGC latitude	At timestamp. After Fraenz and Harper, PSS, 2002.	&#176;	-180.0	180.0	-180.0	180.0	-1.0e+31	Epoch	F6.1	HGC latitude	data	time_series					linear		position&gt;latitude											HGC_Lat						
CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-let2-rates10	HCI_R	HCI_R	Heliocentric distance	At timestamp. After Fraenz and Harper, PSS, 2002.	ua	0.04	1.03	0.04	1.03	-1.0e+31	Epoch	F5.3	R	data	time_series					linear		position&gt;radial											HCI_R	1.495978E11&gt;m					
CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-let2-rates10	HCI_Lon	HCI_Lon	HCI longitude	At timestamp. After Fraenz and Harper, PSS, 2002.	&#176;	0.0	360.0	0.0	360.0	-1.0e+31	Epoch	F5.1	HCI longitude	data	time_series					linear		position&gt;longitude											HCI_Lon						
CDF_FLOAT	1	1:[22]	T/T	OOOOO	psp_isois-epihi_l2-let2-rates10	C_He_Flux	C_He_Flux	He flux side C		cm!E-2!Nsr!E-1!Nsec!E-1!N(MeV/nuc)!E-1!N	0.0	1000.0	0.0	1.0e+10	-1.0e+31	Epoch	F13.1	He flux C	data	spectrogram		He_ENERGY	He_ENERGY_LABL		log		particle_flux&gt;differential_directional_number								C_He_Uncertainty	C_He_Uncertainty		C_He&gt;flux					PRIMARY_VAR,SUMMARY	
CDF_FLOAT	1	1:[22]	T/T	OOOOO	psp_isois-epihi_l2-let2-rates10	C_He_Uncertainty	C_He_Uncertainty	He uncertainty side C		cm!E-2!Nsr!E-1!Nsec!E-1!N(MeV/nuc)!E-1!N	0.0	1000.0	0.0	1.0e+10	-1.0e+31	Epoch	F13.1	He uncertainty C	support_data	spectrogram		He_ENERGY	He_ENERGY_LABL		log		particle_flux&gt;differential_directional_number_rate											C_He&gt;uncertainty						
CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-let2-rates10	HGC_R	HGC_R	Heliocentric distance	At timestamp. After Fraenz and Harper, PSS, 2002.	ua	0.04	1.03	0.04	1.03	-1.0e+31	Epoch	F5.3	R	data	time_series					linear		position&gt;radial											HGC_R	1.495978E11&gt;m					
CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-let2-rates10	HGC_Lon	HGC_Lon	HGC longitude	At timestamp. After Fraenz and Harper, PSS, 2002.	&#176;	0.0	360.0	0.0	360.0	-1.0e+31	Epoch	F5.1	HGC longitude	data	time_series					linear		position&gt;longitude											HGC_Lon						
CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-let2-rates10	HCI_Lat	HCI_Lat	HCI latitude	At timestamp. After Fraenz and Harper, PSS, 2002.	&#176;	-180.0	180.0	-180.0	180.0	-1.0e+31	Epoch	F6.1	HCI latitude	data	time_series					linear		position&gt;latitude											HCI_Lat						
CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-let2-rates10	LET2_C_SA	LET2_C_SA	Nominal Parker spiral angle LET2C	Angle between particle direction and nominal outward Parker spiral, based on 400 km/s solar wind and corotation breakdown at 10 Rs.	&#176;	0.0	180.0	0.0	180.0	-1.0e+31	Epoch	F5.1	SA	data	time_series					linear		position&gt;angle											LET2_C_SA						
CDF_INT4	1	1:[13]	T/T	OOOOO	psp_isois-epihi_l2-let2-rates10	C_Electrons	C_Electrons	Electrons counts side C			0	1000	0	16777215	-2147483648	Epoch	I8	C_Electrons	data	spectrogram		Electrons_ENERGY	Electrons_ENERGY_LABL		linear		particle_flux&gt;differential_directional_number_rate											C_Electrons						
CDF_FLOAT	1	1:[13]	T/T	OOOOO	psp_isois-epihi_l2-let2-rates10	C_Electrons_Rate	C_Electrons_Rate	Electrons count rate side C		s^-1	0.0	1000.0	0.0	2.0e+07	-1.0e+31	Epoch	F10.1	Electrons rate C	data	spectrogram		Electrons_ENERGY	Electrons_ENERGY_LABL		log		particle_flux&gt;differential_directional_number_rate											C_Electrons&gt;rate						
CDF_INT4	1	1:[18]	T/T	OOOOO	psp_isois-epihi_l2-let2-rates10	C_H	C_H	H counts side C			0	1000	0	16777215	-2147483648	Epoch	I8	C_H	data	spectrogram		H_ENERGY	H_ENERGY_LABL		linear		particle_flux&gt;differential_directional_number_rate											C_H						
CDF_INT4	1	1:[22]	T/T	OOOOO	psp_isois-epihi_l2-let2-rates10	C_He	C_He	He counts side C			0	1000	0	16777215	-2147483648	Epoch	I8	C_He	data	spectrogram		He_ENERGY	He_ENERGY_LABL		linear		particle_flux&gt;differential_directional_number_rate											C_He						
CDF_FLOAT	1	1:[13]	F/T	OOOOO	psp_isois-epihi_l2-let2-rates10	Electrons_ENERGY	Electrons_ENERGY	Energy Bins for Electrons		MeV			0.0	1000.0	-1.0e+31		F6.1	Energy	support_data				Electrons_ENERGY_LABL		log										Electrons_ENERGY_DELTAMINUS	Electrons_ENERGY_DELTAPLUS		Electrons_ENERGY						
CDF_FLOAT	1	1:[13]	F/T	OOOOO	psp_isois-epihi_l2-let2-rates10	Electrons_ENERGY_DELTAMINUS	Electrons_ENERGY_DELTAMINUS	Minus values for Energy Bins for Electrons	[geometric mean] - [bin_bottom] of corresponding energy bin	MeV			0.0	1000.0	-1.0		F6.1	Electrons ENERGY DELTAMINUS	support_data						log																			
CDF_FLOAT	1	1:[13]	F/T	OOOOO	psp_isois-epihi_l2-let2-rates10	Electrons_ENERGY_DELTAPLUS	Electrons_ENERGY_DELTAPLUS	Plus values for Energy Bins for Electrons	[bin_top] - [geometric mean] of corresponding energy bin	MeV			0.0	1000.0	-1.0		F6.1	Electrons ENERGY DELTAPLUS	support_data						log																			
CDF_CHAR	17	1:[13]	F/T	OOOOO	psp_isois-epihi_l2-let2-rates10	Electrons_ENERGY_LABL	Electrons_ENERGY_LABL	Electrons									A17		metadata																									
CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-let2-rates300	LET2_C_PA	LET2_C_PA	Pitch angle LET2C		&#176;	0.0	180.0	0.0	180.0	-1.0e+31	Epoch	F5.1	PA	data	time_series					linear		position&gt;angle											LET2_C_PA						
CDF_TT2000	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-let2-rates300	Epoch	Epoch	Default time		ns	2017-01-01T00:00:00.000000000	2025-01-01T00:00:00.000000000	1990-01-01T00:00:00.000000000	2029-12-31T23:59:59.999999000	9999-12-31T23:59:59.999999999			Time	support_data					INCREASE	linear		time&gt;epoch								Epoch_DELTA	Epoch_DELTA		Epoch	1e-9&gt;seconds		J2000	TT		
CDF_INT8	1	0:[]	F/	OOOOO	psp_isois-epihi_l2-let2-rates300	Epoch_DELTA	Epoch_DELTA	Epoch_DELTA	One half integration time in nanoseconds. Used for DELTA in Epoch.	ns	0	86000000000000	0	86000000000000	-9223372036854775808		I14	Epoch DELTA	support_data	time_series					linear		time											Epoch_DELTA	1e-9&gt;seconds					
CDF_FLOAT	1	1:[3]	T/T	OOOOO	psp_isois-epihi_l2-let2-rates300	LET2_C_HCI	LET2_C_HCI	HCI flow direction LET2C	Unit vector, after Fraenz and Harper, PSS, 2002.		-1.0	1.0	-1.0	1.0	-1.0e+31	Epoch	F6.3	Direction [x,y,z] HCI	data	time_series			label_dir_HCI		linear		position&gt;direction											LET2_C_HCI						
CDF_CHAR	5	1:[3]	F/T	OOOOO	psp_isois-epihi_l2-let2-rates300	label_dir_HCI	label_dir_HCI	Label Direction HCI									A5	label dir HCI	metadata																			label_dir_HCI						
CDF_FLOAT	1	1:[25]	T/T	OOOOO	psp_isois-epihi_l2-let2-rates300	LET2_C_R25_SECT_PA	LET2_C_R25_SECT_PA	Pitch angle LET2CR25SECT		&#176;	0.0	180.0	0.0	180.0	-1.0e+31	Epoch	F5.1	PA	data	time_series		LET2_R25_SECTORS	LET2_R25_SECTORS_LABL		linear		position&gt;angle											LET2_C_R25_SECT_PA						
CDF_INT1	1	1:[25]	F/T	OOOOO	psp_isois-epihi_l2-let2-rates300	LET2_R25_SECTORS	LET2_R25_SECTORS	LET2_R25_SECTORS					0	99			I2	sector	support_data																									
CDF_CHAR	9	1:[25]	F/T	OOOOO	psp_isois-epihi_l2-let2-rates300	LET2_R25_SECTORS_LABL	LET2_R25_SECTORS_LABL	25 sector labels									A9		metadata																									
CDF_FLOAT	1	2:[25,3]	T/TT	OOOOO	psp_isois-epihi_l2-let2-rates300	LET2_C_R25_SECT_HCI	LET2_C_R25_SECT_HCI	HCI flow direction LET2CR25SECT	Unit vector, after Fraenz and Harper, PSS, 2002.		-1.0	1.0	-1.0	1.0	-1.0e+31	Epoch	F6.3	Direction [x,y,z] HCI	data	time_series		LET2_R25_SECTORS	LET2_R25_SECTORS_LABL		linear		position&gt;direction			label_dir_HCI								LET2_C_R25_SECT_HCI						
CDF_FLOAT	1	2:[3,25]	T/TT	OOOOO	psp_isois-epihi_l2-let2-rates300	R25C_FeGroup_SECT_Rate	R25C_FeGroup_SECT_Rate	FeGroup sectored count rate R25C		s^-1	0.0	1000.0	0.0	2.0e+07	-1.0e+31	Epoch	F10.1	FeGroup rate R25C	data	spectrogram		R25_FeGroup_SECT_ENERGY	R25_FeGroup_SECT_ENERGY_LABL		log		particle_flux&gt;differential_directional_number_rate	LET2_R25_SECTORS		LET2_R25_SECTORS_LABL								R25C_FeGroup_SECT&gt;rate						
CDF_FLOAT	1	1:[3]	F/T	OOOOO	psp_isois-epihi_l2-let2-rates300	R25_FeGroup_SECT_ENERGY	R25_FeGroup_SECT_ENERGY	Energy Bins for R25 FeGroup SECT	Bin characteristic energy.	MeV/n			0.0	1000.0	-1.0		F6.1	Energy	support_data						log										R25_FeGroup_SECT_ENERGY_DELTAMINUS	R25_FeGroup_SECT_ENERGY_DELTAPLUS								
CDF_CHAR	21	1:[3]	F/T	OOOOO	psp_isois-epihi_l2-let2-rates300	R25_FeGroup_SECT_ENERGY_LABL	R25_FeGroup_SECT_ENERGY_LABL	R25 FeGroup SECT									A21		metadata																									
CDF_FLOAT	1	1:[3]	F/T	OOOOO	psp_isois-epihi_l2-let2-rates300	R25_FeGroup_SECT_ENERGY_DELTAMINUS	R25_FeGroup_SECT_ENERGY_DELTAMINUS	Minus values for Energy Bins for R25 FeGroup SECT	[geometric mean] - [bin_bottom] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	Energy lower extent	support_data						log																			
CDF_FLOAT	1	1:[3]	F/T	OOOOO	psp_isois-epihi_l2-let2-rates300	R25_FeGroup_SECT_ENERGY_DELTAPLUS	R25_FeGroup_SECT_ENERGY_DELTAPLUS	Plus values for Energy Bins for R25 FeGroup SECT	[bin_top] - [geometric mean] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	Energy upper extent	support_data						log																			
CDF_FLOAT	1	1:[3]	T/T	OOOOO	psp_isois-epihi_l2-let2-rates300	LET2_C_RTN	LET2_C_RTN	RTN flow direction LET2C	Unit vector, after Fraenz and Harper, PSS, 2002.		-1.0	1.0	-1.0	1.0	-1.0e+31	Epoch	F6.3	Direction [R,T,N]	data	time_series			label_dir_RTN		linear		position&gt;direction											LET2_C_RTN						
CDF_CHAR	1	1:[3]	F/T	OOOOO	psp_isois-epihi_l2-let2-rates300	label_dir_RTN	label_dir_RTN	Label Direction RTN									A1	label dir RTN	metadata																			label_dir_RTN						
CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-let2-rates300	HGC_Lat	HGC_Lat	HGC latitude	At timestamp. After Fraenz and Harper, PSS, 2002.	&#176;	-180.0	180.0	-180.0	180.0	-1.0e+31	Epoch	F6.1	HGC latitude	data	time_series					linear		position&gt;latitude											HGC_Lat						
CDF_FLOAT	1	2:[9,3]	T/TT	OOOOO	psp_isois-epihi_l2-let2-rates300	LET2_C_R1_SECT_RTN	LET2_C_R1_SECT_RTN	RTN flow direction LET2CR1SECT	Unit vector, after Fraenz and Harper, PSS, 2002.		-1.0	1.0	-1.0	1.0	-1.0e+31	Epoch	F6.3	Direction [R,T,N]	data	time_series		LET2_R1_SECTORS	LET2_R1_SECTORS_LABL		linear		position&gt;direction			label_dir_RTN								LET2_C_R1_SECT_RTN						
CDF_INT1	1	1:[9]	F/T	OOOOO	psp_isois-epihi_l2-let2-rates300	LET2_R1_SECTORS	LET2_R1_SECTORS	LET2_R1_SECTORS					0	99			I2	sector	support_data																									
