39	0
0	48
39	0
7	0
17	0
19	0
93	0
16	0
0	61
0	101
93	0
16	0
101	0
0	61
19	0
47	0
125	0
0	101
93	0
14	0
23	0
62	0
56	0
0	37
9	0
13	0
0	1
9	1
10	0
10	0
13	0
10	1
10	0
9	1
5	0
4	4
1	0
0	91
0	91
0	23
0	18
0	40
0	20
0	48
0	48
0	48
0	48
0	48
0	48
0	48
0	19
0	47
0	47
0	47
0	47
0	47
0	47
0	143
0	11
0	11
0	53
0	20
0	52
0	52
0	11
0	46
0	46
0	53
0	20
0	46
0	46
0	10
0	12
0	46
0	7
0	9
0	7
0	11
0	11
0	12
0	46
0	7
0	9
0	7
0	11
0	11
0	12
0	46
0	7
0	9
0	7
0	11
0	11
0	12
0	46
0	7
0	9
0	7
0	11
0	11
0	12
0	46
0	7
0	9
0	7
0	11
0	11
0	12
0	46
0	7
0	9
0	7
0	11
0	11
0	12
0	46
0	7
0	9
0	7
0	11
0	11
0	12
0	46
0	7
0	9
0	7
0	11
0	11
0	12
0	46
0	7
0	9
0	7
0	11
0	10
0	22
0	7
0	9
0	7
0	10
0	11
0	12
0	46
0	7
0	9
0	7
0	11
0	11
0	12
0	46
0	7
0	9
0	7
0	11
0	11
0	12
0	46
0	7
0	9
0	7
0	11
0	11
0	12
0	46
0	7
0	9
0	7
0	11
0	11
0	12
0	46
0	7
0	9
0	7
0	11
0	11
0	12
0	46
0	7
0	9
0	7
0	11
0	11
0	12
0	46
0	7
0	9
0	7
0	11
0	11
0	12
0	46
0	7
0	9
0	7
0	11
0	11
0	12
0	46
0	7
0	9
0	7
0	11
0	11
0	16
0	46
0	7
0	9
0	7
0	11
0	11
0	16
0	46
0	7
0	9
0	7
0	11
0	11
0	16
0	46
0	7
0	9
0	7
0	11
0	11
0	16
0	46
0	7
0	9
0	7
0	11
0	11
0	16
0	46
0	7
0	9
0	7
0	11
0	11
0	16
0	46
0	7
0	9
0	7
0	11
0	11
0	16
0	46
0	7
0	9
0	7
0	11
0	11
0	16
0	46
0	7
0	9
0	7
0	11
0	11
0	16
0	46
0	7
0	9
0	7
0	11
0	11
0	16
0	46
0	7
0	9
0	7
0	11
0	11
0	16
0	46
0	7
0	9
0	7
0	11
0	11
0	16
0	46
0	7
0	9
0	7
0	11
0	11
0	16
0	46
0	7
0	9
0	7
0	11
0	11
0	16
0	46
0	7
0	9
0	7
0	11
0	11
0	16
0	46
0	7
0	9
0	7
0	11
0	11
0	16
0	46
0	7
0	9
0	7
0	11
0	11
0	16
0	46
0	7
0	9
0	7
0	11
0	11
0	16
0	46
0	7
0	9
0	7
0	11
0	11
0	16
0	46
0	7
0	9
0	7
0	11
0	11
0	16
0	46
0	7
0	9
0	7
0	11
0	11
0	16
0	46
0	7
0	9
0	7
0	11
0	11
0	16
0	46
0	7
0	9
0	7
0	11
0	11
0	16
0	46
0	7
0	9
0	7
0	11
0	11
0	16
0	46
0	7
0	9
0	7
0	11
0	11
0	16
0	46
0	7
0	9
0	7
0	11
0	11
0	16
0	46
0	9
0	7
0	11
0	6
0	7
0	11
0	16
0	46
0	9
0	7
0	11
0	6
0	7
0	11
0	16
0	46
0	9
0	7
0	11
0	6
0	7
0	11
0	16
0	46
0	9
0	7
0	11
0	6
0	7
0	11
0	16
0	46
0	9
0	7
0	11
0	6
0	7
0	11
0	16
0	46
0	9
0	7
0	11
0	6
0	7
0	11
0	16
0	46
0	9
0	7
0	11
0	6
0	7
0	11
0	16
0	46
0	9
0	7
0	11
0	6
0	7
0	11
0	16
0	46
0	9
0	7
0	11
0	6
0	7
0	11
0	16
0	46
0	7
0	9
0	7
0	11
0	11
0	16
0	46
0	7
0	9
0	7
0	11
0	8
0	8
0	12
0	12
0	13
0	37
0	14
0	14
0	14
0	13
0	14
0	14
0	14
0	13
0	14
0	14
0	14
0	14
0	14
0	14
0	14
0	14
0	14
0	79
0	14
0	14
0	14
0	12
0	11
0	11
0	11
0	14
0	14
0	14
0	12
0	14
0	14
0	14
0	14
0	14
0	14
0	12
0	15
0	15
0	15
0	18
0	40
0	11
0	11
0	11
0	14
0	10
0	7
0	6
0	6
0	9
0	8
0	7
0	6
0	10
0	11
0	11
0	11
0	45
0	45
0	45
0	45
0	45
0	45
0	86
0	38
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	79
0	79
0	79
0	79
0	79
0	79
0	60
0	60
0	61
0	10
0	8
0	8
0	11
0	11
0	11
0	8
0	8
0	10
0	14
0	14
0	14
0	14
0	14
0	6
0	6
0	11
0	14
0	14
0	25
0	12
0	10
0	12
0	12
0	6
0	11
0	7
0	11
0	6
0	18
0	18
0	9
0	13
0	10
0	11
0	15
0	15
0	13
0	1
0	9
0	13
0	14
0	11
0	11
0	14
0	10
0	7
0	6
0	6
0	9
0	8
0	7
0	6
0	10
0	11
0	11
0	11
0	45
0	45
0	45
0	45
0	45
0	45
0	86
0	38
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	79
0	79
0	79
0	79
0	79
0	79
0	60
0	60
0	61
0	10
0	8
0	8
0	11
0	11
0	11
0	8
0	8
0	10
0	14
0	14
0	14
0	14
0	14
0	6
0	6
0	11
0	14
0	14
0	25
0	12
0	10
0	12
0	12
0	6
0	11
0	7
0	11
0	6
0	18
0	18
0	10
0	13
0	10
0	11
0	15
0	15
0	13
0	9
0	13
0	14
0	12
0	12
0	13
0	37
0	14
0	14
0	14
0	13
0	14
0	14
0	14
0	13
0	14
0	14
0	14
0	14
0	14
0	14
0	11
0	14
0	14
0	14
0	11
0	14
0	14
0	14
0	12
0	11
0	11
0	11
0	11
0	11
0	11
0	14
0	14
0	14
0	12
0	14
0	14
0	14
0	14
0	14
0	14
0	12
0	15
0	15
0	15
0	18
0	40
0	11
0	11
0	11
0	14
0	10
0	7
0	6
0	6
0	9
0	8
0	7
0	6
0	10
0	11
0	11
0	11
0	45
0	45
0	45
0	45
0	45
0	45
0	86
0	38
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	47
0	79
0	79
0	79
0	79
0	79
0	79
0	60
0	60
0	61
0	10
0	8
0	8
0	11
0	11
0	11
0	8
0	8
0	10
0	14
0	14
0	14
0	14
0	14
0	6
0	6
0	11
0	14
0	14
0	25
0	12
0	10
0	11
0	12
0	6
0	11
0	7
0	11
0	6
0	18
0	18
0	10
0	13
0	10
0	11
0	15
0	15
0	13
0	9
0	13
0	14
0	12
0	12
0	4
0	13
0	37
0	14
0	14
0	14
0	16
0	14
0	14
0	14
0	11
0	14
0	14
0	14
0	13
0	37
0	14
0	14
0	14
0	13
0	14
0	14
0	14
0	13
0	14
0	14
0	14
0	12
0	11
0	11
0	11
0	11
0	11
0	11
0	14
0	14
0	14
0	18
0	7
0	6
0	6
0	9
0	8
