Data Product ID/Product Key	SPASE Resource ID Stub	DOI, full URL Format	Publication Date	Publisher	Authors
PSP_ISOIS-EPIHI_L2-SECOND-RATES	NASA/NumericalData/ParkerSolarProbe/ISOIS/EPI-Hi/Level2/MergedRates/PT1S	https://doi.org/10.48322/8ng6-5z57	2020-01-01T00:00:00	NASA Space Physics Data Facility	McComas, David J.
PSP_ISOIS-EPILO_L2-IC	NASA/NumericalData/ParkerSolarProbe/ISOIS/EPI-Lo/Level2/IonComposition/PT1S	https://doi.org/10.48322/vrve-qw24	2020-01-01T00:00:00	NASA Space Physics Data Facility	McComas, David J.
PSP_ISOIS-EPILO_L2-PE	NASA/NumericalData/ParkerSolarProbe/ISOIS/EPI-Lo/Level2/ParticleEnergy/PT1S	https://doi.org/10.48322/rz8e-5y91	2020-01-01T00:00:00	NASA Space Physics Data Facility	McComas, David J.
PSP_ISOIS_L2-EPHEM	NASA/NumericalData/ParkerSolarProbe/ISOIS/Merged/Level2/Ephemeris/PT5M	https://doi.org/10.48322/y0fb-3v04	2020-01-01T00:00:00	NASA Space Physics Data Facility	McComas, David J.
PSP_ISOIS_L2-SUMMARY	NASA/NumericalData/ParkerSolarProbe/ISOIS/Merged/Level2/Summary/PT1M	https://doi.org/10.48322/mede-7j02	2020-01-01T00:00:00	NASA Space Physics Data Facility	McComas, David J.
PSP_COHO1HR_MERGED_MAG_PLASMA	NASA/NumericalData/ParkerSolarProbe/MAGandPLS/PT1H	https://doi.org/10.48322/19ed-kz70	2020-01-01T00:00:00	NASA Space Physics Data Facility	Papitashvili, Natalia E.
PSP_SWP_SPA_SF0_L2_16AX8DX32E	NASA/NumericalData/ParkerSolarProbe/SWEAP/SPAN-A/Level2/ProtonAlphaFull3D/PT14S	https://doi.org/10.48322/7j5c-zg65	2020-01-01T00:00:00	NASA Space Physics Data Facility	Whittlesey, Phyllis; Larson, Davin E.; &amp; Rahmati, Ali
PSP_SWP_SPA_SF1_L2_32E	NASA/NumericalData/ParkerSolarProbe/SWEAP/SPAN-A/Level2/ProtonAlphaFullSpectra/PT1.74S	https://doi.org/10.48322/9pz0-sj43	2020-01-01T00:00:00	NASA Space Physics Data Facility	Whittlesey, Phyllis; Larson, Davin E.; &amp; Rahmati, Ali
PSP_SWP_SPI_SF00_L2_8DX32EX8A	NASA/NumericalData/ParkerSolarProbe/SWEAP/SPAN-A/Level2/ProtonEnergyFlux/PT7S	https://doi.org/10.48322/ftnv-7755	2020-01-01T00:00:00	NASA Space Physics Data Facility	Livi, Roberto; Larson, Davin E.; &amp; Rahmati, Ali
PSP_SWP_SPI_SF0A_L3_MOM_INST	NASA/NumericalData/ParkerSolarProbe/SWEAP/SPAN-A/Level3/AlphaPartialMoments/InstrumentFrame/PT14S	https://doi.org/10.48322/ke19-2789	2020-01-01T00:00:00	NASA Space Physics Data Facility	Livi, Roberto; Larson, Davin E.; &amp; Rahmati, Ali
PSP_SWP_SPA_SF0_L3_PAD	NASA/NumericalData/ParkerSolarProbe/SWEAP/SPAN-A/Level3/PitchAngleDistribution/PT13.981S	https://doi.org/10.48322/envk-8520	2020-01-01T00:00:00	NASA Space Physics Data Facility	Whittlesey, Phyllis; Larson, Davin E.; &amp; Rahmati, Ali
PSP_SWP_SPI_SF00_L3_MOM_INST	NASA/NumericalData/ParkerSolarProbe/SWEAP/SPAN-A/Level3/ProtonPartialMoments/InstrumentFrame/PT7S	https://doi.org/10.48322/ypyh-s325	2020-01-01T00:00:00	NASA Space Physics Data Facility	Livi, Roberto; Larson, Davin E.; &amp; Rahmati, Ali
PSP_SWP_SPB_SF0_L2_16AX8DX32E	NASA/NumericalData/ParkerSolarProbe/SWEAP/SPAN-B/Level2/ProtonAlphaFull3D/PT14S	https://doi.org/10.48322/f1vx-0f86	2020-01-01T00:00:00	NASA Space Physics Data Facility	Whittlesey, Phyllis; Larson, Davin E.; &amp; Rahmati, Ali
PSP_SWP_SPB_SF1_L2_32E	NASA/NumericalData/ParkerSolarProbe/SWEAP/SPAN-B/Level2/ProtonAlphaFullSpectra/PT1.74S	https://doi.org/10.48322/db2p-rk78	2020-01-01T00:00:00	NASA Space Physics Data Facility	Whittlesey, Phyllis; Larson, Davin E.; &amp; Rahmati, Ali
PSP_SWP_SPB_SF0_L3_PAD	NASA/NumericalData/ParkerSolarProbe/SWEAP/SPAN-B/Level3/PitchAngleDistribution/PT13.981S	https://doi.org/10.48322/ccen-5a96	2020-01-01T00:00:00	NASA Space Physics Data Facility	Whittlesey, Phyllis; Larson, Davin E.; &amp; Rahmati, Ali
PSP_SWP_SPE_SF0_L3_PAD	NASA/NumericalData/ParkerSolarProbe/SWEAP/SPAN-E/Level3/PitchAngleDistribution/PT13.981S	https://doi.org/10.48322/8ync-7p95	2020-01-01T00:00:00	NASA Space Physics Data Facility	Whittlesey, Phyllis; Larson, Davin E.; &amp; Rahmati, Ali
PSP_SWP_SPC_L2I	NASA/NumericalData/ParkerSolarProbe/SWEAP/SPC/Level2/ChargeFluxDistributions/PT0.2185S	https://doi.org/10.48322/wpk2-yq48	2020-01-01T00:00:00	NASA Space Physics Data Facility	Kasper, Justin C.; Stevens, Michael L.; Case, Anthony, W.; &amp; Korreck, Kelly E.
PSP_SWP_SPC_L3I	NASA/NumericalData/ParkerSolarProbe/SWEAP/SPC/Level3/SolarWindMomentsFits/PT0.2185S	https://doi.org/10.48322/49we-tr31	2020-01-01T00:00:00	NASA Space Physics Data Facility	Kasper, Justin C.; Stevens, Michael L.; Case, Anthony, W.; &amp; Korreck, Kelly E.
	NASA/NumericalData/UCLA/MHD-IPIC3D/2008-02-15/PT0S	https://doi.org/10.21978/p8890c	2018-09-24T00:00:00	University of California, Los Angeles, Space Physics Simulation Group	Walker, Raymond J.; Lapenta, Giovanni; Liang, Haoming; Berchem, Jean; El-Alaoui, Mostafa; &amp; Goldstein, Melvyn L.
	NASA/NumericalData/Weygand/ACE/MFI/Processed/GSE/PT60S	https://doi.org/10.21978/p8pd2w	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/ACE/MFI/Processed/GSM/PT60S	https://doi.org/10.21978/p8jk8n	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/ACE/MFI/Propagated.SWEPAM/GSE/PT60S	https://doi.org/10.21978/p8dw6r	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/ACE/MFI/Propagated.SWEPAM/GSM/PT60S	https://doi.org/10.21978/p8933r	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/ACE/SWEPAM/Processed/GSE/PT60S	https://doi.org/10.21978/p85d1v	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/ACE/SWEPAM/Processed/GSM/PT60S	https://doi.org/10.21978/p81k9c	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/ACE/SWEPAM/Propagated.SWEPAM/GSE/PT60S	https://doi.org/10.21978/p8ww5q	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/ACE/SWEPAM/Propagated.SWEPAM/GSM/PT60S	https://doi.org/10.21978/p8s62r	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/ACE/TAP/Propagated.SWEPAM/GSE/PT60S	https://doi.org/10.21978/p8hp70	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/Geotail/CPI/Processed/GSE/PT60S	https://doi.org/10.21978/p8704g	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/Geotail/CPI/Processed/GSM/PT60S	https://doi.org/10.21978/p8392k	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/Geotail/CPI/Propagated.CPI/GSE/PT60S	https://doi.org/10.21978/p8zh0n	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/Geotail/CPI/Propagated.CPI/GSM/PT60S	https://doi.org/10.21978/p8ts6f	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/Geotail/LEP/Processed/GSE/PT60S	https://doi.org/10.21978/p8q33g	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/Geotail/LEP/Processed/GSM/PT60S	https://doi.org/10.21978/p8k91j	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/Geotail/LEP/Propagated.LEP/GSE/PT60S	https://doi.org/10.21978/p8fk8q	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/Geotail/LEP/Propagated.LEP/GSM/PT60S	https://doi.org/10.21978/p89s5d	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/Geotail/MGF/Processed/GSE/PT60S	https://doi.org/10.21978/p86346	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/Geotail/MGF/Processed/GSM/PT60S	https://doi.org/10.21978/p8290h	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/Geotail/MGF/Propagated.CPI/GSE/PT60S	https://doi.org/10.21978/p8xk9f	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/Geotail/MGF/Propagated.CPI/GSM/PT60S	https://doi.org/10.21978/p8ss5r	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/Geotail/MGF/Propagated.LEP/GSE/PT60S	https://doi.org/10.21978/p8p35x	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/Geotail/MGF/Propagated.LEP/GSM/PT60S	https://doi.org/10.21978/p8j917	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/Geotail/TAP/Propagated.CPI/GSE/PT60S	https://doi.org/10.21978/p8dk9s	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/Geotail/TAP/Propagated.LEP/GSE/PT60S	https://doi.org/10.21978/p88s6g	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/IMP8/MAG/Processed/GSE/PT60S	https://doi.org/10.21978/p8cw4p	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/IMP8/MAG/Processed/GSM/PT60S	https://doi.org/10.21978/p8863g	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/IMP8/MAG/Propagated.PLS/GSE/PT60S	https://doi.org/10.21978/p84c97	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/IMP8/MAG/Propagated.PLS/GSM/PT60S	https://doi.org/10.21978/p80p8q	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/IMP8/PLS/Processed/GSE/PT60S	https://doi.org/10.21978/p8vw41	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/IMP8/PLS/Processed/GSM/PT60S	https://doi.org/10.21978/p8r646	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/IMP8/PLS/Propagated.PLS/GSE/PT60S	https://doi.org/10.21978/p8md0h	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/IMP8/PLS/Propagated.PLS/GSM/PT60S	https://doi.org/10.21978/p8gp82	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/IMP8/TAP/Propagated.PLS/GSE/PT60S	https://doi.org/10.21978/p8bw5r	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/ISEE1/FPE/Processed/GSE/PT60S	https://doi.org/10.21978/p8q624	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/ISEE1/FPE/Processed/GSM/PT60S	https://doi.org/10.21978/p8kg99	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/ISEE1/FPE/Propagated.FPE/GSE/PT60S	https://doi.org/10.21978/p8fp60	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/ISEE1/FPE/Propagated.FPE/GSM/PT60S	https://doi.org/10.21978/p8b05s	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/ISEE1/MAG/Processed/GSE/PT60S	https://doi.org/10.21978/p86613	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/ISEE1/MAG/Processed/GSM/PT60S	https://doi.org/10.21978/p82h0k	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/ISEE1/MAG/Propagated.FPE/GSE/PT60S	https://doi.org/10.21978/p8xp6b	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/ISEE1/MAG/Propagated.FPE/GSM/PT60S	https://doi.org/10.21978/p8t054	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/ISEE1/TAP/Propagated.FPE/GSE/PT60S	https://doi.org/10.21978/p8p61f	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/ISEE2/FPE/Processed/GSE/PT60S	https://doi.org/10.21978/p87635	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/ISEE2/FPE/Processed/GSM/PT60S	https://doi.org/10.21978/p83d0v	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/ISEE2/MAG/Processed/GSE/PT60S	https://doi.org/10.21978/p8zp71	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/ISEE2/MAG/Processed/GSM/PT60S	https://doi.org/10.21978/p8v042	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/ISEE3/MAG/Processed/GSE/PT60S	https://doi.org/10.21978/p8s04f	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/ISEE3/MAG/Processed/GSM/PT60S	https://doi.org/10.21978/p8n915	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/ISEE3/MAG/Propagated.SWP/GSE/PT60S	https://doi.org/10.21978/p8hg9p	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/ISEE3/MAG/Propagated.SWP/GSM/PT60S	https://doi.org/10.21978/p8cs6d	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/ISEE3/SWP/Processed/GSE/PT60S	https://doi.org/10.21978/p8803d	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/ISEE3/SWP/Processed/GSM/PT60S	https://doi.org/10.21978/p8492w	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/ISEE3/SWP/Propagated.SWP/GSE/PT60S	https://doi.org/10.21978/p80g8n	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/ISEE3/SWP/Propagated.SWP/GSM/PT60S	https://doi.org/10.21978/p8vs74	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/ISEE3/TAP/Propagated.SWP/GSE/PT60S	https://doi.org/10.21978/p8r03r	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/Interball-1/CORALL/Processed/GSE/PT60S	https://doi.org/10.21978/p8gg9c	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/Interball-1/FGMI/Processed/GSE/PT60S	https://doi.org/10.21978/p8bs7g	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/Wind/3DP/Processed/GSE/PT60S	https://doi.org/10.21978/p8791f	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/Wind/3DP/Processed/GSM/PT60S	https://doi.org/10.21978/p83k90	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/Wind/3DP/Propagated.3DP/GSE/PT60S	https://doi.org/10.21978/p8zs72	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/Wind/3DP/Propagated.3DP/GSM/PT60S	https://doi.org/10.21978/p82k7x	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/Wind/MFI/Processed/GSE/PT60S	https://doi.org/10.21978/p86d15	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/Wind/MFI/Processed/GSM/PT60S	https://doi.org/10.21978/p8b32p	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/Wind/MFI/Propagated.3DP/GSE/PT60S	https://doi.org/10.21978/p8qd0f	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/Wind/MFI/Propagated.3DP/GSM/PT60S	https://doi.org/10.21978/p8fw5p	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
	NASA/NumericalData/Weygand/Wind/TAP/Propagated.3DP/GSE/PT60S	https://doi.org/10.21978/p8t321	2006-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
WI_ELSP_3DP	NASA/NumericalData/Wind/3DP/EESA/ElectronSpectra/PT100S	https://doi.org/10.48322/cbvx-4034	2021-01-01T00:00:00	NASA Space Physics Data Facility and the Space Sciences Laboratory, University of California, Berkeley	Lin, Robert P.; &amp; Bale, Stuart D.
WI_EHPD_3DP	NASA/NumericalData/Wind/3DP/EESA_HIGH/PD/PT24S	https://doi.org/10.48322/63fs-yr96	2021-01-01T00:00:00	NASA Space Physics Data Facility and the Space Sciences Laboratory, University of California, Berkeley	Lin, Robert P.; Bale, Stuart D.; &amp; Wilson III, Lynn B.
WI_EHSP_3DP	NASA/NumericalData/Wind/3DP/EESA_HIGH/SP/PT24S	https://doi.org/10.48322/c201-q577	2021-01-01T00:00:00	NASA Space Physics Data Facility and the Space Sciences Laboratory, University of California, Berkeley	Lin, Robert P.; Bale, Stuart D.; &amp; Wilson III, Lynn B.
WI_ELM2_3DP	NASA/NumericalData/Wind/3DP/EESA_LOW/Moments	https://doi.org/10.48322/4tk0-a011	2021-01-01T00:00:00	NASA Space Physics Data Facility and the Space Sciences Laboratory, University of California, Berkeley	Lin, Robert P.; Bale, Stuart D.; &amp; Wilson III, Lynn B.
WI_ELPD_3DP	NASA/NumericalData/Wind/3DP/ELPD/PT96S	https://doi.org/10.48322/kesf-re26	2021-01-01T00:00:00	NASA Space Physics Data Facility and the Space Sciences Laboratory, University of California, Berkeley	Lin, Robert P.; Bale, Stuart D.; Wilson III, Lynn B.; &amp; Schroeder, Peter
WI_EM_3DP	NASA/NumericalData/Wind/3DP/EM/PT3S	https://doi.org/10.48322/bsy7-7789	2021-01-01T00:00:00	NASA Space Physics Data Facility and the Space Sciences Laboratory, University of California, Berkeley	Lin, Robert P.; Bale, Stuart D.; &amp; Wilson III, Lynn B.
WI_EMFITS_E0_3DP	NASA/NumericalData/Wind/3DP/EMFITS/PT100S	https://doi.org/10.48322/ndp9-8t38	2021-01-01T00:00:00	NASA Space Physics Data Facility and the Space Sciences Laboratory, University of California, Berkeley	Lin, Robert P.; Bale, Stuart D.; Salem, Chadi S.; &amp; Pulupa, Marc P.
WI_K0_3DP	NASA/NumericalData/Wind/3DP/KP/PT92S	https://doi.org/10.48322/kwfz-zk29	2021-01-01T00:00:00	NASA Space Physics Data Facility and the Space Sciences Laboratory, University of California, Berkeley	Lin, Robert P.; &amp; Bale, Stuart D.
WI_PLSP_3DP	NASA/NumericalData/Wind/3DP/PLSP/PT24S	https://doi.org/10.48322/c4mf-9n52	2021-01-01T00:00:00	NASA Space Physics Data Facility and the Space Sciences Laboratory, University of California, Berkeley	Lin, Robert P.; Bale, Stuart D.; Wilson III, Lynn B.; &amp; Schroeder, Peter
WI_PM_3DP	NASA/NumericalData/Wind/3DP/PM/PT03S	https://doi.org/10.48322/s8e6-aw08	2021-01-01T00:00:00	NASA Space Physics Data Facility and the Space Sciences Laboratory, University of California, Berkeley	Lin, Robert P.; Bale, Stuart D.; &amp; Wilson III, Lynn B.
WI_SFPD_3DP	NASA/NumericalData/Wind/3DP/SST_Foil/PD/PT24S	https://doi.org/10.48322/aawb-c884	2021-01-01T00:00:00	NASA Space Physics Data Facility	Lin, Robert P.; Bale, Stuart D.; &amp; Wilson III, Lynn B.
WI_SFSP_3DP	NASA/NumericalData/Wind/3DP/SST_Foil/SP/PT24S	https://doi.org/10.48322/wd3x-9a34	2021-01-01T00:00:00	NASA Space Physics Data Facility	Lin, Robert P.; Bale, Stuart D.; &amp; Wilson III, Lynn B.
WI_SOPD_3DP	NASA/NumericalData/Wind/3DP/SST_Open/PD/PT24S	https://doi.org/10.48322/yw1c-yf03	2021-01-01T00:00:00	NASA Space Physics Data Facility	Lin, Robert P.; Bale, Stuart D.; &amp; Wilson III, Lynn B.
WI_SOSP_3DP	NASA/NumericalData/Wind/3DP/SST_Open/SP/PT24S	https://doi.org/10.48322/wkk0-y398	2021-01-01T00:00:00	NASA Space Physics Data Facility	Lin, Robert P.; Bale, Stuart D.; &amp; Wilson III, Lynn B.
	NASA/NumericalData/Wind/3DP/UCB/PT24.00S	https://doi.org/10.48322/5kyp-x878	2021-01-01T00:00:00	Space Sciences Laboratory, University of California, Berkeley	Lin, Robert P.; &amp; Bale, Stuart D.
WI_AT_DEF	NASA/NumericalData/Wind/Attitude/Definitive/PT10M	https://doi.org/10.48322/b88q-p434	2021-01-01T00:00:00	NASA Space Physics Data Facility	Wind Flight Operations Team (FOT); &amp; Candey, Robert M.
WI_AT_PRE	NASA/NumericalData/Wind/Attitude/Predicted/PT10M	https://doi.org/10.48322/e07a-2494	2021-01-01T00:00:00	NASA Space Physics Data Facility	Wind Flight Operations Team (FOT); &amp; Candey, Robert M.
	NASA/NumericalData/Wind/EPACT/LEMT/Events/OMNI/PT1H	https://doi.org/10.48322/jj1a-6j14	2021-01-01T00:00:00	NASA Space Physics Data Facility	Von Rosenvinge, Tycho T.; Reames, Donald V.; &amp; Tan, Lun C.
	NASA/NumericalData/Wind/EPACT/LEMT/Events/OMNI/PT5M	https://doi.org/10.48322/3a2d-y684	2021-01-01T00:00:00	NASA Space Physics Data Facility	Von Rosenvinge, Tycho T.; Reames, Donald V.; Tan, Lun C.; &amp; Tylka, Allan J.
WI_L2-1HOUR-SEP_EPACT-LEMT	NASA/NumericalData/Wind/EPACT/LEMT/L2/PT1H	https://doi.org/10.48322/n0f2-3519	2021-01-01T00:00:00	NASA Space Physics Data Facility	Von Rosenvinge, Tycho T.; Reames, Donald V.; &amp; Tan, Lun C.
WI_L2-5MIN-SEP_EPACT-LEMT	NASA/NumericalData/Wind/EPACT/LEMT/L2/PT5M	https://doi.org/10.48322/5jq3-gs16	2021-01-01T00:00:00	NASA Space Physics Data Facility	Von Rosenvinge, Tycho T.; Reames, Donald V.; Tan, Lun C.; &amp; Tylka, Allan J.
WI_K0_EPA	NASA/NumericalData/Wind/EPACT/PT92S	https://doi.org/10.48322/x9am-dd03	2021-01-01T00:00:00	NASA Space Physics Data Facility	Von Rosenvinge, Tycho T.
WI_L2-1HOUR-SEP_EPACT-APE_B	NASA/NumericalData/Wind/EPACT/SEP/PT1H	https://doi.org/10.48322/k50r-er56	2021-01-01T00:00:00	NASA Space Physics Data Facility	Von Rosenvinge, Tycho T.; &amp; Reames, Donald V.
WI_EPACT_STEP-DIFFERENTIAL-ION-FLUX-1HR	NASA/NumericalData/Wind/EPACT/STEP/DifferentialFlux/Ion/PT1H	https://doi.org/10.48322/6654-mc20	2021-01-01T00:00:00	NASA Space Physics Data Facility	Mihir, Desai; Mukherjee, Joey; &amp; Filwett, Rachael J.
WI_EPACT_STEP-DIRECTIONAL-DIFF-CNO-FLUX-10MIN	NASA/NumericalData/Wind/EPACT/STEP/Directional/DifferentialFlux/CNO/PT10M	https://doi.org/10.48322/0y67-vc97	2021-01-01T00:00:00	NASA Space Physics Data Facility	Mihir, Desai; Mukherjee, Joey; &amp; Filwett, Rachael J.
WI_EPACT_STEP-DIRECTIONAL-DIFF-HE-FLUX-10MIN	NASA/NumericalData/Wind/EPACT/STEP/Directional/DifferentialFlux/Helium/PT10M	https://doi.org/10.48322/z4p2-ky35	2021-01-01T00:00:00	NASA Space Physics Data Facility	Mihir, Desai; Mukherjee, Joey; &amp; Filwett, Rachael J.
WI_EPACT_STEP-DIRECTIONAL-DIFF-H-FLUX-10MIN	NASA/NumericalData/Wind/EPACT/STEP/Directional/DifferentialFlux/Hydrogen/PT10M	https://doi.org/10.48322/c7fp-nf79	2021-01-01T00:00:00	NASA Space Physics Data Facility	Mihir, Desai; Mukherjee, Joey; &amp; Filwett, Rachael J.
