ASTRO	cdf_metadata_type	character_num	dimension	cdf_variable_type	OOOOO	data_product_name	parameter_key	fieldnam	catdesc	var_notes	var_type	ucd	units	unit_ptr	detector	si_conversion	cadence	resolution	acc_time	time_base	time_scale	integration_time	depend_0	depend_1	depend_2	display_type	format	lablaxis	labl_ptr_1	label	coordinate_system	frame_origin	frame_velocity	reference_position	representation_1	representation_2	tensor_order	fillval	scalemax	scalemin	scaletyp	scaletype	validmax	validmin	bin_location	delta_minus_var	delta_plus_var	monoton
ASTRO	CDF_REAL4	1	1:[4]	F/T	OOOOO	solo_l2_epd-het-north-rates	H_HCad_Bins_Low_Energy	H HCad Bins Low Energy	Lowest energy of each bin for high cadence hydrogen flux		support_data		MeV			1.602e-13&gt;J											G10.4		H_HCad_Bins_Text												log						H_HCad_Bins_Width	
ASTRO	CDF_REAL4	1	1:[4]	F/T	OOOOO	solo_l2_epd-het-north-rates	H_HCad_Bins_Width	H HCad Bins Width	Width of each energy bin for high cadence hydrogen flux		support_data		MeV			1.602e-13&gt;J											G10.4																					
ASTRO	CDF_CHAR	25	1:[4]	F/T	OOOOO	solo_l2_epd-het-north-rates	H_HCad_Bins_Text	H HCad Bins Text	Text description of each energy bin for high cadence hydrogen flux		metadata																A25																					
ASTRO	CDF_REAL4	1	1:[4]	T/T	OOOOO	solo_l2_epd-het-north-rates	Electron_Flux	Electron Flux	Electron flux	Bin 1 corresponds to particles stopping in B detector. Bins 2 to 4 correspond to particles stopping in C detector.	data		particles / (s cm^2 sr MeV)			6.2415e16&gt;particles/(s m^2 sr J)							EPOCH_4	Electron_Bins_Low_Energy		time_series	G10.4	Electron Flux										-1.0e+31	1.0e+08	0.01	log		1.0e+20	0.0		Electron_Uncertainty	Electron_Uncertainty	
ASTRO	CDF_REAL4	1	1:[4]	T/T	OOOOO	solo_l2_epd-het-north-rates	Electron_Uncertainty	Electron Flux Uncertainty	Uncertainty in electron flux		support_data		particles / (s cm^2 sr MeV)			6.2415e16&gt;particles/(s m^2 sr J)							EPOCH_4	Electron_Bins_Low_Energy		time_series	G10.4	Electron Flux Sigma										-1.0e+31	1.0e+08	0.01	log		1.0e+20	0.0				
ASTRO	CDF_REAL4	1	1:[4]	T/T	OOOOO	solo_l2_epd-het-north-rates	Electron_Rate	Electron Count Rate	Electron count rate		support_data		counts / s										EPOCH_4	Electron_Bins_Low_Energy		time_series	G10.4	Electron Count Rate										-1.0e+31	1.0e+08	0.01	log		1.0e+20	0.0				
ASTRO	CDF_REAL4	1	1:[4]	F/T	OOOOO	solo_l2_epd-het-north-rates	Electron_Bins_Low_Energy	Electron Bins Low Energy	Lowest energy of each bin for electron flux		support_data		MeV			1.602e-13&gt;J											G10.4		Electron_Bins_Text												log						Electron_Bins_Width	
ASTRO	CDF_REAL4	1	1:[4]	F/T	OOOOO	solo_l2_epd-het-north-rates	Electron_Bins_Width	Electron Bins Width	Width of each energy bin for electron flux		support_data		MeV			1.602e-13&gt;J											G10.4																					
ASTRO	CDF_CHAR	25	1:[4]	F/T	OOOOO	solo_l2_epd-het-north-rates	Electron_Bins_Text	Electron Bins Text	Text description of each energy bin for electron flux		metadata																A25																					
ASTRO	CDF_REAL4	1	0:[]	T/	OOOOO	solo_l2_epd-het-north-rates	Elec_HE_Flux	Electron High Energy Flux	Electron flux in 38 - 96 MeV energy range		data		particles / (s cm^2 sr MeV)			6.2415e16&gt;particles/(s m^2 sr J)							EPOCH_1			time_series	G10.4	Electron Flux										-1.0e+31	1.0e+08	0.01	log		1.0e+20	0.0		Electron_Uncertainty	Electron_Uncertainty	
ASTRO	CDF_REAL4	1	0:[]	T/	OOOOO	solo_l2_epd-het-north-rates	Elec_HE_Uncertainty	Electron HE Flux Uncertainty	Uncertainty in high energy electron flux		support_data		particles / (s cm^2 sr MeV)			6.2415e16&gt;particles/(s m^2 sr J)							EPOCH_1			time_series	G10.4	Electron Flux Sigma										-1.0e+31	1.0e+08	0.01	log		1.0e+20	0.0				
ASTRO	CDF_REAL4	1	0:[]	T/	OOOOO	solo_l2_epd-het-north-rates	Elec_HE_Rate	Electron HE Count Rate	High energy electron count rate		support_data		counts / s										EPOCH_1			time_series	G10.4	Electron Count Rate										-1.0e+31	1.0e+08	0.01	log		1.0e+20	0.0				
ASTRO	CDF_REAL4	1	1:[9]	T/T	OOOOO	solo_l2_epd-het-north-rates	He3_Flux	He3 Flux	Helium-3 flux	Bins 1 to 4 correspond to particles stopping in B detector. Bins 5 to 9 correspond to particles stopping in C detector.	data		particles / (s cm^2 sr MeV/n)			6.2415e16&gt;particles/(s m^2 sr J)							EPOCH_1	He3_Bins_Low_Energy		time_series	G10.4	He3 Flux										-1.0e+31	1.0e+08	0.01	log		1.0e+20	0.0		He3_Uncertainty	He3_Uncertainty	
ASTRO	CDF_REAL4	1	1:[9]	T/T	OOOOO	solo_l2_epd-het-north-rates	He3_Uncertainty	He3 Flux Uncertainty	Uncertainty in helium-3 flux		support_data		particles / (s cm^2 sr MeV/n)			6.2415e16&gt;particles/(s m^2 sr J)							EPOCH_1	He3_Bins_Low_Energy		time_series	G10.4	He3 Flux Sigma										-1.0e+31	1.0e+08	0.01	log		1.0e+20	0.0				
ASTRO	CDF_REAL4	1	1:[9]	T/T	OOOOO	solo_l2_epd-het-north-rates	He3_Rate	He3 Count Rate	Helium-3 count rate		support_data		counts / s										EPOCH_1	He3_Bins_Low_Energy		time_series	G10.4	He3 Count Rate										-1.0e+31	1.0e+08	0.01	log		1.0e+20	0.0				
ASTRO	CDF_REAL4	1	1:[9]	F/T	OOOOO	solo_l2_epd-het-north-rates	He3_Bins_Low_Energy	He3 Bins Low Energy	Lowest energy of each bin for helium-3 flux		support_data		MeV/n			1.602e-13&gt;J											G10.4		He3_Bins_Text												log						He3_Bins_Width	
ASTRO	CDF_REAL4	1	1:[9]	F/T	OOOOO	solo_l2_epd-het-north-rates	He3_Bins_Width	He3 Bins Width	Width of each energy bin for helium-3 flux		support_data		MeV/n			1.602e-13&gt;J											G10.4																					
ASTRO	CDF_CHAR	25	1:[9]	F/T	OOOOO	solo_l2_epd-het-north-rates	He3_Bins_Text	He3 Bins Text	Text description of each energy bin for helium-3 flux		metadata																A25																					
ASTRO	CDF_REAL4	1	1:[15]	T/T	OOOOO	solo_l2_epd-het-north-rates	He4_Flux	He4 Flux	Helium-4 flux	Bins 1 to 4 correspond to particles stopping in B detector. Bins 5 to 15 correspond to particles stopping in C detector.	data		particles / (s cm^2 sr MeV/n)			6.2415e16&gt;particles/(s m^2 sr J)							EPOCH_1	He4_Bins_Low_Energy		time_series	G10.4	He4 Flux										-1.0e+31	1.0e+08	0.01	log		1.0e+20	0.0		He4_Uncertainty	He4_Uncertainty	
ASTRO	CDF_REAL4	1	1:[15]	T/T	OOOOO	solo_l2_epd-het-north-rates	He4_Uncertainty	He4 Flux Uncertainty	Uncertainty in helium-4 flux		support_data		particles / (s cm^2 sr MeV/n)			6.2415e16&gt;particles/(s m^2 sr J)							EPOCH_1	He4_Bins_Low_Energy		time_series	G10.4	He4 Flux Sigma										-1.0e+31	1.0e+08	0.01	log		1.0e+20	0.0				
ASTRO	CDF_REAL4	1	1:[15]	T/T	OOOOO	solo_l2_epd-het-north-rates	He4_Rate	He4 Count Rate	Helium-4 count rate		support_data		counts / s										EPOCH_1	He4_Bins_Low_Energy		time_series	G10.4	He4 Count Rate										-1.0e+31	1.0e+08	0.01	log		1.0e+20	0.0				
ASTRO	CDF_REAL4	1	1:[15]	F/T	OOOOO	solo_l2_epd-het-north-rates	He4_Bins_Low_Energy	He4 Bins Low Energy	Lowest energy of each bin for helium-4 flux		support_data		MeV/n			1.602e-13&gt;J											G10.4		He4_Bins_Text												log						He4_Bins_Width	
ASTRO	CDF_REAL4	1	1:[15]	F/T	OOOOO	solo_l2_epd-het-north-rates	He4_Bins_Width	He4 Bins Width	Width of each energy bin for helium-4 flux		support_data		MeV/n			1.602e-13&gt;J											G10.4																					
ASTRO	CDF_CHAR	25	1:[15]	F/T	OOOOO	solo_l2_epd-het-north-rates	He4_Bins_Text	He4 Bins Text	Text description of each energy bin for helium-4 flux		metadata																A25																					
ASTRO	CDF_REAL4	1	1:[17]	T/T	OOOOO	solo_l2_epd-het-north-rates	C_Flux	C Flux	Carbon flux	Bins 1 to 5 correspond to particles stopping in B detector. Bins 6 to 17 correspond to particles stopping in C detector.	data		particles / (s cm^2 sr MeV/n)			6.2415e16&gt;particles/(s m^2 sr J)							EPOCH_2	C_Bins_Low_Energy		time_series	G10.4	C Flux										-1.0e+31	1.0e+08	0.01	log		1.0e+20	0.0		C_Uncertainty	C_Uncertainty	
ASTRO	CDF_REAL4	1	1:[17]	T/T	OOOOO	solo_l2_epd-het-north-rates	C_Uncertainty	C Flux Uncertainty	Uncertainty in carbon flux		support_data		particles / (s cm^2 sr MeV/n)			6.2415e16&gt;particles/(s m^2 sr J)							EPOCH_2	C_Bins_Low_Energy		time_series	G10.4	C Flux Sigma										-1.0e+31	1.0e+08	0.01	log		1.0e+20	0.0				
ASTRO	CDF_REAL4	1	1:[17]	T/T	OOOOO	solo_l2_epd-het-north-rates	C_Rate	C Count Rate	Carbon count rate		support_data		counts / s										EPOCH_2	C_Bins_Low_Energy		time_series	G10.4	C Count Rate										-1.0e+31	1.0e+08	0.01	log		1.0e+20	0.0				
ASTRO	CDF_REAL4	1	1:[17]	F/T	OOOOO	solo_l2_epd-het-north-rates	C_Bins_Low_Energy	C Bins Low Energy	Lowest energy of each bin for carbon flux		support_data		MeV/n			1.602e-13&gt;J											G10.4		C_Bins_Text												log						C_Bins_Width	
ASTRO	CDF_REAL4	1	1:[17]	F/T	OOOOO	solo_l2_epd-het-north-rates	C_Bins_Width	C Bins Width	Width of each energy bin for carbon flux		support_data		MeV/n			1.602e-13&gt;J											G10.4																					
ASTRO	CDF_CHAR	25	1:[17]	F/T	OOOOO	solo_l2_epd-het-north-rates	C_Bins_Text	C Bins Text	Text description of each energy bin for carbon flux		metadata																A25																					
ASTRO	CDF_REAL4	1	1:[17]	T/T	OOOOO	solo_l2_epd-het-north-rates	N_Flux	N Flux	Nitrogen flux	Bins 1 to 5 correspond to particles stopping in B detector. Bins 6 to 17 correspond to particles stopping in C detector.	data		particles / (s cm^2 sr MeV/n)			6.2415e16&gt;particles/(s m^2 sr J)							EPOCH_2	N_Bins_Low_Energy		time_series	G10.4	N Flux										-1.0e+31	1.0e+08	0.01	log		1.0e+20	0.0		N_Uncertainty	N_Uncertainty	
ASTRO	CDF_REAL4	1	1:[17]	T/T	OOOOO	solo_l2_epd-het-north-rates	N_Uncertainty	N Flux Uncertainty	Uncertainty in nitrogen flux		support_data		particles / (s cm^2 sr MeV/n)			6.2415e16&gt;particles/(s m^2 sr J)							EPOCH_2	N_Bins_Low_Energy		time_series	G10.4	N Flux Sigma										-1.0e+31	1.0e+08	0.01	log		1.0e+20	0.0				
ASTRO	CDF_REAL4	1	1:[17]	T/T	OOOOO	solo_l2_epd-het-north-rates	N_Rate	N Count Rate	Nitrogen count rate		support_data		counts / s										EPOCH_2	N_Bins_Low_Energy		time_series	G10.4	N Count Rate										-1.0e+31	1.0e+08	0.01	log		1.0e+20	0.0				
ASTRO	CDF_REAL4	1	1:[17]	F/T	OOOOO	solo_l2_epd-het-north-rates	N_Bins_Low_Energy	N Bins Low Energy	Lowest energy of each bin for nitrogen flux		support_data		MeV/n			1.602e-13&gt;J											G10.4		N_Bins_Text												log						N_Bins_Width	
ASTRO	CDF_REAL4	1	1:[17]	F/T	OOOOO	solo_l2_epd-het-north-rates	N_Bins_Width	N Bins Width	Width of each energy bin for nitrogen flux		support_data		MeV/n			1.602e-13&gt;J											G10.4																					
ASTRO	CDF_CHAR	25	1:[17]	F/T	OOOOO	solo_l2_epd-het-north-rates	N_Bins_Text	N Bins Text	Text description of each energy bin for nitrogen flux		metadata																A25																					
ASTRO	CDF_REAL4	1	1:[17]	T/T	OOOOO	solo_l2_epd-het-north-rates	O_Flux	O Flux	Oxygen flux	Bins 1 to 5 correspond to particles stopping in B detector. Bins 6 to 17 correspond to particles stopping in C detector.	data		particles / (s cm^2 sr MeV/n)			6.2415e16&gt;particles/(s m^2 sr J)							EPOCH_2	O_Bins_Low_Energy		time_series	G10.4	O Flux										-1.0e+31	1.0e+08	0.01	log		1.0e+20	0.0		O_Uncertainty	O_Uncertainty	
ASTRO	CDF_REAL4	1	1:[17]	T/T	OOOOO	solo_l2_epd-het-north-rates	O_Uncertainty	O Flux Uncertainty	Uncertainty in oxygen flux		support_data		particles / (s cm^2 sr MeV/n)			6.2415e16&gt;particles/(s m^2 sr J)							EPOCH_2	O_Bins_Low_Energy		time_series	G10.4	O Flux Sigma										-1.0e+31	1.0e+08	0.01	log		1.0e+20	0.0				
ASTRO	CDF_REAL4	1	1:[17]	T/T	OOOOO	solo_l2_epd-het-north-rates	O_Rate	O Count Rate	Oxygen count rate		support_data		counts / s										EPOCH_2	O_Bins_Low_Energy		time_series	G10.4	O Count Rate										-1.0e+31	1.0e+08	0.01	log		1.0e+20	0.0				
ASTRO	CDF_REAL4	1	1:[17]	F/T	OOOOO	solo_l2_epd-het-north-rates	O_Bins_Low_Energy	O Bins Low Energy	Lowest energy of each bin for oxygen flux		support_data		MeV/n			1.602e-13&gt;J											G10.4		O_Bins_Text												log						O_Bins_Width	
ASTRO	CDF_REAL4	1	1:[17]	F/T	OOOOO	solo_l2_epd-het-north-rates	O_Bins_Width	O Bins Width	Width of each energy bin for oxygen flux		support_data		MeV/n			1.602e-13&gt;J											G10.4																					
ASTRO	CDF_CHAR	25	1:[17]	F/T	OOOOO	solo_l2_epd-het-north-rates	O_Bins_Text	O Bins Text	Text description of each energy bin for oxygen flux		metadata																A25																					
ASTRO	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-het-north-rates	Fe_Flux	Fe Flux	Iron flux	Bins 1 to 5 correspond to particles stopping in B detector. Bins 6 to 16 correspond to particles stopping in C detector.	data		particles / (s cm^2 sr MeV/n)			6.2415e16&gt;particles/(s m^2 sr J)							EPOCH_3	Fe_Bins_Low_Energy		time_series	G10.4	Fe Flux										-1.0e+31	1.0e+08	0.01	log		1.0e+20	0.0		Fe_Uncertainty	Fe_Uncertainty	
ASTRO	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-het-north-rates	Fe_Uncertainty	Fe Flux Uncertainty	Uncertainty in iron flux		support_data		particles / (s cm^2 sr MeV/n)			6.2415e16&gt;particles/(s m^2 sr J)							EPOCH_3	Fe_Bins_Low_Energy		time_series	G10.4	Fe Flux Sigma										-1.0e+31	1.0e+08	0.01	log		1.0e+20	0.0				
ASTRO	CDF_REAL4	1	1:[16]	T/T	OOOOO	solo_l2_epd-het-north-rates	Fe_Rate	Fe Count Rate	Iron count rate		support_data		counts / s										EPOCH_3	Fe_Bins_Low_Energy		time_series	G10.4	Fe Count Rate										-1.0e+31	1.0e+08	0.01	log		1.0e+20	0.0				
ASTRO	CDF_REAL4	1	1:[16]	F/T	OOOOO	solo_l2_epd-het-north-rates	Fe_Bins_Low_Energy	Fe Bins Low Energy	Lowest energy of each bin for iron flux		support_data		MeV/n			1.602e-13&gt;J											G10.4		Fe_Bins_Text												log						Fe_Bins_Width	
ASTRO	CDF_REAL4	1	1:[16]	F/T	OOOOO	solo_l2_epd-het-north-rates	Fe_Bins_Width	Fe Bins Width	Width of each energy bin for iron flux		support_data		MeV/n			1.602e-13&gt;J											G10.4																					
ASTRO	CDF_CHAR	25	1:[16]	F/T	OOOOO	solo_l2_epd-het-north-rates	Fe_Bins_Text	Fe Bins Text	Text description of each energy bin for iron flux		metadata																A25																					
ASTRO	CDF_TT2000	1	0:[]	T/	OOOOO	solo_l2_epd-het-north-rates	EPOCH_5	Epoch 5	Nanoseconds since J2000		support_data		nanoseconds				60 seconds											Time										9999-12-31T23:59:59.999999999	2020-06-15T00:00:00.000000000	2020-06-14T00:00:00.000000000	linear		2050-01-01T00:00:00.000000000	2000-01-01T00:00:00.000000000				
ASTRO	CDF_TT2000	1	0:[]	T/	OOOOO	solo_l2_epd-het-north-rates	EPOCH_6	Epoch 6	Nanoseconds since J2000		support_data		nanoseconds				3600 seconds											Time										9999-12-31T23:59:59.999999999	2020-06-15T00:00:00.000000000	2020-06-14T00:00:00.000000000	linear		2050-01-01T00:00:00.000000000	2000-01-01T00:00:00.000000000				
ASTRO	CDF_REAL4	1	1:[3]	T/T	OOOOO	solo_l2_epd-het-north-rates	RTN	Flow direction RTN	Particle flow direction (unit vector) in RTN coordinates		support_data												EPOCH_5				F6.3		RTN_Labels									-1.0e+31	1.0	-1.0	linear		1.0	-1.0				
ASTRO	CDF_REAL4	1	1:[3]	F/T	OOOOO	solo_l2_epd-het-north-rates	XYZ	Flow direction XYZ	Particle flow direction (unit vector) in spacecraft XYZ coordinates		support_data																F6.3		XYZ_Labels												linear							
ASTRO	CDF_REAL4	1	0:[]	T/	OOOOO	solo_l2_epd-het-north-rates	HCI_R	S/C Radial Distance	Spacecraft radial distance from the Sun		support_data		ua			1.495978E11&gt;m							EPOCH_6				F6.3	r										-1.0e+31	1.2	0.0	linear		1.2	0.0				
ASTRO	CDF_REAL4	1	0:[]	T/	OOOOO	solo_l2_epd-het-north-rates	HCI_Lat	S/C Latitude	Spacecraft heliocentric latitude (HCI)		support_data		&#176;										EPOCH_6				F6.3	Latitude										-1.0e+31	90.0	-90.0	linear		90.0	-90.0				
ASTRO	CDF_REAL4	1	0:[]	T/	OOOOO	solo_l2_epd-het-north-rates	HCI_Lon	S/C Longitude	Spacecraft heliocentric longitude (HCI)		support_data		&#176;										EPOCH_6				F6.3	Longitude										-1.0e+31	360.0	0.0	linear		360.0	0.0				
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	solo_l2_epd-het-north-rates	QUALITY_FLAG	Quality flag	Data quality flag	0:Bad, 1:Known problems, 2:Survey data, 3:Good, 4:Excellent	support_data												EPOCH				I	Quality flag										255	4	0	linear		4	0				
ASTRO	CDF_UINT2	1	0:[]	T/	OOOOO	solo_l2_epd-het-north-rates	QUALITY_BITMASK	Quality bitmask	Computer readable quality parameter	0x1: Bad value, 0x2: Close mode, 0x4: High flux mode	support_data												EPOCH				Z4	Quality bitmask										65535	32767	0	linear		32767	0				
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	solo_l2_epd-het-north-rates	QUALITY_FLAG_1	Quality flag 1	Data quality flag	0:Bad, 1:Known problems, 2:Survey data, 3:Good, 4:Excellent	support_data												EPOCH_1				I	Quality flag										255	4	0	linear		4	0				
ASTRO	CDF_UINT2	1	0:[]	T/	OOOOO	solo_l2_epd-het-north-rates	QUALITY_BITMASK_1	Quality bitmask 1	Computer readable quality parameter	0x1: Bad value, 0x2: Close mode, 0x4: High flux mode	support_data												EPOCH_1				Z4	Quality bitmask										65535	32767	0	linear		32767	0				
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	solo_l2_epd-het-north-rates	QUALITY_FLAG_2	Quality flag 2	Data quality flag	0:Bad, 1:Known problems, 2:Survey data, 3:Good, 4:Excellent	support_data												EPOCH_2				I	Quality flag										255	4	0	linear		4	0				
ASTRO	CDF_UINT2	1	0:[]	T/	OOOOO	solo_l2_epd-het-north-rates	QUALITY_BITMASK_2	Quality bitmask 2	Computer readable quality parameter	0x1: Bad value, 0x2: Close mode, 0x4: High flux mode	support_data												EPOCH_2				Z4	Quality bitmask										65535	32767	0	linear		32767	0				
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	solo_l2_epd-het-north-rates	QUALITY_FLAG_3	Quality flag 3	Data quality flag	0:Bad, 1:Known problems, 2:Survey data, 3:Good, 4:Excellent	support_data												EPOCH_3				I	Quality flag										255	4	0	linear		4	0				
ASTRO	CDF_UINT2	1	0:[]	T/	OOOOO	solo_l2_epd-het-north-rates	QUALITY_BITMASK_3	Quality bitmask 3	Computer readable quality parameter	0x1: Bad value, 0x2: Close mode, 0x4: High flux mode	support_data												EPOCH_3				Z4	Quality bitmask										65535	32767	0	linear		32767	0				
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	solo_l2_epd-het-north-rates	QUALITY_FLAG_4	Quality flag 4	Data quality flag	0:Bad, 1:Known problems, 2:Survey data, 3:Good, 4:Excellent	support_data												EPOCH_4				I	Quality flag										255	4	0	linear		4	0				
ASTRO	CDF_UINT2	1	0:[]	T/	OOOOO	solo_l2_epd-het-north-rates	QUALITY_BITMASK_4	Quality bitmask 4	Computer readable quality parameter	0x1: Bad value, 0x2: Close mode, 0x4: High flux mode	support_data												EPOCH_4				Z4	Quality bitmask										65535	32767	0	linear		32767	0				
ASTRO	CDF_CHAR	1	1:[3]	F/T	OOOOO	solo_l2_epd-het-north-rates	RTN_Labels	RTN Labels	Labels for vector components in RTN coordinates		metadata																A1																					
ASTRO	CDF_CHAR	1	1:[3]	F/T	OOOOO	solo_l2_epd-het-north-rates	XYZ_Labels	Spacecraft XYZ Labels	Labels for vector components in spacecraft XYZ coordinates		metadata																A1																					
ASTRO	cdf_metadata_type	character_num	dimension	cdf_variable_type	OOOOO	data_product_name	parameter_key	fieldnam	catdesc	var_notes	var_type	ucd	units	unit_ptr	detector	si_conversion	cadence	resolution	acc_time	time_base	time_scale	integration_time	depend_0	depend_1	depend_2	display_type	format	lablaxis	labl_ptr_1	label	coordinate_system	frame_origin	frame_velocity	reference_position	representation_1	representation_2	tensor_order	fillval	scalemax	scalemin	scaletyp	scaletype	validmax	validmin	bin_location	delta_minus_var	delta_plus_var	monoton
ASTRO	CDF_TT2000	1	0:[]	T/	OOOOO	solo_l2_epd-het-south-burst	EPOCH	Epoch	Nanoseconds since J2000	Start of acquisition interval	support_data		nanoseconds				1 second											Time										9999-12-31T23:59:59.999999999	2020-06-15T12:37:28.000000000	2020-06-15T12:22:28.000000000	linear		2050-01-01T00:00:00.000000000	2000-01-01T00:00:00.000000000			DELTA_EPOCH	
ASTRO	CDF_UINT4	1	0:[]	T/	OOOOO	solo_l2_epd-het-south-burst	DELTA_EPOCH	Delta epoch	Accumulation period in seconds		support_data		s										EPOCH				I	Delta epoch										4294967295										
ASTRO	CDF_TT2000	1	0:[]	T/	OOOOO	solo_l2_epd-het-south-burst	EPOCH_1	Epoch 1	Nanoseconds since J2000	Start of acquisition interval	support_data		nanoseconds				1 second											Time										9999-12-31T23:59:59.999999999	2020-06-15T12:37:28.000000000	2020-06-15T12:22:28.000000000	linear		2050-01-01T00:00:00.000000000	2000-01-01T00:00:00.000000000			DELTA_EPOCH_1	
ASTRO	CDF_UINT4	1	0:[]	T/	OOOOO	solo_l2_epd-het-south-burst	DELTA_EPOCH_1	Delta epoch	Accumulation period in seconds		support_data		s										EPOCH_1				I	Delta epoch										4294967295										
ASTRO	CDF_REAL4	1	1:[68]	T/T	OOOOO	solo_l2_epd-het-south-burst	H_Flux	H Flux	Hydrogen flux	Bins 1 to 6 correspond to particles stopping in B detector. Bins 7 to 68 correspond to particles stopping in C detector.	data		particles / (s cm^2 sr MeV)			6.2415e16&gt;particles/(s m^2 sr J)							EPOCH	H_Bins_Low_Energy		time_series	G10.4	H Flux										-1.0e+31	1.0e+08	0.01	log		1.0e+20	0.0		H_Uncertainty	H_Uncertainty	
ASTRO	CDF_REAL4	1	1:[68]	T/T	OOOOO	solo_l2_epd-het-south-burst	H_Uncertainty	H Flux Uncertainty	Uncertainty in hydrogen flux		support_data		particles / (s cm^2 sr MeV)			6.2415e16&gt;particles/(s m^2 sr J)							EPOCH	H_Bins_Low_Energy		time_series	G10.4	H Flux Sigma										-1.0e+31	1.0e+08	0.01	log		1.0e+20	0.0				
ASTRO	CDF_REAL4	1	1:[68]	T/T	OOOOO	solo_l2_epd-het-south-burst	H_Rate	H Count Rate	Hydrogen count rate		support_data		counts / s										EPOCH	H_Bins_Low_Energy		time_series	G10.4	H Count Rate										-1.0e+31	1.0e+08	0.01	log		1.0e+20	0.0				
ASTRO	CDF_REAL4	1	1:[68]	F/T	OOOOO	solo_l2_epd-het-south-burst	H_Bins_Low_Energy	H Bins Low Energy	Lowest energy of each bin for hydrogen flux		support_data		MeV			1.602e-13&gt;J											G10.4		H_Bins_Text												log						H_Bins_Width	
ASTRO	CDF_REAL4	1	1:[68]	F/T	OOOOO	solo_l2_epd-het-south-burst	H_Bins_Width	H Bins Width	Width of each energy bin for hydrogen flux		support_data		MeV			1.602e-13&gt;J											G10.4																					
ASTRO	CDF_CHAR	25	1:[68]	F/T	OOOOO	solo_l2_epd-het-south-burst	H_Bins_Text	H Bins Text	Text description of each energy bin for hydrogen flux		metadata																A25																					
ASTRO	CDF_REAL4	1	1:[4]	T/T	OOOOO	solo_l2_epd-het-south-burst	Electron_Flux	Electron Flux	Electron flux	Bin 1 corresponds to particles stopping in B detector. Bins 2 to 4 correspond to particles stopping in C detector.	data		particles / (s cm^2 sr MeV)			6.2415e16&gt;particles/(s m^2 sr J)							EPOCH	Electron_Bins_Low_Energy		time_series	G10.4	Electron Flux										-1.0e+31	1.0e+08	0.01	log		1.0e+20	0.0		Electron_Uncertainty	Electron_Uncertainty	
ASTRO	CDF_REAL4	1	1:[4]	T/T	OOOOO	solo_l2_epd-het-south-burst	Electron_Uncertainty	Electron Flux Uncertainty	Uncertainty in electron flux		support_data		particles / (s cm^2 sr MeV)			6.2415e16&gt;particles/(s m^2 sr J)							EPOCH	Electron_Bins_Low_Energy		time_series	G10.4	Electron Flux Sigma										-1.0e+31	1.0e+08	0.01	log		1.0e+20	0.0				
ASTRO	CDF_REAL4	1	1:[4]	T/T	OOOOO	solo_l2_epd-het-south-burst	Electron_Rate	Electron Count Rate	Electron count rate		support_data		counts / s										EPOCH	Electron_Bins_Low_Energy		time_series	G10.4	Electron Count Rate										-1.0e+31	1.0e+08	0.01	log		1.0e+20	0.0				
ASTRO	CDF_REAL4	1	1:[4]	F/T	OOOOO	solo_l2_epd-het-south-burst	Electron_Bins_Low_Energy	Electron Bins Low Energy	Lowest energy of each bin for electron flux		support_data		MeV			1.602e-13&gt;J											G10.4		Electron_Bins_Text												log						Electron_Bins_Width	
ASTRO	CDF_REAL4	1	1:[4]	F/T	OOOOO	solo_l2_epd-het-south-burst	Electron_Bins_Width	Electron Bins Width	Width of each energy bin for electron flux		support_data		MeV			1.602e-13&gt;J											G10.4																					
ASTRO	CDF_CHAR	25	1:[4]	F/T	OOOOO	solo_l2_epd-het-south-burst	Electron_Bins_Text	Electron Bins Text	Text description of each energy bin for electron flux		metadata																A25																					
ASTRO	CDF_REAL4	1	1:[9]	T/T	OOOOO	solo_l2_epd-het-south-burst	He3_Flux	He3 Flux	Helium-3 flux	Bins 1 to 4 correspond to particles stopping in B detector. Bins 5 to 9 correspond to particles stopping in C detector.	data		particles / (s cm^2 sr MeV/n)			6.2415e16&gt;particles/(s m^2 sr J)							EPOCH_1	He3_Bins_Low_Energy		time_series	G10.4	He3 Flux										-1.0e+31	1.0e+08	0.01	log		1.0e+20	0.0		He3_Uncertainty	He3_Uncertainty	
ASTRO	CDF_REAL4	1	1:[9]	T/T	OOOOO	solo_l2_epd-het-south-burst	He3_Uncertainty	He3 Flux Uncertainty	Uncertainty in helium-3 flux		support_data		particles / (s cm^2 sr MeV/n)			6.2415e16&gt;particles/(s m^2 sr J)							EPOCH_1	He3_Bins_Low_Energy		time_series	G10.4	He3 Flux Sigma										-1.0e+31	1.0e+08	0.01	log		1.0e+20	0.0				
ASTRO	CDF_REAL4	1	1:[9]	T/T	OOOOO	solo_l2_epd-het-south-burst	He3_Rate	He3 Count Rate	Helium-3 count rate		support_data		counts / s										EPOCH_1	He3_Bins_Low_Energy		time_series	G10.4	He3 Count Rate										-1.0e+31	1.0e+08	0.01	log		1.0e+20	0.0				
