									
SPASE_PERSON_RESOURCE_ID	FULL_NAME	FIRST_NAME	AUTHORS_GIVEN_NAME	FAMILY_NAME	INITIAL_NAME	AFFILIATION_NAME	AFFILIATION_ROR	MISSION_ACRONYM	NAME_PATTERN
									
SMWG/Person/Robert.E.McGuire	Robert E. McGuire	Robert	Robert, E.	McGuire	R.E. McGuire	NASA Goddard Space Flight Center	ZZZ	LANL	N_I_N
SMWG/Person/Stephen.A.Fuselier	Stephen A. Fuselier	Stephen	Stephen, A.	Fuselier	S.A. Fuselier	Southwest Research Institute, also affiliated with the University of Texas at San Antonio	ZZZ	MMS	N_I_N
SMWG/Person/David.T.Young	David T. Young	David	David, T.	Young	D.T. Young	Southwest Research Institute	ZZZ	MMS	N_I_N
SMWG/Person/Roman.G.Gomez	Roman G. Gomez	Roman	Roman, G.	Gomez	R.G. Gomez	Southwest Research Institute	ZZZ	MMS	N_I_N
SMWG/Person/James.L.Burch	James L. Burch	James	James, L.	Burch	J.L. Burch	Southwest Research Institute	ZZZ	MMS	N_I_N
SMWG/Person/MMS_SDC_POC	MMS Science Data Center Mission Development Team Point of Contact	MMS		Contact	MMS Science Data Center Mission Development Team Point of Contact	Magnetospheric Multiscale (MMS) Science Operations Center (SOC)	ZZZ	MMS	OTHER
SMWG/Person/Robert.M.Candey	Robert M. Candey	Robert	Robert, M.	Candey	R.M. Candey	NASA Goddard Space Flight Center	ZZZ	MMS	N_I_N
SMWG/Person/Lee.Frost.Bargatze	Lee Frost Bargatze	Lee	Lee, Frost	Bargatze	L.F. Bargatze	Institute of Geophysics and Planetary Physics and the Department of Earth, Planetary, and Space Sciences, University of California, Los Angeles	ZZZ	MMS	N_N_N
