Num	Metadata File Name	SPASE Resource ID from XML description	SPASE Revise	SPASE Review	Metadata Contact	Revision Note	Revised SPASE Resource ID	Review Notes
1109	NASA/NumericalData/TIMED/GUVI/L1C/Disk/1304A/SouthPolar/Movies/P1D.xml	NASA/NumericalData/TIMED/GUVI/L1C/Disk/1304A/SouthPolar/Movies/P1D	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1110	NASA/NumericalData/TIMED/GUVI/L1C/Disk/1356A/Mercator/Movies/P1D.xml	NASA/NumericalData/TIMED/GUVI/L1C/Disk/1356A/Mercator/Movies/P1D	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1111	NASA/NumericalData/TIMED/GUVI/L1C/Disk/1356A/NorthPolar/Movies/P1D.xml	NASA/NumericalData/TIMED/GUVI/L1C/Disk/1356A/NorthPolar/Movies/P1D	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1112	NASA/NumericalData/TIMED/GUVI/L1C/Disk/1356A/SouthPolar/Movies/P1D.xml	NASA/NumericalData/TIMED/GUVI/L1C/Disk/1356A/SouthPolar/Movies/P1D	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1113	NASA/NumericalData/TIMED/GUVI/L1C/Disk/LBH1/Mercator/Movies/P1D.xml	NASA/NumericalData/TIMED/GUVI/L1C/Disk/LBH1/Mercator/Movies/P1D	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1114	NASA/NumericalData/TIMED/GUVI/L1C/Disk/LBH1/NorthPolar/Movies/P1D.xml	NASA/NumericalData/TIMED/GUVI/L1C/Disk/LBH1/NorthPolar/Movies/P1D	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1115	NASA/NumericalData/TIMED/GUVI/L1C/Disk/LBH1/SouthPolar/Movies/P1D.xml	NASA/NumericalData/TIMED/GUVI/L1C/Disk/LBH1/SouthPolar/Movies/P1D	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1116	NASA/NumericalData/TIMED/GUVI/L1C/Disk/LBH2/Mercator/Movies/P1D.xml	NASA/NumericalData/TIMED/GUVI/L1C/Disk/LBH2/Mercator/Movies/P1D	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1117	NASA/NumericalData/TIMED/GUVI/L1C/Disk/LBH2/NorthPolar/Movies/P1D.xml	NASA/NumericalData/TIMED/GUVI/L1C/Disk/LBH2/NorthPolar/Movies/P1D	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1118	NASA/NumericalData/TIMED/GUVI/L1C/Disk/LBH2/SouthPolar/Movies/P1D.xml	NASA/NumericalData/TIMED/GUVI/L1C/Disk/LBH2/SouthPolar/Movies/P1D	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1119	NASA/NumericalData/TIMED/SEE/L3A.xml	NASA/NumericalData/TIMED/SEE/L3A	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1120	NASA/NumericalData/TIMED/TIDI/WindVectors/PT82.28S.xml	NASA/NumericalData/TIMED/TIDI/WindVectors/PT82.28S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1121	NASA/NumericalData/TWINS/ENA/MagnetosphericIonTemperatures/ModifiedData/PT10M.xml	NASA/NumericalData/TWINS/ENA/MagnetosphericIonTemperatures/ModifiedData/PT10M	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1122	NASA/NumericalData/TWINS1/Ephemeris/Attitude/Definitive/PT0.512S.xml	NASA/NumericalData/TWINS1/Ephemeris/Attitude/Definitive/PT0.512S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1123	NASA/NumericalData/TWINS1/ENA/L1/PT15M.xml	NASA/NumericalData/TWINS1/ENA/L1/PT15M	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1124	NASA/NumericalData/TWINS1/LAD/L1/PT1.333S.xml	NASA/NumericalData/TWINS1/LAD/L1/PT1.333S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1125	NASA/NumericalData/TWINS1/Ephemeris/PT1M45S.xml	NASA/NumericalData/TWINS1/Ephemeris/PT1M45S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1126	NASA/NumericalData/TWINS1/ENA/TISTORM/PT72S.xml	NASA/NumericalData/TWINS1/ENA/TISTORM/PT72S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1127	NASA/NumericalData/TWINS2/Ephemeris/Attitude/Definitive/PT0.512S.xml	NASA/NumericalData/TWINS2/Ephemeris/Attitude/Definitive/PT0.512S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1128	NASA/NumericalData/TWINS2/ENA/L1/PT15M.xml	NASA/NumericalData/TWINS2/ENA/L1/PT15M	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1129	NASA/NumericalData/TWINS2/LAD/L1/PT1.333S.xml	NASA/NumericalData/TWINS2/LAD/L1/PT1.333S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1130	NASA/NumericalData/TWINS2/Ephemeris/PT1M45S.xml	NASA/NumericalData/TWINS2/Ephemeris/PT1M45S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1131	NASA/NumericalData/TWINS2/ENA/TISTORM/PT72S.xml	NASA/NumericalData/TWINS2/ENA/TISTORM/PT72S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1132	NASA/NumericalData/Ulysses/HelioWeb/Ephemeris/P1D.xml	NASA/NumericalData/Ulysses/HelioWeb/Ephemeris/P1D	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1133	NASA/NumericalData/Planet/Uranus/HelioWeb/Ephemeris/P1D.xml	NASA/NumericalData/Planet/Uranus/HelioWeb/Ephemeris/P1D	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1134	NASA/NumericalData/Ulysses/FGM/PT01S.xml	NASA/NumericalData/Ulysses/FGM/PT01S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1135	NASA/NumericalData/Ulysses/SWOOPS/AlphaParticle/FitParameters/PT4M.xml	NASA/NumericalData/Ulysses/SWOOPS/AlphaParticle/FitParameters/PT4M	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1136	NASA/NumericalData/Ulysses/SWOOPS/AlphaParticle/ParticleDistributions/PT4M.xml	NASA/NumericalData/Ulysses/SWOOPS/AlphaParticle/ParticleDistributions/PT4M	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1137	NASA/NumericalData/Ulysses/SWOOPS/AlphaParticle/Moments/PT4M.xml	NASA/NumericalData/Ulysses/SWOOPS/AlphaParticle/Moments/PT4M	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1138	NASA/NumericalData/Ulysses/MAGandPLS/PT1H.xml	NASA/NumericalData/Ulysses/MAGandPLS/PT1H	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1139	NASA/NumericalData/Ulysses/SWICS/GSFC/SPDF/PT13M.xml	NASA/NumericalData/Ulysses/SWICS/GSFC/SPDF/PT13M	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1140	NASA/NumericalData/Ulysses/COSPIN/AT/Ion/Fluxes/SpinAveraged/PT10M.xml	NASA/NumericalData/Ulysses/COSPIN/AT/Ion/Fluxes/SpinAveraged/PT10M	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1141	NASA/NumericalData/Ulysses/COSPIN/AT/Ion/Fluxes/SpinAveraged/PT10M.xml	NASA/NumericalData/Ulysses/COSPIN/AT/Ion/Fluxes/SpinAveraged/PT10M	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1142	NASA/NumericalData/Ulysses/COSPIN/HET/Rates/SpinAveraged/PT10M.xml	NASA/NumericalData/Ulysses/COSPIN/HET/Rates/SpinAveraged/PT10M	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1143	NASA/NumericalData/Ulysses/COSPIN/HFT/Ion/Fluxes/PT10M.xml	NASA/NumericalData/Ulysses/COSPIN/HFT/Ion/Fluxes/PT10M	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1144	NASA/NumericalData/Ulysses/COSPIN/KET/Rates/PT10M.xml	NASA/NumericalData/Ulysses/COSPIN/KET/Rates/PT10M	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1145	NASA/NumericalData/Ulysses/COSPIN/LET/Fluxes/PT10M.xml	NASA/NumericalData/Ulysses/COSPIN/LET/Fluxes/PT10M	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1146	NASA/NumericalData/Ulysses/URAP/GSFC/SPDF/RAR/CDF/PT144S.xml	NASA/NumericalData/Ulysses/URAP/GSFC/SPDF/RAR/CDF/PT144S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1147	NASA/NumericalData/Ulysses/SWOOPS/IonParams/CDF/PT1H.xml	NASA/NumericalData/Ulysses/SWOOPS/IonParams/CDF/PT1H	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1148	NASA/NumericalData/Ulysses/SWICS/GSFC/SPDF/ChargeStates/PT3H30M.xml	NASA/NumericalData/Ulysses/SWICS/GSFC/SPDF/ChargeStates/PT3H30M	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1149	NASA/NumericalData/Ulysses/SWOOPS/Proton/ParticleDistributions/PT4M.xml	NASA/NumericalData/Ulysses/SWOOPS/Proton/ParticleDistributions/PT4M	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1150	NASA/NumericalData/Ulysses/SWOOPS/Proton/FitParameters/PT4M.xml	NASA/NumericalData/Ulysses/SWOOPS/Proton/FitParameters/PT4M	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1151	NASA/NumericalData/Ulysses/SWOOPS/Proton/Moments/PT4M.xml	NASA/NumericalData/Ulysses/SWOOPS/Proton/Moments/PT4M	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1152	NASA/NumericalData/Planet/Venus/HelioWeb/Ephemeris/P1D.xml	NASA/NumericalData/Planet/Venus/HelioWeb/Ephemeris/P1D	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1153	NASA/NumericalData/Voyager1/MAG/CDF/PT9.6S.xml	NASA/NumericalData/Voyager1/MAG/CDF/PT9.6S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1154	NASA/NumericalData/Voyager1/MAG/CDF/PT1.92S.xml	NASA/NumericalData/Voyager1/MAG/CDF/PT1.92S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1155	NASA/NumericalData/Voyager1/MAG/CDF/PT48S.xml	NASA/NumericalData/Voyager1/MAG/CDF/PT48S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1156	NASA/NumericalData/Voyager1/MAG/VIM/CDF/PT48S.xml	NASA/NumericalData/Voyager1/MAG/VIM/CDF/PT48S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1157	NASA/NumericalData/Voyager1/MAGandPLS/PT1H.xml	NASA/NumericalData/Voyager1/MAGandPLS/PT1H	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1158	NASA/NumericalData/Voyager1/CRS/Flux/EnergyFlux/HydrogenHelium/LevelH3/CDF/P1D.xml	NASA/NumericalData/Voyager1/CRS/Flux/EnergyFlux/HydrogenHelium/LevelH3/CDF/P1D	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1159	NASA/NumericalData/Voyager1/HelioWeb/Ephemeris/P1D.xml	NASA/NumericalData/Voyager1/HelioWeb/Ephemeris/P1D	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1160	NASA/NumericalData/Voyager1/PLS/Jupiter/Composition/VIPER/PT96S.xml	NASA/NumericalData/Voyager1/PLS/Jupiter/Composition/VIPER/PT96S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1161	NASA/NumericalData/Voyager1/PLS/Jupiter/Electron/CurrentSpectra/LowEnergy/PT96S.xml	NASA/NumericalData/Voyager1/PLS/Jupiter/Electron/CurrentSpectra/LowEnergy/PT96S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1162	NASA/NumericalData/Voyager1/PLS/Jupiter/Electron/CurrentSpectra/HighEnergy/PT96S.xml	NASA/NumericalData/Voyager1/PLS/Jupiter/Electron/CurrentSpectra/HighEnergy/PT96S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1163	NASA/NumericalData/Voyager1/PLS/HIRES/CDF/PT12S.xml	NASA/NumericalData/Voyager1/PLS/HIRES/CDF/PT12S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1164	NASA/NumericalData/Voyager1/PLS/Jupiter/Ion/CurrentSpectra/LowEnergyResolution/PT96S.xml	NASA/NumericalData/Voyager1/PLS/Jupiter/Ion/CurrentSpectra/LowEnergyResolution/PT96S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1165	NASA/NumericalData/Voyager1/PLS/Jupiter/Ion/CurrentSpectra/HighEnergyResolution/PT96S.xml	NASA/NumericalData/Voyager1/PLS/Jupiter/Ion/CurrentSpectra/HighEnergyResolution/PT96S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1166	NASA/NumericalData/Voyager2/MAG/CDF/PT9.6S.xml	NASA/NumericalData/Voyager2/MAG/CDF/PT9.6S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1167	NASA/NumericalData/Voyager2/MAG/CDF/PT1.92S.xml	NASA/NumericalData/Voyager2/MAG/CDF/PT1.92S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1168	NASA/NumericalData/Voyager2/MAG/CDF/PT48S.xml	NASA/NumericalData/Voyager2/MAG/CDF/PT48S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1169	NASA/NumericalData/Voyager2/MAG/VIM/CDF/PT48S.xml	NASA/NumericalData/Voyager2/MAG/VIM/CDF/PT48S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1170	NASA/NumericalData/Voyager2/MAGandPLS/PT1H.xml	NASA/NumericalData/Voyager2/MAGandPLS/PT1H	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1171	NASA/NumericalData/Voyager2/HelioWeb/Ephemeris/P1D.xml	NASA/NumericalData/Voyager2/HelioWeb/Ephemeris/P1D	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1172	NASA/NumericalData/Voyager2/PLS/Jupiter/Composition/VIPER/PT96S.xml	NASA/NumericalData/Voyager2/PLS/Jupiter/Composition/VIPER/PT96S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1173	NASA/NumericalData/Voyager2/PLS/Jupiter/Electron/CurrentSpectra/LowEnergy/PT96S.xml	NASA/NumericalData/Voyager2/PLS/Jupiter/Electron/CurrentSpectra/LowEnergy/PT96S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1174	NASA/NumericalData/Voyager2/PLS/Jupiter/Electron/CurrentSpectra/HighEnergy/PT96S.xml	NASA/NumericalData/Voyager2/PLS/Jupiter/Electron/CurrentSpectra/HighEnergy/PT96S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1175	NASA/NumericalData/Voyager2/PLS/HIRES/CDF/PT12S.xml	NASA/NumericalData/Voyager2/PLS/HIRES/CDF/PT12S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1176	NASA/NumericalData/Voyager2/PLS/Jupiter/Ion/CurrentSpectra/LowEnergyResolution/PT96S.xml	NASA/NumericalData/Voyager2/PLS/Jupiter/Ion/CurrentSpectra/LowEnergyResolution/PT96S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1177	NASA/NumericalData/Voyager2/PLS/Jupiter/Ion/CurrentSpectra/HighEnergyResolution/PT96S.xml	NASA/NumericalData/Voyager2/PLS/Jupiter/Ion/CurrentSpectra/HighEnergyResolution/PT96S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1178	NASA/NumericalData/Comet/Wild2/HelioWeb/Ephemeris/P1D.xml	NASA/NumericalData/Comet/Wild2/HelioWeb/Ephemeris/P1D	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1179	NASA/NumericalData/Alouette2/SFS/PT32S.xml	NASA/NumericalData/Alouette2/SFS/PT32S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1180	NASA/NumericalData/Apollo12-LM/SWS/PT1HR.xml	NASA/NumericalData/Apollo12-LM/SWS/PT1HR	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1181	NASA/NumericalData/Apollo12-LM/SWS/PT28S.xml	NASA/NumericalData/Apollo12-LM/SWS/PT28S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1182	NASA/NumericalData/Apollo15-LM/SWS/PT1HR.xml	NASA/NumericalData/Apollo15-LM/SWS/PT1HR	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1183	NASA/NumericalData/Apollo15-LM/SWS/PT28S.xml	NASA/NumericalData/Apollo15-LM/SWS/PT28S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1184	NASA/NumericalData/BARREL/1N/Housekeeping/L2/PT40S.xml	NASA/NumericalData/BARREL/1N/Housekeeping/L2/PT40S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1185	NASA/NumericalData/CNOFS/CINDI/IVM/PT0.5S.xml	NASA/NumericalData/CNOFS/CINDI/IVM/PT0.5S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1186	NASA/NumericalData/CNOFS/PLP/PT1S.xml	NASA/NumericalData/CNOFS/PLP/PT1S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1187	NASA/NumericalData/CNOFS/VEFI/BField/PT1S.xml	NASA/NumericalData/CNOFS/VEFI/BField/PT1S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1188	NASA/NumericalData/CNOFS/VEFI/EField/PT1S.xml	NASA/NumericalData/CNOFS/VEFI/EField/PT1S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1189	NASA/NumericalData/CNOFS/VEFI/Lightning/PT0.5S.xml	NASA/NumericalData/CNOFS/VEFI/Lightning/PT0.5S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1190	NASA/NumericalData/CRRES/MEA/PT1M.xml	NASA/NumericalData/CRRES/MEA/PT1M	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1191	NASA/NumericalData/CubeSat/CSSWE/REPTile/L1/Counts/PT6S.xml	NASA/NumericalData/CubeSat/CSSWE/REPTile/L1/Counts/PT6S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1192	NASA/NumericalData/CubeSat/CSSWE/REPTile/L2/Flux/PT6S.xml	NASA/NumericalData/CubeSat/CSSWE/REPTile/L2/Flux/PT6S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1193	NASA/NumericalData/DE1/PWI/LFC/PT0.25S.xml	NASA/NumericalData/DE1/PWI/LFC/PT0.25S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1194	NASA/NumericalData/DE1/PWI/SFC/PT0.25S.xml	NASA/NumericalData/DE1/PWI/SFC/PT0.25S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1195	NASA/NumericalData/DE2/RPA/PT0.016S.xml	NASA/NumericalData/DE2/RPA/PT0.016S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1196	NASA/NumericalData/DE2/RPA/PT2S.xml	NASA/NumericalData/DE2/RPA/PT2S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1197	NASA/NumericalData/DE2/NACS/PT1S.xml	NASA/NumericalData/DE2/NACS/PT1S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
1198	NASA/NumericalData/DE2/LANG/PT0.5S.xml	NASA/NumericalData/DE2/LANG/PT0.5S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
