Num	Metadata File Name	SPASE Resource ID from XML description	SPASE Revise	SPASE Review	Metadata Contact	Revision Note	Revised SPASE Resource ID	Review Notes
200	NASA/NumericalData/MMS/1/HotPlasmaCompositionAnalyzer/Survey/Level2/Moments/PT10S.xml	NASA/NumericalData/MMS/1/HotPlasmaCompositionAnalyzer/Survey/Level2/Moments/PT10S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
201	NASA/NumericalData/MMS/1/HotPlasmaCompositionAnalyzer/Survey/Level2/TimeOfFlight/Counts/PT0.625S.xml	NASA/NumericalData/MMS/1/HotPlasmaCompositionAnalyzer/Survey/Level2/TimeOfFlight/Counts/PT0.625S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
202	NASA/NumericalData/MMS/2/ASPOC/Survey/Level2/PT1S.xml	NASA/NumericalData/MMS/2/ASPOC/Survey/Level2/PT1S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
203	NASA/NumericalData/MMS/2/EnergeticParticleDetector/EIS/Burst/Level2/EnergyByTimeOfFlight/PT0.605S.xml	NASA/NumericalData/MMS/2/EnergeticParticleDetector/EIS/Burst/Level2/EnergyByTimeOfFlight/PT0.605S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
204	NASA/NumericalData/MMS/2/EnergeticParticleDetector/EIS/Burst/Level2/PulseHeightByTimeOfFlight/PT0.605S.xml	NASA/NumericalData/MMS/2/EnergeticParticleDetector/EIS/Burst/Level2/PulseHeightByTimeOfFlight/PT0.605S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
205	NASA/NumericalData/MMS/2/EnergeticParticleDetector/EIS/Survey/Level2/ElectronEnergySpectra/PT2.42S.xml	NASA/NumericalData/MMS/2/EnergeticParticleDetector/EIS/Survey/Level2/ElectronEnergySpectra/PT2.42S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
206	NASA/NumericalData/MMS/2/EnergeticParticleDetector/EIS/Survey/Level2/EnergyByTimeOfFlight/PT2.42S.xml	NASA/NumericalData/MMS/2/EnergeticParticleDetector/EIS/Survey/Level2/EnergyByTimeOfFlight/PT2.42S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
207	NASA/NumericalData/MMS/2/EnergeticParticleDetector/EIS/Survey/Level2/PulseHeightByTimeOfFlight/PT2.42S.xml	NASA/NumericalData/MMS/2/EnergeticParticleDetector/EIS/Survey/Level2/PulseHeightByTimeOfFlight/PT2.42S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
208	NASA/NumericalData/MMS/2/EnergeticParticleDetector/FEEPS/Burst/Level2/Electron/PT0.3025S.xml	NASA/NumericalData/MMS/2/EnergeticParticleDetector/FEEPS/Burst/Level2/Electron/PT0.3025S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
209	NASA/NumericalData/MMS/2/EnergeticParticleDetector/FEEPS/Burst/Level2/Ion/PT0.3025S.xml	NASA/NumericalData/MMS/2/EnergeticParticleDetector/FEEPS/Burst/Level2/Ion/PT0.3025S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
210	NASA/NumericalData/MMS/2/EnergeticParticleDetector/FEEPS/Survey/Level2/Electron/PT2.42S.xml	NASA/NumericalData/MMS/2/EnergeticParticleDetector/FEEPS/Survey/Level2/Electron/PT2.42S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
211	NASA/NumericalData/MMS/2/EnergeticParticleDetector/FEEPS/Survey/Level2/Ion/PT2.42S.xml	NASA/NumericalData/MMS/2/EnergeticParticleDetector/FEEPS/Survey/Level2/Ion/PT2.42S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
212	NASA/NumericalData/MMS/2/Ephemeris/Burst/Level2/Tsyganenko_04_Disturbed/PT0.030S.xml	NASA/NumericalData/MMS/2/Ephemeris/Burst/Level2/Tsyganenko_04_Disturbed/PT0.030S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
213	NASA/NumericalData/MMS/2/Ephemeris/Burst/Level2/Tsyganenko_89_Disturbed/PT0.030S.xml	NASA/NumericalData/MMS/2/Ephemeris/Burst/Level2/Tsyganenko_89_Disturbed/PT0.030S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
214	NASA/NumericalData/MMS/2/Ephemeris/Burst/Level2/Tsyganenko_89_Quiet/PT0.030S.xml	NASA/NumericalData/MMS/2/Ephemeris/Burst/Level2/Tsyganenko_89_Quiet/PT0.030S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
215	NASA/NumericalData/MMS/2/Ephemeris/Survey/Level2/Tsyganenko_04_Disturbed/PT30S.xml	NASA/NumericalData/MMS/2/Ephemeris/Survey/Level2/Tsyganenko_04_Disturbed/PT30S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
216	NASA/NumericalData/MMS/2/Ephemeris/Survey/Level2/Tsyganenko_89_Disturbed/PT30S.xml	NASA/NumericalData/MMS/2/Ephemeris/Survey/Level2/Tsyganenko_89_Disturbed/PT30S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
217	NASA/NumericalData/MMS/2/Ephemeris/Survey/Level2/Tsyganenko_89_Quiet/PT30S.xml	NASA/NumericalData/MMS/2/Ephemeris/Survey/Level2/Tsyganenko_89_Quiet/PT30S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
218	NASA/NumericalData/MMS/2/FIELDS/DSP/Fast/Level2/ElectricFieldPowerSpectralDensity/PT2S.xml	NASA/NumericalData/MMS/2/FIELDS/DSP/Fast/Level2/ElectricFieldPowerSpectralDensity/PT2S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
219	NASA/NumericalData/MMS/2/FIELDS/DSP/Fast/Level2/MagneticFieldPowerSpectralDensity/PT2S.xml	NASA/NumericalData/MMS/2/FIELDS/DSP/Fast/Level2/MagneticFieldPowerSpectralDensity/PT2S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
220	NASA/NumericalData/MMS/2/FIELDS/DSP/Slow/Level2/ElectricFieldPowerSpectralDensity/PT16S.xml	NASA/NumericalData/MMS/2/FIELDS/DSP/Slow/Level2/ElectricFieldPowerSpectralDensity/PT16S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
221	NASA/NumericalData/MMS/2/FIELDS/DSP/Slow/Level2/MagneticFieldPowerSpectralDensity/PT16S.xml	NASA/NumericalData/MMS/2/FIELDS/DSP/Slow/Level2/MagneticFieldPowerSpectralDensity/PT16S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
222	NASA/NumericalData/MMS/2/FIELDS/EDI/Burst/Level2/AmbientElectronFlux/ProjectionMethod2/PT0.0009765625S.xml	NASA/NumericalData/MMS/2/FIELDS/EDI/Burst/Level2/AmbientElectronFlux/ProjectionMethod2/PT0.0009765625S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
223	NASA/NumericalData/MMS/2/FIELDS/EDI/Burst/Level2/ElectricField/PT0.0009765625S.xml	NASA/NumericalData/MMS/2/FIELDS/EDI/Burst/Level2/ElectricField/PT0.0009765625S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
224	NASA/NumericalData/MMS/2/FIELDS/EDI/Burst/Level2/ElectronFluxAmbient/ProjectionMethod1/PT0.0009765625S.xml	NASA/NumericalData/MMS/2/FIELDS/EDI/Burst/Level2/ElectronFluxAmbient/ProjectionMethod1/PT0.0009765625S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
225	NASA/NumericalData/MMS/2/FIELDS/EDI/Burst/Level2/QualityZero/PT0.0078125S.xml	NASA/NumericalData/MMS/2/FIELDS/EDI/Burst/Level2/QualityZero/PT0.0078125S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
226	NASA/NumericalData/MMS/2/FIELDS/EDI/Survey/Level2/ElectricField/PT5S.xml	NASA/NumericalData/MMS/2/FIELDS/EDI/Survey/Level2/ElectricField/PT5S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
227	NASA/NumericalData/MMS/2/FIELDS/EDI/Survey/Level2/ElectronFluxAmbient/ProjectionMethod1/PT0.03125S.xml	NASA/NumericalData/MMS/2/FIELDS/EDI/Survey/Level2/ElectronFluxAmbient/ProjectionMethod1/PT0.03125S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
228	NASA/NumericalData/MMS/2/FIELDS/EDI/Survey/Level2/ElectronFluxAmbient/ProjectionMethod2/PT0.03125S.xml	NASA/NumericalData/MMS/2/FIELDS/EDI/Survey/Level2/ElectronFluxAmbient/ProjectionMethod2/PT0.03125S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
229	NASA/NumericalData/MMS/2/FIELDS/EDI/Survey/Level2/QualityZero/PT0.125S.xml	NASA/NumericalData/MMS/2/FIELDS/EDI/Survey/Level2/QualityZero/PT0.125S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
230	NASA/NumericalData/MMS/2/FIELDS/EDP/Burst/Level2/DCElectricField/PT0.0001220703125S.xml	NASA/NumericalData/MMS/2/FIELDS/EDP/Burst/Level2/DCElectricField/PT0.0001220703125S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
231	NASA/NumericalData/MMS/2/FIELDS/EDP/Burst/Level2/SpacecraftPotential/PT0.0001220703125S.xml	NASA/NumericalData/MMS/2/FIELDS/EDP/Burst/Level2/SpacecraftPotential/PT0.0001220703125S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
232	NASA/NumericalData/MMS/2/FIELDS/EDP/Burst/Level2Pre/HMFE/PT0.00001525878906S.xml	NASA/NumericalData/MMS/2/FIELDS/EDP/Burst/Level2Pre/HMFE/PT0.00001525878906S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
233	NASA/NumericalData/MMS/2/FIELDS/EDP/Fast/Level2/DCElectricField/PT0.03125S.xml	NASA/NumericalData/MMS/2/FIELDS/EDP/Fast/Level2/DCElectricField/PT0.03125S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
234	NASA/NumericalData/MMS/2/FIELDS/EDP/Fast/Level2/SpacecraftPotential/PT0.03125S.xml	NASA/NumericalData/MMS/2/FIELDS/EDP/Fast/Level2/SpacecraftPotential/PT0.03125S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
235	NASA/NumericalData/MMS/2/FIELDS/EDP/Slow/Level2/DCElectricField/PT0.125S.xml	NASA/NumericalData/MMS/2/FIELDS/EDP/Slow/Level2/DCElectricField/PT0.125S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
236	NASA/NumericalData/MMS/2/FIELDS/EDP/Slow/Level2/SpacecraftPotential/PT0.125S.xml	NASA/NumericalData/MMS/2/FIELDS/EDP/Slow/Level2/SpacecraftPotential/PT0.125S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
237	NASA/NumericalData/MMS/2/FIELDS/EDP/Survey/Level2/HighFrequencyElectricFieldSpectra/PT16S.xml	NASA/NumericalData/MMS/2/FIELDS/EDP/Survey/Level2/HighFrequencyElectricFieldSpectra/PT16S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
238	NASA/NumericalData/MMS/2/FIELDS/FGM/Burst/Level2/PT0.0078125S.xml	NASA/NumericalData/MMS/2/FIELDS/FGM/Burst/Level2/PT0.0078125S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
239	NASA/NumericalData/MMS/2/FIELDS/FGM/Survey/Level2/PT0.125S.xml	NASA/NumericalData/MMS/2/FIELDS/FGM/Survey/Level2/PT0.125S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
240	NASA/NumericalData/MMS/2/FIELDS/SCM/Burst/Level2/PT0.00006101515625S.xml	NASA/NumericalData/MMS/2/FIELDS/SCM/Burst/Level2/PT0.00006101515625S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
241	NASA/NumericalData/MMS/2/FIELDS/SCM/Burst/Level2/PT0.0001220703125S.xml	NASA/NumericalData/MMS/2/FIELDS/SCM/Burst/Level2/PT0.0001220703125S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
242	NASA/NumericalData/MMS/2/FIELDS/SCM/Survey/Level2/PT0.03125S.xml	NASA/NumericalData/MMS/2/FIELDS/SCM/Survey/Level2/PT0.03125S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
243	NASA/NumericalData/MMS/2/FastPlasmaInvestigation/DES/Burst/Level2/Distribution/PT0.03S.xml	NASA/NumericalData/MMS/2/FastPlasmaInvestigation/DES/Burst/Level2/Distribution/PT0.03S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
244	NASA/NumericalData/MMS/2/FastPlasmaInvestigation/DES/Burst/Level2/Moments/PT0.03S.xml	NASA/NumericalData/MMS/2/FastPlasmaInvestigation/DES/Burst/Level2/Moments/PT0.03S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
245	NASA/NumericalData/MMS/2/FastPlasmaInvestigation/DES/Burst/Level2/PartialMoments/PT0.03S.xml	NASA/NumericalData/MMS/2/FastPlasmaInvestigation/DES/Burst/Level2/PartialMoments/PT0.03S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
246	NASA/NumericalData/MMS/2/FastPlasmaInvestigation/DES/Fast/Level2/Distribution/PT4.5S.xml	NASA/NumericalData/MMS/2/FastPlasmaInvestigation/DES/Fast/Level2/Distribution/PT4.5S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
247	NASA/NumericalData/MMS/2/FastPlasmaInvestigation/DES/Fast/Level2/Moments/PT4.5S.xml	NASA/NumericalData/MMS/2/FastPlasmaInvestigation/DES/Fast/Level2/Moments/PT4.5S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
248	NASA/NumericalData/MMS/2/FastPlasmaInvestigation/DES/Fast/Level2/PartialMoments/PT4.5S.xml	NASA/NumericalData/MMS/2/FastPlasmaInvestigation/DES/Fast/Level2/PartialMoments/PT4.5S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
249	NASA/NumericalData/MMS/2/FastPlasmaInvestigation/DIS/Burst/Level2/Distribution/PT0.15S.xml	NASA/NumericalData/MMS/2/FastPlasmaInvestigation/DIS/Burst/Level2/Distribution/PT0.15S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
250	NASA/NumericalData/MMS/2/FastPlasmaInvestigation/DIS/Burst/Level2/Moments/PT0.15S.xml	NASA/NumericalData/MMS/2/FastPlasmaInvestigation/DIS/Burst/Level2/Moments/PT0.15S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
251	NASA/NumericalData/MMS/2/FastPlasmaInvestigation/DIS/Burst/Level2/PartialMoments/PT0.15S.xml	NASA/NumericalData/MMS/2/FastPlasmaInvestigation/DIS/Burst/Level2/PartialMoments/PT0.15S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
252	NASA/NumericalData/MMS/2/FastPlasmaInvestigation/DIS/Fast/Level2/Distribution/PT4.5S.xml	NASA/NumericalData/MMS/2/FastPlasmaInvestigation/DIS/Fast/Level2/Distribution/PT4.5S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
253	NASA/NumericalData/MMS/2/FastPlasmaInvestigation/DIS/Fast/Level2/Moments/PT4.5S.xml	NASA/NumericalData/MMS/2/FastPlasmaInvestigation/DIS/Fast/Level2/Moments/PT4.5S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
254	NASA/NumericalData/MMS/2/FastPlasmaInvestigation/DIS/Fast/Level2/PartialMoments/PT4.5S.xml	NASA/NumericalData/MMS/2/FastPlasmaInvestigation/DIS/Fast/Level2/PartialMoments/PT4.5S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
255	NASA/NumericalData/MMS/2/HotPlasmaCompositionAnalyzer/Burst/Level2/Ion/PT0.625S.xml	NASA/NumericalData/MMS/2/HotPlasmaCompositionAnalyzer/Burst/Level2/Ion/PT0.625S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
256	NASA/NumericalData/MMS/2/HotPlasmaCompositionAnalyzer/Burst/Level2/Moments/PT10S.xml	NASA/NumericalData/MMS/2/HotPlasmaCompositionAnalyzer/Burst/Level2/Moments/PT10S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
257	NASA/NumericalData/MMS/2/HotPlasmaCompositionAnalyzer/Survey/Level2/Ion/PT0.625S.xml	NASA/NumericalData/MMS/2/HotPlasmaCompositionAnalyzer/Survey/Level2/Ion/PT0.625S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
258	NASA/NumericalData/MMS/2/HotPlasmaCompositionAnalyzer/Survey/Level2/Moments/PT10S.xml	NASA/NumericalData/MMS/2/HotPlasmaCompositionAnalyzer/Survey/Level2/Moments/PT10S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
259	NASA/NumericalData/MMS/2/HotPlasmaCompositionAnalyzer/Survey/Level2/TimeOfFlight/Counts/PT0.625S.xml	NASA/NumericalData/MMS/2/HotPlasmaCompositionAnalyzer/Survey/Level2/TimeOfFlight/Counts/PT0.625S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
260	NASA/NumericalData/MMS/3/ASPOC/Survey/Level2/PT1S.xml	NASA/NumericalData/MMS/3/ASPOC/Survey/Level2/PT1S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
261	NASA/NumericalData/MMS/3/EnergeticParticleDetector/EIS/Burst/Level2/EnergyByTimeOfFlight/PT0.605S.xml	NASA/NumericalData/MMS/3/EnergeticParticleDetector/EIS/Burst/Level2/EnergyByTimeOfFlight/PT0.605S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
262	NASA/NumericalData/MMS/3/EnergeticParticleDetector/EIS/Burst/Level2/PulseHeightByTimeOfFlight/PT0.605S.xml	NASA/NumericalData/MMS/3/EnergeticParticleDetector/EIS/Burst/Level2/PulseHeightByTimeOfFlight/PT0.605S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
