									
SPASE_PERSON_RESOURCE_ID	FULL_NAME	FIRST_NAME	AUTHORS_GIVEN_NAME	FAMILY_NAME	INITIAL_NAME	AFFILIATION_NAME	AFFILIATION_ROR	MISSION_ACRONYM	NAME_PATTERN
SMWG/Person/Douglas.C.Hamilton	Douglas C. Hamilton	Douglas	Douglas, C.	Hamilton	D.C. Hamilton	University of Maryland			N_I_N
SMWG/Person/Douglas.E.Greiner	Douglas E. Greiner	Douglas	Douglas, E.	Greiner	D.E. Greiner	University of California, Berkeley			N_I_N
SMWG/Person/Douglas.G.Currie	Douglas G. Currie	Douglas	Douglas, G.	Currie	D.G. Currie	University of Maryland			N_I_N
SMWG/Person/Douglas.G.D.Watt	Douglas G. D. Watt	Douglas	Douglas, G. D.	Watt	D.G.D. Watt	McGill University			N_I_I_N
SMWG/Person/Douglas.G.Griffith	Douglas G. Griffith	Douglas	Douglas, G.	Griffith	D.G. Griffith	Jet Propulsion Laboratory			N_I_N
SMWG/Person/Douglas.G.Torr	Douglas G. Torr	Douglas	Douglas, G.	Torr	D.G. Torr	University of Alabama, Huntsville			N_I_N
SMWG/Person/Douglas.Lloyd	Douglas Lloyd	Douglas	Douglas	Lloyd	D. Lloyd	BellComm Incorporated			N_N
SMWG/Person/Douglas.R.Clay	Douglas R. Clay	Douglas	Douglas, R.	Clay	D.R. Clay	Jet Propulsion Laboratory			N_I_N
SMWG/Person/Douglas.W.Welch	Douglas W. Welch	Douglas	Douglas, W.	Welch	D.W. Welch	Rockwell International Corporation			N_I_N
SMWG/Person/Drew.L.Turner	Drew L. Turner	Drew	Drew, L.	Turner	D.L. Turner	Space Exploration Sector, Johns Hopkins University, Applied Physics Laboratory		MMS	N_I_N
SMWG/Person/Duane.A.Kaeding	Duane A. Kaeding	Duane	Duane, A.	Kaeding	D.A. Kaeding	Unknown - formerly at RCA			N_I_N
SMWG/Person/Duane.E.Gruber	Duane E. Gruber	Duane	Duane, E.	Gruber	D.E. Gruber	University of California, San Diego			N_I_N
SMWG/Person/Duane.O.Muhleman	Duane O. Muhleman	Duane	Duane, O.	Muhleman	D.O. Muhleman	California Institute of Technology			N_I_N
SMWG/Person/Dudley.G.McConnell	Dudley G. McConnell	Dudley	Dudley, G.	McConnell	D.G. McConnell	NASA Headquarters			N_I_N
SMWG/Person/Duff.C.Stewart	Duff C. Stewart	Duff	Duff, C.	Stewart	D.C. Stewart	National Geomagnetism Program, United States Geological Survey			N_I_N
SMWG/Person/Duncan.A.Bryant	Duncan A. Bryant	Duncan	Duncan, A.	Bryant	D.A. Bryant	Rutherford Appleton Laboratory			N_I_N
SMWG/Person/Durand.Smith	Durand Smith	Durand	Durand	Smith	D. Smith	Sequoia Technologies, Inc.			N_N
SMWG/Person/Dusan.Petrac	Dusan Petrac	Dusan	Dusan	Petrac	D. Petrac	Jet Propulsion Laboratory			N_N
SMWG/Person/Duwayne.M.Anderson	Duwayne M. Anderson	Duwayne	Duwayne, M.	Anderson	D.M. Anderson	Texas A&amp;M University			N_I_N
SMWG/Person/Dwain.L.Eckberg	Dwain L. Eckberg	Dwain	Dwain, L.	Eckberg	D.L. Eckberg	Virginia Medical Center			N_I_N
SMWG/Person/E.A.Irene	E. A. Irene	E.	E., A.	Irene	E.A. Irene	IBM Thomas J. Watson Research Center			I_I_N
SMWG/Person/E.Aguilar	E. Aguilar	E.	E.	Aguilar	E. Aguilar	California Institute of Technology			I_N
SMWG/Person/E.Altenberg	E. Altenberg	E.	E.	Altenberg	E. Altenberg	Rice University			I_N
SMWG/Person/E.Arijs	E. Arijs	E.	E.	Arijs	E. Arijs	Institut d&apos;Aeronomie Spatiale de			I_N
SMWG/Person/E.B.Dorling	E. B. Dorling	E.	E., B.	Dorling	E.B. Dorling	University College London			I_I_N
SMWG/Person/E.Baker	E. Baker	E.	E.	Baker	E. Baker	NOAA Pacific Marine Environmental Laboratory			I_N
SMWG/Person/E.C.Anderson	E. C. Anderson	E.	E., C.	Anderson	E.C. Anderson	Los Alamos National Laboratory			I_I_N
SMWG/Person/E.C.Keller.Jr	E. C. Keller, Jr.	E.	E., C.	Keller, Jr.	E.C. Keller, Jr.	Unknown - formerly at NASA Headquarters			I_I_N
SMWG/Person/E.D.Nelsen	E. D. Nelsen	E.	E., D.	Nelsen	E.D. Nelsen	Unknown - formerly at GSFC-Code 902			I_I_N
SMWG/Person/E.F.Klimchuk	E. F. Klimchuk	E.	E., F.	Klimchuk	E.F. Klimchuk	Academy of Sciences			I_I_N
SMWG/Person/E.F.Mackey	E. F. Mackey	E.	E., F.	Mackey	E.F. Mackey	Packard-Bell			I_I_N
SMWG/Person/E.G.Stassinopoulos	E. G. Stassinopoulos	E.	E., G.	Stassinopoulos	E.G. Stassinopoulos	GSFC-Code 930			I_I_N
SMWG/Person/E.Gary.Mullen	E. Gary Mullen	E.	E., Gary	Mullen	E.G. Mullen	USAF Geophysics Laboratory		CRRES	I_N_N
SMWG/Person/E.H.Tull	E. H. Tull	E.	E., H.	Tull	E.H. Tull	University of Western Ontario			I_I_N
SMWG/Person/E.Howard.Scott	E. Howard Scott	E.	E., Howard	Scott	E.H. Scott	GSFC-Code 684.9			I_N_N
SMWG/Person/E.I.Morozova	E. I. Morozova	E.	E., I.	Morozova	E.I. Morozova	Russian Academy of Sciences		Interball-1	I_I_N
SMWG/Person/E.J.Langham	E. J. Langham	E.	E., J.	Langham	E.J. Langham	Canada Centre for Remote Sensing			I_I_N
SMWG/Person/E.Jim.Williamson	E. Jim Williamson	E.	E., Jim	Williamson	E.J. Williamson	University of Oxford			I_N_N
SMWG/Person/E.K.Jessberger	E. K. Jessberger	E.	E., K.	Jessberger	E.K. Jessberger	Max-Planck-Institut fur Kernphysik			I_I_N
SMWG/Person/E.Kane.Casani	E. Kane Casani	E.	E., Kane	Casani	E.K. Casani	Jet Propulsion Laboratory			I_N_N
SMWG/Person/E.L.Harper	E. L. Harper	E.	E., L.	Harper	E.L. Harper	Unknown - formerly at NASA-GSFC			I_I_N
SMWG/Person/E.Lammers	E. Lammers	E.	E.	Lammers	E. Lammers	Universitat Kiel			I_N
SMWG/Person/E.M.Nikolayenko	E. M. Nikolayenko	E.	E., M.	Nikolayenko	E.M. Nikolayenko	Unknown - formerly at Soviet Academy of Scie			I_I_N
SMWG/Person/E.Manring	E. Manring	E.	E.	Manring	E. Manring	USAF Geophysics Laboratory			I_N
SMWG/Person/E.Margaret.Burbridge	E. Margaret Burbridge	E.	E., Margaret	Burbridge	E.M. Burbridge	University of California, San Diego			I_N_N
SMWG/Person/E.Moule	E. Moule	E.	E.	Moule	E. Moule	Earth Observation Satellite Company			I_N
SMWG/Person/E.Neske	E. Neske	E.	E.	Neske	E. Neske	Institut fur Physikalische			I_N
SMWG/Person/E.P.Katz	E. P. Katz	E.	E., P.	Katz	E.P. Katz	University of Connecticut			I_I_N
SMWG/Person/E.P.L.Windsor	E. P. L. Windsor	E.	E., P. L.	Windsor	E.P.L. Windsor	British Aircraft Corporation Limited			I_I_I_N
SMWG/Person/E.P.Mazets	E. P. Mazets	E.	E., P.	Mazets	E.P. Mazets	St. Petersburg Institute for Physics and			I_I_N
SMWG/Person/E.Philip.Krider	E. Philip Krider	E.	E., Philip	Krider	E.P. Krider	University of Arizona			I_N_N
SMWG/Person/E.R.Shiffmacher	E. R. Shiffmacher	E.	E., R.	Shiffmacher	E.R. Shiffmacher	Unknown - formerly at NOAA, Boulder			I_I_N
SMWG/Person/E.Richard.Hegblom	E. Richard Hegblom	E.	E., Richard	Hegblom	E.R. Hegblom	Boston College			I_N_N
SMWG/Person/E.Rieger	E. Rieger	E.	E.	Rieger	E. Rieger	Max-Planck-Institut fur Physik und			I_N
SMWG/Person/E.W.Taylor	E. W. Taylor	E.	E., W.	Taylor	E.W. Taylor	NASA Marshall Space Flight Center			I_I_N
SMWG/Person/Earl.C.Hastings.Jr	Earl C. Hastings, Jr.	Earl	Earl, C.	Hastings, Jr.	E.C. Hastings, Jr.	NASA Langley Research Center			N_I_N
SMWG/Person/Earl.J.Montoya	Earl J. Montoya	Earl	Earl, J.	Montoya	E.J. Montoya	NASA Headquarters			N_I_N
SMWG/Person/Eberhard.Grun	Eberhard Grun	Eberhard	Eberhard	Grun	E. Grun	Max-Planck-Institut fur Kernphysik		Ulysses	N_N
SMWG/Person/Eberhard.S.Moebius	Eberhard S. Moebius	Eberhard	Eberhard, S.	Moebius	E.S. Moebius	University of New Hampshire		ACE	N_I_N
SMWG/Person/Eckhart.Pitz	Eckhart Pitz	Eckhart	Eckhart	Pitz	E. Pitz	Max-Planck-Institut fur Astronomie			N_N
SMWG/Person/Ed.B.Massey	Ed B. Massey	Ed	Ed, B.	Massey	E.B. Massey	Jet Propulsion Laboratory			N_I_N
SMWG/Person/Edgar.R.Miller	Edgar R. Miller	Edgar	Edgar, R.	Miller	E.R. Miller	NASA Marshall Space Flight Center			N_I_N
SMWG/Person/Edith.I.Reed	Edith I. Reed	Edith	Edith, I.	Reed	E.I. Reed	Unknown - formerly at GSFC			N_I_N
SMWG/Person/Edmond.M.Reeves	Edmond M. Reeves	Edmond	Edmond, M.	Reeves	E.M. Reeves	NASA Headquarters			N_I_N
SMWG/Person/Edmond.Maher	Edmond Maher	Edmond	Edmond	Maher	E. Maher	Open University of Scotland			N_N
SMWG/Person/Edmond.Tryczinski	Edmond Tryczinski	Edmond	Edmond	Tryczinski	E. Tryczinski	USAF Geophysics Laboratory			N_N
SMWG/Person/Eduard.B.Igenbergs	Eduard B. Igenbergs	Eduard	Eduard, B.	Igenbergs	E.B. Igenbergs	Technische Universitat Munchen			N_I_N
SMWG/Person/Eduard.Dubinin	Eduard Dubinin	Eduard	Eduard	Dubinin	E. Dubinin	Russian Academy of Sciences			N_N
SMWG/Person/Edward.A.Beaver	Edward A. Beaver	Edward	Edward, A.	Beaver	E.A. Beaver	University of California, San Diego			N_I_N
SMWG/Person/Edward.A.Boughan	Edward A. Boughan	Edward	Edward, A.	Boughan	E.A. Boughan	Massachusetts Institute of Technology			N_I_N
SMWG/Person/Edward.A.Cohen	Edward A. Cohen	Edward	Edward, A.	Cohen	E.A. Cohen	Jet Propulsion Laboratory			N_I_N
SMWG/Person/Edward.A.Guinness	Edward A. Guinness	Edward	Edward, A.	Guinness	E.A. Guinness	Washington University			N_I_N
SMWG/Person/Edward.A.Wolff	Edward A. Wolff	Edward	Edward, A.	Wolff	E.A. Wolff	Unknown - formerly at NASA-GSFC			N_I_N
SMWG/Person/Edward.B.Jenkins	Edward B. Jenkins	Edward	Edward, B.	Jenkins	E.B. Jenkins	Princeton University			N_I_N
SMWG/Person/Edward.C.Mundy	Edward C. Mundy	Edward	Edward, C.	Mundy	E.C. Mundy	Unknown - formerly at NASA-GSFC			N_I_N
SMWG/Person/Edward.C.Roelof	Edward C. Roelof	Edward	Edward, C.	Roelof	E.C. Roelof	Applied Physics Laboratory			N_I_N
SMWG/Person/Edward.C.Sittler.Jr	Edward C. Sittler, Jr.	Edward	Edward, C.	Sittler, Jr.	E.C. Sittler, Jr.	GSFC-Code 692			N_I_N
SMWG/Person/Edward.C.Stone.Jr	Edward C. Stone, Jr.	Edward	Edward, C.	Stone, Jr.	E.C. Stone, Jr.	California Institute of Technology		ACE Voyager1	N_I_N
SMWG/Person/Edward.D.Jahelka	Edward D. Jahelka	Edward	Edward, D.	Jahelka	E.D. Jahelka	Unknown - formerly at NASA-JPL			N_I_N
SMWG/Person/Edward.D.Rothe	Edward D. Rothe	Edward	Edward, D.	Rothe	E.D. Rothe	GSFC-Code 421			N_I_N
SMWG/Person/Edward.Deluca	Edward Deluca	Edward	Edward	Deluca	E. Deluca	Harvard University		TRACE	N_N
SMWG/Person/Edward.E.Fenimore	Edward E. Fenimore	Edward	Edward, E.	Fenimore	E.E. Fenimore	Los Alamos National Laboratory			N_I_N
SMWG/Person/Edward.E.Gaines	Edward E. Gaines	Edward	Edward, E.	Gaines	E.E. Gaines	Lockheed Palo Alto Research Laboratory			N_I_N
SMWG/Person/Edward.E.Kemper	Edward E. Kemper	Edward	Edward, E.	Kemper	E.E. Kemper	Unknown - formerly with Hughes STX			N_I_N
SMWG/Person/Edward.E.P.Szuszczewicz	Edward E. P. Szuszczewicz	Edward	Edward, E. P.	Szuszczewicz	E.E.P. Szuszczewicz	Science Applications International			N_I_I_N
SMWG/Person/Edward.F.Puccinelli	Edward F. Puccinelli	Edward	Edward, F.	Puccinelli	E.F. Puccinelli	Unknown - formerly at NASA-GSFC			N_I_N
SMWG/Person/Edward.F.Tedesco	Edward F. Tedesco	Edward	Edward, F.	Tedesco	E.F. Tedesco	California Institute of Technology			N_I_N
SMWG/Person/Edward.G.Shelley	Edward G. Shelley	Edward	Edward, G.	Shelley	E.G. Shelley	Lockheed Palo Alto Research Laboratory		DE1	N_I_N
SMWG/Person/Edward.J.Fremouw	Edward J. Fremouw	Edward	Edward, J.	Fremouw	E.J. Fremouw	Northwest Research Associates, Inc			N_I_N
SMWG/Person/Edward.J.Hurley	Edward J. Hurley	Edward	Edward, J.	Hurley	E.J. Hurley	Unknown - formerly at GSFC			N_I_N
SMWG/Person/Edward.J.Llewellyn	Edward J. Llewellyn	Edward	Edward, J.	Llewellyn	E.J. Llewellyn	University of Saskatchewan			N_I_N
SMWG/Person/Edward.J.McLaughlin	Edward J. McLaughlin	Edward	Edward, J.	McLaughlin	E.J. McLaughlin	Unknown - formerly at NASA Headquarters			N_I_N
SMWG/Person/Edward.J.Rhodes.Jr	Edward J. Rhodes, Jr.	Edward	Edward, J.	Rhodes, Jr.	E.J. Rhodes, Jr.	University of Southern California			N_I_N
SMWG/Person/Edward.J.Schmahl	Edward J. Schmahl	Edward	Edward, J.	Schmahl	E.J. Schmahl	GSFC-Code 682			N_I_N
SMWG/Person/Edward.J.Schneid	Edward J. Schneid	Edward	Edward, J.	Schneid	E.J. Schneid	AIL Systems Inc			N_I_N
SMWG/Person/Edward.J.Smith	Edward J. Smith	Edward	Edward, J.	Smith	E.J. Smith	Jet Propulsion Laboratory		ISEE3 Pioneer10 Pioneer11 Weygand	N_I_N
SMWG/Person/Edward.J.Walsh	Edward J. Walsh	Edward	Edward, J.	Walsh	E.J. Walsh	GSFC-Code 972			N_I_N
SMWG/Person/Edward.J.Weber	Edward J. Weber	Edward	Edward, J.	Weber	E.J. Weber	USAF Geophysics Laboratory			N_I_N
SMWG/Person/Edward.J.Weiler	Edward J. Weiler	Edward	Edward, J.	Weiler	E.J. Weiler	NASA-GSFC			N_I_N
SMWG/Person/Edward.J.Werner	Edward J. Werner	Edward	Edward, J.	Werner	E.J. Werner	GSFC-Code 406			N_I_N
SMWG/Person/Edward.L.Chupp	Edward L. Chupp	Edward	Edward, L.	Chupp	E.L. Chupp	University of New Hampshire			N_I_N
SMWG/Person/Edward.L.Michel	Edward L. Michel	Edward	Edward, L.	Michel	E.L. Michel	NASA Johnson Space Center			N_I_N
SMWG/Person/Edward.L.Robinson	Edward L. Robinson	Edward	Edward, L.	Robinson	E.L. Robinson	University of Texas at Austin			N_I_N
SMWG/Person/Edward.L.Wright	Edward L. Wright	Edward	Edward, L.	Wright	E.L. Wright	University of California, Los Angeles			N_I_N
SMWG/Person/Edward.M.Gaddy	Edward M. Gaddy	Edward	Edward, M.	Gaddy	E.M. Gaddy	GSFC-Code 563			N_I_N
SMWG/Person/Edward.Neal.Zapp	Edward Neal Zapp	Edward	Edward, Neal	Zapp	E.N. Zapp	Space Radiation Analysis Group, SRAG		ISS	N_N_N
SMWG/Person/Edward.R.Watkins.Jr	Edward R. Watkins, Jr.	Edward	Edward, R.	Watkins, Jr.	E.R. Watkins, Jr.	Unknown - formerly at NASA-GSFC			N_I_N
SMWG/Person/Edward.T.Byram	Edward T. Byram	Edward	Edward, T.	Byram	E.T. Byram	US Naval Research Laboratory			N_I_N
SMWG/Person/Edward.W.Cliver	Edward W. Cliver	Edward	Edward, W.	Cliver	E.W. Cliver	Boston College			N_I_N
SMWG/Person/Edward.W.Hones.Jr	Edward W. Hones, Jr.	Edward	Edward, W.	Hones, Jr.	E.W. Hones, Jr.	Los Alamos National Laboratory			N_I_N
SMWG/Person/Edwin.C.Larkin	Edwin C. Larkin	Edwin	Edwin, C.	Larkin	E.C. Larkin	Veterans Administration Hospital			N_I_N
SMWG/Person/Edwin.E.Speaker	Edwin E. Speaker	Edwin	Edwin, E.	Speaker	E.E. Speaker	NASA Headquarters			N_I_N
SMWG/Person/Edwin.J.Grayzeck.Jr	Edwin J. Grayzeck, Jr.	Edwin	Edwin, J.	Grayzeck, Jr.	E.J. Grayzeck, Jr.	GSFC-Code 690.1			N_I_N
SMWG/Person/Edwin.J.Prior	Edwin J. Prior	Edwin	Edwin, J.	Prior	E.J. Prior	NASA Langley Research Center			N_I_N
SMWG/Person/Edwin.M.Kellogg	Edwin M. Kellogg	Edwin	Edwin, M.	Kellogg	E.M. Kellogg	Smithsonian Astrophysical Observatory			N_I_N
SMWG/Person/Edwin.P.Keath	Edwin P. Keath	Edwin	Edwin, P.	Keath	E.P. Keath	Applied Physics Laboratory			N_I_N
SMWG/Person/Edwin.V.Bell.II	Edwin V. Bell, II	Edwin	Edwin, V.	Bell, II	E.V. Bell, II	GSFC-Code 690.1			N_I_N
SMWG/Person/Efraim.L.Akim	Efraim L. Akim	Efraim	Efraim, L.	Akim	E.L. Akim	Keldysh Institute of Applied Mathematics			N_I_N
SMWG/Person/Eftyhia.Zesta	Eftyhia Zesta	Eftyhia	Eftyhia	Zesta	E. Zesta	Air Force Research Lab			N_N
SMWG/Person/Ehrhard.Keppler	Ehrhard Keppler	Ehrhard	Ehrhard	Keppler	E. Keppler	Max-Planck-Institut fur Aeronomie			N_N
SMWG/Person/Eigil.Friis-Christensen	Eigil Friis-Christensen	Eigil	Eigil	Friis-Christensen	E. Friis-Christensen	Danish Space Research Institute			N_N
SMWG/Person/Eigil.Ungstrup	Eigil Ungstrup	Eigil	Eigil	Ungstrup	E. Ungstrup	University of Copenhagen			N_N
SMWG/Person/Eiichi.Sagawa	Eiichi Sagawa	Eiichi	Eiichi	Sagawa	E. Sagawa	Communications Research Laboratory			N_N
SMWG/Person/Eija.Tanskanen	Eija Tanskanen	Eija	Eija	Tanskanen	E. Tanskanen	Finnish Meteorological Institute			N_N
SMWG/Person/Eijiro.Hiei	Eijiro Hiei	Eijiro	Eijiro	Hiei	E. Hiei	National Astronomical Observatory			N_N
SMWG/Person/Einar.A.Tandberg-Hanssen	Einar A. Tandberg-Hanssen	Einar	Einar, A.	Tandberg-Hanssen	E.A. Tandberg-Hanssen	NASA Marshall Space Flight Center			N_I_N
SMWG/Person/Eisuke.Kaneda	Eisuke Kaneda	Eisuke	Eisuke	Kaneda	E. Kaneda	University of Tokyo			N_N
SMWG/Person/Eivind.V.Thrane	Eivind V. Thrane	Eivind	Eivind, V.	Thrane	E.V. Thrane	Norwegian Defence Research			N_I_N
SMWG/Person/Elden.C.Whipple	Elden C. Whipple	Elden	Elden, C.	Whipple	E.C. Whipple	University of Washington		Cluster Cluster-Rumba Cluster-Salsa Cluster-Samba Cluster-Tango	N_I_N
SMWG/Person/Eldon.E.Ferguson	Eldon E. Ferguson	Eldon	Eldon, E.	Ferguson	E.E. Ferguson	NOAA Environmental Research Labs			N_I_N
SMWG/Person/Eleazar.L.Barouch	Eleazar L. Barouch	Eleazar	Eleazar, L.	Barouch	E.L. Barouch	CNET Centre de Recherches en Physique			N_I_N
SMWG/Person/Elena.Benevolenskaya	Elena Benevolenskaya	Elena	Elena	Benevolenskaya	E. Benevolenskaya	Stanford University		SOHO	N_N
SMWG/Person/Elena.Budnick	Elena Budnick	Elena	Elena	Budnick	E. Budnick	Russian Academy of Sciences			N_N
SMWG/Person/Elena.Budnik	Elena Budnik	Elena	Elena	Budnik	E. Budnik	Noveltis			N_N
SMWG/Person/Elias.Xavier.Felix.Daudi	Elias Xavier Felix Daudi	Elias	Elias, Xavier Felix	Daudi	E.X.F. Daudi	Departamento de Geofisica Global, Direccao, National de Geologia, Maputo, Mozambique			N_N_N_N
SMWG/Person/Elihu.A.Boldt	Elihu A. Boldt	Elihu	Elihu, A.	Boldt	E.A. Boldt	GSFC-Code 662			N_I_N
SMWG/Person/Elizabeth.A.Citrin	Elizabeth A. Citrin	Elizabeth	Elizabeth, A.	Citrin	E.A. Citrin	GSFC-Code 410			N_I_N
SMWG/Person/Elizabeth.A.Lucek	Elizabeth A. Lucek	Elizabeth	Elizabeth, A.	Lucek	E.A. Lucek	Space and Atmospheric Physics Group, Imperial College			N_I_N
SMWG/Person/Elizabeth.D.Duxbury	Elizabeth D. Duxbury	Elizabeth	Elizabeth, D.	Duxbury	E.D. Duxbury	Jet Propulsion Laboratory			N_I_N
SMWG/Person/Elizabeth.D.Hewens	Elizabeth D. Hewens	Elizabeth	Elizabeth, D.	Hewens	E.D. Hewens	Unknown - formerly at Canadian Research C		ISIS1 ISIS2	N_I_N
SMWG/Person/Elizabeth.E.Beyer	Elizabeth E. Beyer	Elizabeth	Elizabeth, E.	Beyer	E.E. Beyer	GSFC-Code 441			N_I_N
SMWG/Person/Elizabeth.Kung	Elizabeth Kung	Elizabeth	Elizabeth	Kung	E. Kung	Unknown - formerly at U of CA, Berkeley			N_N
SMWG/Person/Elke.DHuys	Elke D&apos;Huys	Elke	Elke	D&apos;Huys	E. D&apos;Huys	Royal Observatory of Belgium			N_N
SMWG/Person/Ellen.R.Stofan	Ellen R. Stofan	Ellen	Ellen, R.	Stofan	E.R. Stofan	Jet Propulsion Laboratory			N_I_N
SMWG/Person/Ellen.Wachner	Ellen Wachner	Ellen	Ellen	Wachner	E. Wachner	Jet Propulsion Laboratory			N_N
SMWG/Person/Elliot.C.Levinthal	Elliot C. Levinthal	Elliot	Elliot, C.	Levinthal	E.C. Levinthal	Defense Advanced Research			N_I_N
SMWG/Person/Elliot.C.Morris	Elliot C. Morris	Elliot	Elliot, C.	Morris	E.C. Morris	US Geological Survey			N_I_N
SMWG/Person/Ellis.E.Remsberg	Ellis E. Remsberg	Ellis	Ellis, E.	Remsberg	E.E. Remsberg	NASA Langley Research Center			N_I_N
SMWG/Person/Elmar.N.Sosnovets	Elmar N. Sosnovets	Elmar	Elmar, N.	Sosnovets	E.N. Sosnovets	Moscow State University			N_I_N
SMWG/Person/Elmer.M.Christensen	Elmer M. Christensen	Elmer	Elmer, M.	Christensen	E.M. Christensen	Jet Propulsion Laboratory			N_I_N
SMWG/Person/Elmer.S.McMillan	Elmer S. McMillan	Elmer	Elmer, S.	McMillan	E.S. McMillan	Jet Propulsion Laboratory			N_I_N
SMWG/Person/Elmo.C.Bruner.Jr	Elmo C. Bruner, Jr.	Elmo	Elmo, C.	Bruner, Jr.	E.C. Bruner, Jr.	Lockheed Palo Alto Research Laboratory			N_I_N
SMWG/Person/Elsayed.Talaat	Elsayed Talaat	Elsayed	Elsayed	Talaat	E. Talaat	Applied Physics Laboratory			N_N
SMWG/Person/Emil.E.Budzinski	Emil E. Budzinski	Emil	Emil, E.	Budzinski	E.E. Budzinski	National Research Council of Canada			N_I_N
SMWG/Person/Emil.W.Hymowitz	Emil W. Hymowitz	Emil	Emil, W.	Hymowitz	E.W. Hymowitz	Unknown - formerly at NASA-GSFC			N_I_N
SMWG/Person/Emilia.Georgieva	Emilia Georgieva	Emilia	Emilia	Georgieva	E. Georgieva	Bulgarian Academy of Sciences			N_N
SMWG/Person/Emily.CoBabe-Ammann	Emily CoBabe-Ammann	Emily	Emily	CoBabe-Ammann	E. CoBabe-Ammann	Space Education			N_N
SMWG/Person/Emily.M.Holton	Emily M. Holton	Emily	Emily, M.	Holton	E.M. Holton	NASA Ames Research Center			N_I_N
SMWG/Person/Emmanuel.Lellouch	Emmanuel Lellouch	Emmanuel	Emmanuel	Lellouch	E. Lellouch	Observatoire de Paris-Meudon			N_N
SMWG/Person/Emmanuel.T.Sarris	Emmanuel T. Sarris	Emmanuel	Emmanuel, T.	Sarris	E.T. Sarris	Demokritos University of Thrace			N_I_N
SMWG/Person/Emmanuel.Thetas	Emmanuel Thetas	Emmanuel	Emmanuel	Thetas	E. Thetas	Station de Radioastronomie de Nançay, Nançay, France			N_N
SMWG/Person/Emmauel.Nahayo	Emmauel Nahayo	Emmauel	Emmauel	Nahayo	E. Nahayo	Hermanus Magnetic Observatory			N_N
SMWG/Person/Enrico.Flamini	Enrico Flamini	Enrico	Enrico	Flamini	E. Flamini	Agenzia Spaziale Italiana			N_N
SMWG/Person/Enrique.Cordaro.Cardenas	Enrique Cordaro Cardenas	Enrique	Enrique, Cordaro	Cardenas	E.C. Cardenas	Physics Department			N_N_N
SMWG/Person/Eoin.Moran	Eoin Moran	Eoin	Eoin	Moran	E. Moran	Valentia Observatory			N_N
SMWG/Person/Erhard.Keppler	Erhard Keppler	Erhard	Erhard	Keppler	E. Keppler	Max-Planck-Institut fur Aeronomie		Helios1 Helios2	N_N
SMWG/Person/Erhard.Kirsch	Erhard Kirsch	Erhard	Erhard	Kirsch	E. Kirsch	Max-Planck-Institut fur Aeronomie			N_N
SMWG/Person/Eric.A.Kihn	Eric A. Kihn	Eric	Eric, A.	Kihn	E.A. Kihn	National Geophysical Data Center			N_I_N
SMWG/Person/Eric.Chassefiere	Eric Chassefiere	Eric	Eric	Chassefiere	E. Chassefiere	CNRS			N_N
SMWG/Person/Eric.Donovan	Eric Donovan	Eric	Eric	Donovan	E. Donovan	University of Calgary		THEMIS	N_N
SMWG/Person/Eric.Dors	Eric Dors	Eric	Eric	Dors	E. Dors	Los Alamos National Laboratory		LANL	N_N
SMWG/Person/Eric.Eliason	Eric Eliason	Eric	Eric	Eliason	E. Eliason	US Geological Survey			N_N
SMWG/Person/Eric.G.Chipman	Eric G. Chipman	Eric	Eric, G.	Chipman	E.G. Chipman	Computer Sciences Corporation			N_I_N
SMWG/Person/Eric.H.Richardson	Eric H. Richardson	Eric	Eric, H.	Richardson	E.H. Richardson	Dominion Astrophysical Observatory			N_I_N
SMWG/Person/Eric.J.Lund	Eric J. Lund	Eric	Eric, J.	Lund	E.J. Lund	Space Science Center		FAST	N_I_N
SMWG/Person/Eric.L.Wagner	Eric L. Wagner	Eric	Eric, L.	Wagner	E.L. Wagner	NorthWest Research Associates		SDO	N_I_N
SMWG/Person/Eric.M.Dejong	Eric M. Dejong	Eric	Eric, M.	Dejong	E.M. Dejong	Jet Propulsion Laboratory			N_I_N
SMWG/Person/Eric.M.Gurrola	Eric M. Gurrola	Eric	Eric, M.	Gurrola	E.M. Gurrola	Jet Propulsion Laboratory			N_I_N
SMWG/Person/Eric.R.Christian	Eric R. Christian	Eric	Eric, R.	Christian	E.R. Christian	NASA Goddard Space Flight Center			N_I_N
SMWG/Person/Eric.V.Gotthelf	Eric V. Gotthelf	Eric	Eric, V.	Gotthelf	E.V. Gotthelf	Columbia University			N_I_N
SMWG/Person/Erik.Hog	Erik Hog	Erik	Erik	Hog	E. Hog	Copenhagen University Observatory			N_N
